,Author,Quotes,Contain,Political Orientation
32765,Noam Chomsky,"The reality is that under capitalist conditions―meaning maximization of short-term gain―you're ultimately going to destroy the environment: the only question is when. Now, for a long time, it's been possible to pretend that the environment is an infinite source and an infinite sink. Neither is true obviously, and we're now sort of approaching the point where you can't keep playing the game too much longer. It may not be very far off. Well, dealing with that problem is going to require large-scale social changes of an almost unimaginable kind. For one thing, it's going to certainly require large-scale social planning, and that means participatory social planning if it's going to be at all meaningful. It's also going to require a general recognition among human beings that an economic system driven by greed is going to self-destruct―it's only a question of time before you make the planet unlivable, by destroying the ozone layer or some other way. And that means huge socio-psychological changes have to take place if the human species is going to survive very much longer. So that's a big factor.",no,Left
32766,Noam Chomsky,There is massive propaganda for everyone to consume. Consumption is good for profits and consumption is good for the political establishment.,no,Left
32767,Noam Chomsky,"MAN: What do you think about nationalization of industry as a means of allowing for this kind of large-scale social planning? Well, it would depend on how it’s done. If nationalization of industry puts production into the hands of a state bureaucracy or some sort of Leninist-style vanguard party, then you’d just have another system of exploitation, in my view. On the other hand, if nationalization of industry was based on actual popular control over industry",no,Left
32768,Noam Chomsky,"Well, our economic system works, it just works in the interests of the masters, and I'd like to see one that works in the interests of the general population. And that will only happen when they are the principal architects of policy, to borrow Adam Smith's phrase. I mean, as long as power is narrowly concentrated, whether in the economic or the political system, you know who's going to benefit from the policies―you don't have to be a genius to figure that out. That's why democracy would be a good thing for the general public. But of course, achieving real democracy will require that the whole system of corporate capitalism be completely dismantled―because it's radically anti-democratic. And that can't be done by a stroke of the pen, you know: you have to build up alternative popular institutions, which could allow control over society's investment decisions to be moved into the hands of working people and communities. That's a long job, it requires building up an entire cultural and institutional basis for the changes, it's not something that's just going to happen on its own. There are people who have written about what such a system might look like―kind of a participatory economy, it's sometimes called. But sure, that's the way to go, I think.",no,Left
32769,Noam Chomsky,"Well, I think people should be able to live in a society where they can exercise these kinds of internal drives and develop their capacities freely instead of being forced into the narrow range of options that are available to most people in the world now. And by that, I mean not only options that are objectively available, but also options that are subjectively available―like, how are people allowed to think, how are they able to think? Remember, there are all kinds of ways of thinking that are cut off from us in our society―not because we're incapable of them, but because various blockages have been developed and imposed to prevent people from thinking in those ways. That's what indoctrination is about in the first place, in fact―and I don't mean somebody giving you lectures: sitcoms on television, sports that you watch, every aspect of the culture implicitly involves an expression of what a proper life and a proper set of values are, and that's all indoctrination. So I think what has to happen is, other options have to be opened up to people―both subjectively, and in fact concretely: meaning you can do something about them without great suffering. And that's one of the main purposes of socialism, I think: to reach a point where people have the opportunity to decide freely for themselves what their needs are, and not just have the choices forced on them by some arbitrary system of power.",no,Left
32770,Noam Chomsky,"The Defense Department doesn’t give a damn what you do most of the time – they just want to fund it, because they want to have a bigger bureaucracy or something like that. So there’s very little reporting back by the scientists, they don’t pay much attention to you, they don’t care whether you did what you said you’d do or something else, and so on. In fact, back in the Sixties, there was a guy in my lab who was working on translating Humboldt [a Prussian philosopher] – he was being funded by the Office of Naval Research, they didn’t care.",no,Left
32771,Noam Chomsky,"I mean, contrary to the contemporary version of it, classical liberalism (which remember was pre-capitalist, and in fact, anti-capitalist) focused on the right of people to control their own work, and the need for free creative work under your own control",no,Left
32772,Noam Chomsky,"This was a talk to an anarchist conference, and in my view the libertarian movements have been very shortsighted in pursuing doctrine in a rigid fashion without being concerned about the human consequences. So it's perfectly proper… I mean, in my view, and that of a few others, the state is an illegitimate institution. But it does not follow from that that you should not support the state. Sometimes there is a more illegitimate institution which will take over if you do not support this illegitimate institution. So, if you're concerned with the people, let's be concrete, let's take the United States. There is a state sector that does awful things, but it also happens to do some good things. As a result of centuries of extensive popular struggle there is a minimal welfare system that provides support for poor mothers and children. That's under attack in an effort to minimize the state. Well, anarchists can't seem to understand that they are to support that. So they join with the ultra-right in saying Yes, we've got to minimize the state, meaning put more power into the hands of private tyrannies which are completely unaccountable to the public and purely totalitarian. It's kind of reminiscent of an old Communist Party slogan back in the early thirties The worse, the better. So there was a period when the Communist Party was refusing to combat fascism on the theory that if you combat fascism, you join the social democrats and they are not good guys, so the worse, the better. That was the slogan I remember from childhood. Well, they got the worse: Hitler. If you care about the question of whether seven-year-old children have food to eat, you'll support the state sector at this point, recognizing that in the long term it's illegitimate. I know that a lot of people find that hard to deal with and personally I'm under constant critique from the left for not being principled. Principle to them means opposing the state sector, even though opposing the state sector at this conjuncture means placing power into the hands of private totalitarian organizations who would be delighted to see children starve. I think we have to be able to keep those ideas in our heads if we want to think constructively about the problems of the future. In fact, protecting the state sector today is a step towards abolishing the state because it maintains a public arena in which people can participate, and organize, and affect policy, and so on, though in limited ways. If that's removed, we'd go back to a [...] dictatorship or say a private dictatorship, but that's hardly a step towards liberation.",no,Left
32773,Noam Chomsky,"Yeah, in my opinion the heart of the problem is Marxism-Leninism itself―the very idea that a vanguard party can, or has any right to, or has any capacity to lead the stupid masses towards some future they're too dumb to understand for themselves. I think what it's going to lead them towards is I rule you with a whip. Institutions of domination have a nice way of reproducing themselves―I think that's kind of like an obvious sociological truism. And actually, if you look back, that was in fact Bakunin's prediction half a century before―he said this was exactly what was going to happen. I mean, Bakunin was talking about the people around Marx, this was before Lenin was born, but his prediction was that the nature of the intelligentsia as a formation in modern industrial society is that they are going to try to become the social managers. Now, they're not going to become the social managers because they own capital, and they're not going to become the social managers because they've got a lot of guns. They are going to become the social managers because they can control, organize, and direct what's called knowledge―they have the skills to process information, and to mobilize support for decision-making, and so on and so forth. And Bakunin predicted that these people would fall into two categories. On the one hand, there would be the left intellectuals, who would try to rise to power on the backs of mass popular movements, and if they could gain power, they would then beat the people into submission and try to control them. On the other hand, if they found that they couldn't get power that way themselves, they would become the servants of what we would nowadays call state-capitalism, though Bakunin didn't use the term. And either of these two categories of intellectuals, he said, would be beating the people with the people's stick―that is, they'd be presenting themselves as representatives of the people, so they'd be holding the people's stick, but they would be beating the people with it.",no,Left
32774,Noam Chomsky,"It is clear enough why both major propaganda systems insist upon this fantasy. Since its origins, the Soviet State has attempted to harness the energies of its own population and oppressed people elsewhere in the service of the men who took advantage of the popular ferment in Russia in 1917 to seize State power. One major ideological weapon employed to this end has been the claim that the State managers are leading their own society and the world towards the socialist ideal; an impossibility, as any socialist",no,Left
32775,Noam Chomsky,"There's plenty of challenging, gratifying, interesting, productive workaround for people to do, and there are plenty of people who want to do it―they simply aren't being allowed that opportunity under the current economic system.",no,Left
32776,Noam Chomsky,"A properly functioning system of indoctrination has a variety of tasks, some rather delicate. One of its targets is the stupid and ignorant masses. They must be kept that way, diverted with emotionally potent oversimplifications, marginalized, and isolated. Ideally, each person should be alone in front of the TV screen watching sports, soap operas, or comedies, deprived of organizational structures that permit individuals lacking resources to discover what they think and believe in interaction with others, to formulate their own concerns and programs, and to act to realize them. They can then be permitted, even encouraged, to ratify the decisions made by their betters in periodic elections. The rascal multitude are the proper targets of the mass media and a public education system geared to obedience and training in needed skills, including the skill of repeating patriotic slogans on timely occasions.",no,Left
32777,Noam Chomsky,"Part of the whole capitalist ethic is that the only thing that matters is how much money you make tomorrow: that's the crucial value of the system, profit for tomorrow. Not just profit, but the bottom line has to look good tomorrow. And the result is that planning for the future, and any kind of regulatory apparatus that would sustain the environment for the long-term, become impossible―and that means the planet is going to go down the tubes very fast.",no,Left
32778,Noam Chomsky,"In fact, I should say to begin with that the term anarchism is quite a range of political ideas, but I would prefer to think of it as the libertarian left, and from that point of view anarchism can be conceived as a kind of voluntary socialism, that is, as libertarian socialist or anarcho-syndicalist or communist anarchist, in the tradition of say Bakunin and Kropotkin and others. They had in mind a highly organized form of society, but a society that was organized on the basis of organic units, organic communities. And generally they meant by that the workplace and the neighborhood, and from those two basic units there could derive through federal arrangements a highly integrated kind of social organization, which might be national or even international in scope. And the decisions could be made over a substantial range, but by delegates who are always part of the organic community from which they come, to which they return and in which, in fact, they live.",no,Left
32779,Noam Chomsky,The economic system barely functions as it is,no,Left
33600,Noam Chomsky,"In the contemporary period, Hume's conception has been revived and elaborated, but with a crucial innovation: the theory is that control of thought is more important for governments that are free and popular than for despotic and military states. The logic is straightforward: a despotic state can control its domestic enemy by force, but as the stare loses this weapon, other devices are required to prevent the ignorant masses from interfering with public affairs, which are none of their business. The point is, in fact, far more general. The public must be reduced to passivity in the political realm, but for submissiveness to become a reliable trait, it must be entrenched in the realm of belief as well. The public are to be observers, not participants, consumers of ideology as well as products. Eduardo Galeano writes that the majority must resign itself to the consumption of fantasy. Illusions of wealth are sold to the poor, illusions of freedom to the oppressed, dreams of victory to the defeated and of power to the weak. That is the essential point.",no,Left
33601,Noam Chomsky,"Yes, it's simple, really. If you're riding a bicycle and you don't want to fall off, you have to keep going - fast.",no,Left
33602,Noam Chomsky,"This had been made clear months before Iraq’s invasion of Kuwait, when the US had rejected Iraq’s offer of negotiations over weapons of mass destruction. In the offer, Iraq proposed to destroy all such chemical and biological weapons, if other countries in the region also destroyed their weapons of mass destruction. Saddam Hussein was then Bush’s friend and ally, so he received a response, which was instructive. Washington said it welcomed Iraq’s proposal to destroy its own weapons, but didn’t want this linked to other issues or weapons systems. There was no mention of the other weapons systems, and there’s a reason for that. Israel not only may have chemical and biological weapons",no,Left
33603,Noam Chomsky,"A smaller, deterrent force could have been kept in place long enough for the sanctions to have had a significant effect; an army of half a million couldn’t. The purpose of the quick military build-up was to ward off the danger that Iraq might be forced out of Kuwait by peaceful means. Why was a diplomatic resolution so unattractive? Within a few weeks after the invasion of Kuwait on August 2, the basic outlines for a possible political settlement were becoming clear. Security Council Resolution 660, calling for Iraq’s withdrawal from Kuwait, also called for simultaneous negotiations of border issues. By mid-August, the National Security Council considered an Iraqi proposal to withdraw from Kuwait in that context. There appear to have been two issues: first, Iraqi access to the Gulf, which would have entailed a lease or other control over two uninhabited mudflats assigned to Kuwait by Britain in its imperial settlement (which had left Iraq virtually landlocked); second, resolution of a dispute over an oil field that extended two miles into Kuwait over an unsettled border. The US flatly rejected the proposal, or any negotiations. On August 22, without revealing these facts about the Iraqi initiative (which it apparently knew), the New York Times reported that the Bush administration was determined to block the diplomatic track for fear that it might defuse the crisis in very much this manner. (The basic facts were published a week later by the Long Island daily Newsday, but the media largely kept their silence.)",no,Left
33604,Noam Chomsky,"A consistent materialist would consider it as self-evident that the mind has very important innate structures, physically realized in some manner. Why should it be otherwise?",no,Left
33605,Noam Chomsky,There is no sensible way to invoke functional notions as explanatory concepts at the synchronic or ontogenetic level.,no,Left
33606,Noam Chomsky,"By entering into the arena of argument and counter-argument, of technical feasibility and tactics, of footnotes and citations, by accepting the presumption of legitimacy of debate on certain issues, one has already lost one’s humanity. This is the feeling I find almost impossible to repress when going through the motions of building a case against the American war in Vietnam. Anyone who puts a fraction of his mind to the task can construct a case that is overwhelming: surely this is now obvious. In a way, by doing so he degrades himself, and insults beyond measure the victims of our violence and our moral blindness. There may have been a time when American policy in Vietnam was a debatable matter. This time is long past. It is no more debatable than the Italian war in Abyssinia or the Russian suppression of Hungarian freedom. The war is simply an obscenity, a depraved act by weak and miserable men, including all of us, who have allowed it to go on and on with endless fury and destruction – all of us who would have remained silent had stability and order been secured. It is not pleasant to use such words, but candour permits no less.",no,Left
33607,Noam Chomsky,Settler colonialism is a conceptual fine-tuning on the theories and histories of colonialism. Settler movements that sought a new life and identity in already inhabited countries were not unique to Palestine.,no,Left
33608,Noam Chomsky,"In traditional society like the feudal system, people had a certain place, and they had certain rights-in fact, they had what was called at the time a right to live. I mean,under feudalism it may have been a lousy right, but nevertheless people were assumed to have natural entitlement for survival. But with the rise of what we call capitalism, the right had to be destroyed: people had to have it knocked out of their heads that they had any automatic right to live beyond what they could win for themselves on the labor market.",no,Left
33609,Noam Chomsky,"Well, it's true that the anarchist vision in just about all its varieties has looked forward to dismantling state power―and personally I share that vision. But right now it runs directly counter to my goals: my immediate goals have been, and now very much are, to defend and even strengthen certain elements of state authority that are now under severe attack. And I don't think there's any contradiction there―none at all, really. For example, take the so-called welfare state. What's called the welfare state is essentially a recognition that every child has a right to have food, and to have health care and so on―and as I've been saying, those programs were set up in the nation-state system after a century of very hard struggle, by the labor movement, and the socialist movement, and so on. Well, according to the new spirit of the age, in the case of a fourteen-year-old girl who got raped and has a child, her child has to learn personal responsibility by not accepting state welfare handouts, meaning, by not having enough to eat. Alright, I don't agree with that at any level. In fact, I think it's grotesque at any level. I think those children should be saved. And in today's world, that's going to have to involve working through the state system; it's not the only case. So despite the anarchist vision, I think aspects of the state system, like the one that makes sure children eat, have to be defended―in fact, defended very vigorously. And given the accelerating effort that's being made these days to roll back the victories for justice and human rights which have been won through long and often extremely bitter struggles in the West, in my opinion the immediate goal of even committed anarchists should be to defend some state institutions, while helping to pry them open to more meaningful public participation, and ultimately to dismantle them in a much more free society. There are practical problems of tomorrow on which people's lives very much depend, and while defending these kinds of programs is by no means the ultimate end we should be pursuing, in my view we still have to face the problems that are right on the horizon, and which seriously affect human lives. I don't think those things can simply be forgotten because they might not fit within some radical slogan that reflects a deeper vision of a future society. The deeper visions should be maintained, they're important―but dismantling the state system is a goal that's a lot farther away, and you want to deal first with what's at hand and nearby, I think. And in any realistic perspective, the political system, with all its flaws, does have opportunities for participation by the general population which other existing institutions, such as corporations, don't have. In fact, that's exactly why the far right wants to weaken governmental structures―because if you can make sure that all the key decisions are in the hands of Microsoft and General Electric and Raytheon, then you don't have to worry anymore about the threat of popular involvement in policy-making.",no,Left
33610,Noam Chomsky,"If capital is privately controlled, then people are going to have to run tonsils in order to survive. Now, you can say, they rent themselves freely, it's a free contract - but that's a joke. If you are choice is, do what I tell you are starve, that's not a choice - it's infact what was commonly referred to as 'wage slavery in more civilized times, like the eighteenth and nineenth centuries.",no,Left
33611,Noam Chomsky,"If capital is privately controlled, then people are going to have to sell themselves in order to survive. Now, you can say, they rent themselves freely, it's a free contract - but that's a joke. If your choice is, do what I tell you or starve, that's not a choice - it's infact what was commonly referred to as 'wage slavery' in more civilized times, like the eighteenth and nineteenth centuries.",no,Left
33612,Noam Chomsky,If people cannot rise to the level of applying to ourselves the same standards we apply to others they have no right to talk about right and wrong.,no,Left
33613,Noam Chomsky,"the ones who are running the world economy have protected themselves very strongly from market discipline. the neo-liberal system is an attack, in my view, both on the market, and on democracy.",no,Left
33614,Noam Chomsky,...the educational systems are oriented to maintaining the existing social and economic structures instead of transforming them,no,Left
33615,Noam Chomsky,"Whatever does not spring from a man's free choice, or is only the result of instruction and guidance, does not enter into his very being, but remains alien to his true nature; he does not perform it with truly human energies, but merely with mechanical exactness",no,Left
33616,Noam Chomsky,"Grass is very hard to come by in Paris, but I smoke hash whenever I can get hold of some. We have been in good supply recently, thanks to Noam Chomsky.''How did that happen?' I asked.'I appeared with Chomsky on TV in Amsterdam, and after the show the sponsors of the program asked me what kind of remuneration I would like. I told them that I would like some hashish, and happily they complied with my wish with a large block of the stuff. My students and I refer to it as the Chomsky hash, not because Chomsky himself had anything to do with it but because he occasioned it.",no,Left
33617,Noam Chomsky,"History doesn’t go in a straight line... Over time there’s a kind of a general trajectory towards a more just society, with regressions and reversals of course.",no,Left
33618,Noam Chomsky,"But the imperial mentality is so deeply embedded in Western culture that this travesty passes without criticism, even notice.",no,Left
33619,Noam Chomsky,"... the radical pacifist message of the Gospels [was] largely abandoned when the Emperor Constantine, in the fourth century, adopted Christianity as the official doctrine of the Roman empire",no,Left
34440,Noam Chomsky,"U.S. occupying forces in Panama were quickly ordered to arrest most political activists and union leaders, because they are bad guys of some sort, the U.S. Embassy told reporters. The good guys to be restored to power are the bankers who were happily laundering drug money in the early 1980s. Then Noriega was also a good guy,running drugs, killing and torturing and stealing elections -- and, crucially, following American orders. He had not yet shown the dangerous streak of independence that transferred him to the category of demon. Apart from tactics, nothing changes over the years, including the ability of educated opinion to perceive that 2 and 2 is 4.",no,Left
34441,Noam Chomsky,"MAN: Mr. Chomsky, I’m wondering what specific qualifications you have to be able to speak all around the country about world affairs? None whatsoever. I mean, the qualifications that I have to speak on world affairs are exactly the same ones Henry Kissinger has, and Walt Rostow has, or anybody in the Political Science Department, professional historians",no,Left
34442,Noam Chomsky,"Unfortunately, you can’t vote the rascals out, because you never voted them in, in the first place. The corporate executives and the corporation lawyers and so on who overwhelmingly staff the executive, assisted increasingly by a university based mandarin class, remain in power no matter whom you elect.",no,Left
34443,Noam Chomsky,"At this stage in the discussion one has to mention the specter of communism. What is the threat of communism to this system? For a clear and cogent answer, one can turn to an extensive study of the Woodrow Wilson Foundation and National Planning Association called the Political Economy of American Foreign Policy, a very important book. It was compiled by a representative segment of the tiny elite that largely sets public policy for whoever is technically in office. In effect, it’s as close as you can come to a manifesto of the American ruling class.Here they define the primary threat of communism as the economic transformation of the communist powers in ways which reduce their willingness or ability to complement the industrial economies of the West. That is the primary threat of communism. Communism, in short, reduces the willingness and ability of underdeveloped countries to function in the world capitalist economy in the manner of, for example, the Philippines which has developed a colonial economy of a classic type, after 75 years of American tutelage and domination. It is this doctrine which explains why British economist Joan Robinson describes the American crusade against communism as a crusade against development.",no,Left
35280,Yanis Varoufakis,"Had history been democratic in its ways, there would have been no farming and no industrial revolution. Both leaps into the future were occasioned by unbearably painful crises that made most people wish they could recoil into the past.",no,Left
35281,Yanis Varoufakis,"Most politicians cannot be theorists. First, because they are rarely thinkers; second, because the frenetic lifestyle they impose on themselves leaves no time for big ideas. But most of all because to be a theorist you have to admit the possibility of being wrong – the provisionality of knowledge – and you know you cannot spin your way out of a theoretical problem.",no,Left
35282,Yanis Varoufakis,"Regular crises perpetuate the past by reinvigorating cycles which started long ago. In contrast, (capital-C) Crises are the past's death knell. They function like laboratories in which the future is incubated. They have given us agriculture and the industrial revolution, technology and the labour contract, killer germs and antibiotics. Once they strike, the past ceases to be a reliable predictor of the future and a brave new world is born.",no,Left
35283,Yanis Varoufakis,"As Tony Benn, the British Labour politician, once suggested, we should constantly ask those who govern us five questions: What power have you got? Where did you get it from? In whose interests do you exercise it? To whom are you accountable? And how can we get rid of you?",no,Left
35284,Yanis Varoufakis,"... toxic derivatives were underpinned by toxic economics, which, in turn, were no more than motivated delusions in search of theoretical justification; fundamentalist tracts that acknowledged facts only when they could be accommodated to the demands of the lucrative faith. Despite their highly impressive labels and technical appearance, economic models were merely mathematized versions of the touching superstition that markets know best, both at times of tranquility and in periods of tumult.",no,Left
35285,Yanis Varoufakis,"Leonard Schapiro, writing on Stalinism, warned us that the true object of propaganda is neither to convince nor even to persuade. But to produce a uniform pattern of public utterances in which the first trace of unorthodox thought reveals itself as a jarring dissonance.",no,Left
35287,Yanis Varoufakis,"Beneath the specific events that I experienced, I recognised a universal story – the story of what happens when human beings find themselves at the mercy of cruel circumstances that have been generated by an inhuman, mostly unseen network of power relations. This is why there are no ‘goodies’ or ‘baddies’ in this book. Instead, it is populated by people doing their best, as they understand it, under conditions not of their choosing. Each of the persons I encountered and write about in these pages believed they were acting appropriately, but, taken together, their acts produced misfortune on a continental scale. Is this not the stuff of authentic tragedy? Is this not what makes the tragedies of Sophocles and Shakespeare resonate with us today, hundreds of years after the events they relate became old news?",no,Left
35288,Yanis Varoufakis,"To put it slightly differently, small sovereign nations, like Iceland, have choices to make within the broader constraints created for them by nature and by the rest of humanity. However limited these choices might be, Iceland’s body politic retains absolute authority to hold their elected officials accountable for the decisions they have reached within the nation’s exogenous constraints, and to strike down every piece of legislation that it has decided upon in the past. (...) In this sense, small, powerless Iceland continues to enjoy full sovereignty while the comparatively omnipotent European Union has been stripped of all forms of sovereignty.",no,Left
35289,Yanis Varoufakis,"It is at this point in the book that the author famously laments that despite our ability to bring food from the earth, we are incapable of creating a system in which the hungry can be fed.",no,Left
35291,Yanis Varoufakis,Corporatists like Robert Schuman and Jean Monnet were bent on constructing the Brussels-based bureaucracy as a democracy-free zone.,no,Left
35292,Yanis Varoufakis,But this was not a bailout. Greece was never bailed out. Nor were the rest of Europe’s swine,no,Left
35293,Yanis Varoufakis,"Few progressive Europeans would argue against a democratic United States of Europe, with a proper government elected on a pan-European ticket and answerable to a proper parliament vested with complete sovereignty over all decisions and matters. But this is pure wishful thinking. The sobering reality is that it is not in the European Union’s DNA naturally to evolve into a federation.",no,Left
35294,Yanis Varoufakis,"And so it turns out that all talk of gradual moves toward a political union and toward more Europe are not first steps toward a European democratic federation but, rather, and ominously, a leap into an iron cage that prolongs the crisis and wrecks any prospect of a genuine federal European democracy in the future.",no,Left
35295,Yanis Varoufakis,"In a move that will remain in Irish annals as a stigma comparable to the potato famine, the Dublin government succumbed to ECB blackmail: make the German creditors of Ireland’s commercial banks whole, even a bank that was closed down and thus no longer systemically important for Ireland’s financial sector, or else.",no,Left
35296,Yanis Varoufakis,"In the case of the Irish banks, the private bonds that they had purchased were uninsured. In the case of Greek state bonds, their buyers also knew that these were Greek law contracts, meaning that they could be given a haircut (written down) by a future stressed Greek government. This is precisely why the interest rates were higher than in Germany. Higher risk, higher rewards. As long as the gamble was paying off, the German bankers reaped benefits that they shared with no one. But when the gambles turned bad, as Irish banks and the Greek state failed, they demanded that the taxpayers of Greece and Ireland pay up, as if they had bought insurance from them.",no,Left
35297,Yanis Varoufakis,ALEXIS DE TOQUEVILLE once wrote that those who praise freedom only for the material benefits it offers have never kept it long.,no,Left
35298,Yanis Varoufakis,"While it would have been straightforward, and perfectly legal, to allow Irish banks or the Greek state to default to their private creditors (so as to respect the no-bailout clause), the authorities’ guilty desire to bail out the German and French banks (without telling taxpayers that this was what they were doing) led to the need to violate the no-bailout rule by concocting another rule: the no-default rule, which was never part of Europe’s original set of rules. (...) Both the freshly minted no-default rule and the original no-bailout clause were political whims of the strong disguised as legal constraints upon the weak. In reality, the strong break their rules at will and concoct new rules whenever they think it suits them.",no,Left
35441,Yanis Varoufakis,All dynamic societies founded their success on two production processes that unfolded in parallel: the manufacturing of a surplus and the manufacturing of consent (regarding its distribution).,no,Left
35442,Yanis Varoufakis,"They are unanimous in their hate for me; and I welcome their hatred. (quoting FDR announcing the Second New Deal, 1936)",no,Left
35443,Yanis Varoufakis,"Rather, an authentic drama was afoot reminiscent of a play by Aeschylus or Shakespeare in which powerful schemers end up caught in a trap of their own making. In the real-life drama I was witnessing, Summers’s sacred rule of insiders kicked in the moment they recognized their powerlessness. The hatches were battened down, official denial prevailed, and the consequences of the tragic impasse they’d created were left to unfold on autopilot, imprisoning them yet further in a situation they detested for weakening their hold over events.",no,Left
35444,Yanis Varoufakis,Count Coudenhove-Kalergi put it succinctly in one of his speeches when he declared his ambition that Europe supersedes democracy and that democracy be replaced by a social aristocracy of the spirit.52,no,Left
35445,Yanis Varoufakis,"Most Europeans like to think that American bankruptocracy is worse than its European cousin, thanks to the power of Wall Street and the infamous revolving door between the US banks and the US government. They are very, very wrong. Europe’s banks were managed so atrociously in the years preceding 2008 that the inane bankers of Wall Street almost look good by comparison. When the crisis hit, the banks of France, Germany, the Netherlands and the UK had exposure in excess of $30 trillion, more than twice the United States national income, eight times the national income of Germany, and almost three times the national incomes of Britain, Germany, France and Holland put together.8 A Greek bankruptcy in 2010 would have immediately necessitated a bank bailout by the German, French, Dutch and British governments amounting to approximately $10,000 per child, woman and man living in those four countries. By comparison, a similar market turn against Wall Street would have required a relatively tiny bailout of no more than $258 per US citizen. If Wall Street deserved the wrath of the American public, Europe’s banks deserved 38.8 times that wrath. But",no,Left
35446,Yanis Varoufakis,"As I have frequently observed, there is a widespread belief in Europe’s north that the continent is populated by hard-working law-abiding ants on the one hand and lazy tax-avoiding grasshoppers on the other, and that all the ants live in the north while mysteriously the grasshoppers congregate in the south.",no,Left
35447,Yanis Varoufakis,It is the mark of ancient societies that contemporary tribulations reinvent old fears.,no,Left
35448,Yanis Varoufakis,"General Motors is alive and kicking today, it is because in 2009 President Obama’s administration wrote off 90 percent of its debt.",no,Left
35449,Yanis Varoufakis,"Take, for example, Vlasic pickles, a well-known everyday brand. Walmart’s ‘innovation’ was to sell these pickles in one gallon (3.8 litre) jars for $2.97. Was this a shrewd retailer’s response to market demand? No it was not. Who would want to buy almost four litres of pickles? Few family fridges had the necessary room for such an item. So what was the selling point? It was the idea of a huge quantity at an ultra-low price. Walmart’s customers, in this sense, were not buying pickles as such. They were buying into the symbolic value of cheapness; into the notion of having appropriated so many pickles for so little money. Indeed, it made them feel as though they were Walmart’s accomplices – in association with an icon of American corporate might, they had forced",no,Left
35450,Yanis Varoufakis,"If you cannot imagine walking out of a negotiation, you should never enter it. If you cannot fathom the idea of an impasse you might as well confine yourself to the role of a supplicant who implores the despot to grant him several privileges",no,Left
35451,Yanis Varoufakis,"In reality, states never repay their debt. They roll it over, meaning they defer repayment endlessly, paying only the interest on the loans. As long as they can keep doing this, they remain solvent.10 It helps to think of public debt as a hole in the ground next to a mountain representing the nation’s total income. Day by day the hole gets steadily deeper as interest accrues on the debt, even if the state does not borrow more. But during the good times, as the economy grows, the income mountain is steadily getting taller. As long as the mountain rises faster than the debt hole deepens, the extra income added to the mountain’s summit can be shovelled into the adjacent hole, keeping its depth stable and the state solvent. Insolvency beckons when the economy stops growing or starts to contract: recession then eats into a country’s income mountain, doing nothing to slow the pace at which the debt hole continues to grow.",no,Left
35452,Yanis Varoufakis,We were divided and ultimately we were ruled.,no,Left
35453,Yanis Varoufakis,"Could the Crash of 2008, then, be nothing more than our periodic chance to realize how far we have allowed our will to be subjugated to capital? Was it a jolt that ought to awaken us to the reality that capital has become a ‘force we must submit to’, a power that developed ‘a cosmopolitan, universal energy which breaks through every limit and every bond and posits itself as the only policy, the only universality, the only limit and the only bond’?",no,Left
35454,Yanis Varoufakis,"And here lies a delicious paradox: consent grew more powerful the more economic life was financialized. And as finance grew in importance, the more prone our societies became to economic crises. Hence the interesting observation that modern societies tend to produce both more consent and more violent crises.",no,Left
35456,Yanis Varoufakis,leverage – a fancy term for good old debt.,no,Left
35459,Yanis Varoufakis,"Nothing prepares a people for authoritarianism better than defeat, followed closely by national humiliation and an economic implosion.",no,Left
35600,Yanis Varoufakis,"Between them, the leaders of France and Germany had a stake of around €1 trillion in not allowing the Greek government to tell the truth; that is, to confess to its bankruptcy. Yet they still had to find a way to bail out their bankers a second time without telling their parliaments that this was what they were doing. As Jean-Claude Juncker, then prime minister of Luxembourg and later president of the European Commission, once said, ‘When it becomes serious, you have to lie.",no,Left
35601,Yanis Varoufakis,"The 61.3 per cent who voted no had to be discredited as a people led astray by opportunists,",no,Left
35602,Yanis Varoufakis,"When a person believes one thing but chooses or is forced to advocate its opposite, the result is cognitive dissonance. Eventually, in order to endure the internal conflict, one is forced, like Orwell’s Winston Smith, to change one’s mind. But the emotional fallout from such stress must somehow be vented; someone else must take the blame. Since I had been chosen to perform the role of scapegoat by the victorious trinka, I was the obvious choice for my defeated comrades too.",no,Left
35603,Yanis Varoufakis,Observing the European Union’s attempts to deal with the crisis is a bit like watching Othello – one wonders how our rulers can be so deluded,no,Left
35604,Yanis Varoufakis,Bullies blame their victims. Clever bullies make their victims’ culpability seem self-evident.,no,Left
35605,Yanis Varoufakis,"A cynical ploy that transferred hundreds of billions of losses from the books of the French and German banks to Europe’s taxpayers was presented to the world as the manifestation of European solidarity. What makes this transfer sinister, rather than just cynical, was that the Greek loan came not only from French and German taxpayers but also from the Portuguese, the Slovaks, the Irish taxpayers",no,Left
35606,Yanis Varoufakis,"If this sounds like a Ponzi scheme it is because it is the mother of all Ponzi schemes. A merry-go-round of Ponzi austerity which, interestingly, left both the insolvent banks and the insolvent Greek state a little more insolvent while, all along, the Greek population was sinking deeper and deeper into despair. And all so the European Union could pretend that its inane rules had been respected.",no,Left
35607,Yanis Varoufakis,"In other words, the uninsured private bankers had to be bailed out illegally and utterly unethically. But the taxpayers who were forced to carry that can should not even be given better terms for repaying the odious, private debt they were forced to acquire in order to bail the bankers out.",no,Left
