,Author,Contain,Political Orientation,Quotes,Unnamed: 0,auto,rep,texicity
956,David Harvey,no,Left,"Empiricism assumes that objects can be understood independendy of observing subjects. Truth is therefore assumed to lie in a world external to the observer whose job is to record and faithfully reflect the attributes of objects. This logical empiricism is a pragmatic version of that scientific method which goes under the name of 'logical positivism', and is founded in a particular and very strict view of language and meaning.",68299.0,0.0,1.0,empiricism assumes objects understood independendy observing subjects truth therefore assumed lie world external observer whose job record faithfully reflect attributes objects logical empiricism pragmatic version scientific method goes name logical positivism founded particular strict view language meaning
957,David Harvey,no,Left,"If you want to understand who you are and where you stand in this maelstrom of churning values, you have first to understand how commodity values get created and produced and with what consequences",68400.0,0.0,1.0,want understand stand maelstrom churning values first understand commodity values get created produced consequences
958,David Harvey,no,Left,"It is only the expression of equivalence between different sorts of commodities which brings to view the specific character of value-creating labour, by actually reducing the different kinds of labour embedded in the different kinds of commodity to their common quality of being human labour in general. (142)",68401.0,0.0,1.0,expression equivalence different sorts commodities brings view specific character value creating labour actually reducing different kinds labour embedded different kinds commodity common quality human labour general 
959,David Harvey,no,Left,"This attribute of equality within the market system is terribly important; Marx understands it as being fundamental to how capitalism theoretically works. Aristotle, too, understood the need for commensurability and equality in exchange relations, but he couldn’t figure out what lay behind it. Why not? Marx’s answer is that Greek society was founded on the labour of slaves, hence had as its natural basis the inequality of men and of their labour-powers (152). In a slave-holding society there can be no value theory of the sort that we are going to find under capitalism. Again, note the historical specificity of the value theory to capitalism.",68402.0,0.0,1.0,attribute equality within market system terribly important marx understands fundamental capitalism theoretically works aristotle understood need commensurability equality exchange relations figure lay behind marx answer greek society founded labour slaves hence natural basis inequality men labour powers  slave holding society value theory sort going find capitalism note historical specificity value theory capitalism
960,David Harvey,no,Left,"Use-values exist in the physical material world of things that can be described in Newtonian and Cartesian terms of absolute space and time. Exchange-values lie in the relative space-time of motion and exchange of commodities, while values can be understood only in terms of the relational space-time of the world market. (The immaterial relational value of socially necessary labor times comes into being within the evolving space-time of capitalist global development.) But as Marx has already convincingly shown, values cannot exist without exchange-values, and exchange cannot exist without use-values. The three concepts are dialectically integrated with one another.",68403.0,0.0,1.0,use values exist physical material world things described newtonian cartesian terms absolute space time exchange values lie relative space time motion exchange commodities values understood terms relational space time world market immaterial relational value socially necessary labor times comes within evolving space time capitalist global development marx already convincingly shown values cannot exist without exchange values exchange cannot exist without use values three concepts dialectically integrated one another
961,David Harvey,no,Left,"If we were to consult the archaeological and historical records, many would now probably hold that the money-form didn’t arise the way that Marx proposes at all. I am inclined to accept that argument, but then on top of it say the following",68404.0,0.0,1.0,consult archaeological historical records many would probably hold money form arise way marx proposes inclined accept argument top say following
962,David Harvey,no,Left,"The rise of monetary exchange leads to socially necessary labor-time becoming the guiding force within a capitalistic mode of production. Therefore, value as socially necessary labor-time is historically specific to the capitalist mode of production. It arises only in a situation where market exchange is doing the requisite job.",68405.0,0.0,1.0,rise monetary exchange leads socially necessary labor time becoming guiding force within capitalistic mode production therefore value socially necessary labor time historically specific capitalist mode production arises situation market exchange requisite job
963,David Harvey,no,Left,"Marx wrote his dissertation on Epicurus, and he was familiar with Greek thought. Aristotle, as you will see, provides a frequent anchor for his arguments.",68406.0,0.0,1.0,marx wrote dissertation epicurus familiar greek thought aristotle see provides frequent anchor arguments
964,David Harvey,no,Left,"This brings us back to Marx’s method. One of the most important things to glean from a careful study of Volume I is how Marx’s method works. I personally think this is just as important as the propositions he derives about how capitalism works, because once you have learned the method and become both practiced in its execution and confident in its power, then you can use it to understand almost anything.",68407.0,0.0,1.0,brings us back marx method one important things glean careful study volume marx method works personally think important propositions derives capitalism works learned method become practiced execution confident power use understand almost anything
965,David Harvey,no,Left,"Capitalism is nothing if it is not on the move. Marx is incredibly appreciative of that, and he sets out to evoke the transformative dynamism of capital. That’s why it is so very strange that he’s often depicted as a static thinker who reduces capitalism to a structural configuration. No, what Marx seeks out in Capital is a conceptual apparatus, a deep structure, that explains the way in which motion is actually instantiated within a capitalist mode of production. Consequently, many of his concepts are formulated around relations rather than stand-alone principles; they are about transformative activity.",68408.0,0.0,1.0,capitalism nothing move marx incredibly appreciative sets evoke transformative dynamism capital strange often depicted static thinker reduces capitalism structural configuration marx seeks capital conceptual apparatus deep structure explains way motion actually instantiated within capitalist mode production consequently many concepts formulated around relations rather stand alone principles transformative activity
966,David Harvey,no,Left,"It assumed that values were a self-evident and universal truth, failing to see that the value character of the products of labour becomes firmly established only when they act as magnitudes of value. These magnitudes vary continually, independently of the will, foreknowledge and actions of the exchangers. Their own movement within society has for them the form of a movement made by things, and these things, far from being under their control, in fact control them. (167–8)",68409.0,0.0,1.0,assumed values self evident universal truth failing see value character products labour becomes firmly established act magnitudes value magnitudes vary continually independently foreknowledge actions exchangers movement within society form movement made things things far control fact control  
967,David Harvey,no,Left,"Reflection on the forms of human life, hence also scientific analysis of those forms, takes a course directly opposite to their real development…Consequently, it was solely the analysis of the prices of commodities which led to the determination of the magnitude of value, and solely the common expression of all commodities in money which led to the establishment of their character as values. It is however precisely this finished form of the world of commodities",68410.0,0.0,1.0,reflection forms human life hence also scientific analysis forms takes course directly opposite real development consequently solely analysis prices commodities led determination magnitude value solely common expression commodities money led establishment character values however precisely finished form world commodities
968,David Harvey,no,Left,"have long thought that the political economists selected the wrong Defoe story. Moll Flanders is a far better model for how commodity production and circulation work. Moll behaves like the quintessential commodity for sale. She is constantly speculating on the desires of others, and others are constantly speculating on her desires (the great moment occurs when, effectively broke, she spends every last penny on hiring a grand outfit including coach and horses and appropriate jewelry to go to a ball where she enamors a young nobleman and elopes with him that night, only to find out the next morning that he is broke too, at which point they both see the humor of it all and amicably part ways). She travels the world (even goes to colonial Virginia), spends time in debtors’ prison; her fortune fluctuates up and down. She circulates like a monetary object in a sea of commodity exchanges. Moll Flanders is a much better analogy for the way capitalism, particularly the speculative Wall Street variety, really works.",68411.0,0.0,1.0,long thought political economists selected wrong defoe story moll flanders far better model commodity production circulation work moll behaves like quintessential commodity sale constantly speculating desires others others constantly speculating desires great moment occurs effectively broke spends every last penny hiring grand outfit including coach horses appropriate jewelry go ball enamors young nobleman elopes night find next morning broke point see humor amicably part ways travels world even goes colonial virginia spends time debtors prison fortune fluctuates circulates like monetary object sea commodity exchanges moll flanders much better analogy way capitalism particularly speculative wall street variety really works
969,David Harvey,no,Left,"Planning and control are being attacked as a denial of freedom. Free enterprise and private ownership are declared to be essentials of freedom. No society built on other foundations is said to deserve to be called free. The freedom that regulation creates is denounced as unfreedom; the justice, liberty and welfare it offers are decried as a camouflage of slavery.35 The",68414.0,0.0,1.0,planning control attacked denial freedom free enterprise private ownership declared essentials freedom society built foundations said deserve called free freedom regulation creates denounced unfreedom justice liberty welfare offers decried camouflage slavery 
970,David Harvey,no,Left,"This led the British economist John Maynard Keynes, writing on ‘Economic Possibilities for our Grandchildren’ in 1930, to hope that: When the accumulation of wealth is no longer of high social importance, there will be great changes in the code of morals. We shall be able to rid ourselves of many of the pseudo-moral principles which have hag-ridden us for two hundred years, by which we have exalted some of the most distasteful of human qualities into the position of the highest virtues. We shall be able to afford to dare to assess the money motive at its true value. The love of money as a possession – as distinguished from the love of money as a means to the enjoyments and realities of life – will be recognized for what it is, a somewhat disgusting morbidity, one of those semi-criminal, semi-pathological propensities which one hands over with a shudder to the specialists on mental disease. All kinds of social customs and economic practices, affecting the distribution of wealth and of economic rewards and penalties, which we now maintain at all costs, however distasteful and unjust they may be in themselves, because they are tremendously useful in promoting accumulation of capital, we shall then be free, at last, to discard.2",68415.0,0.0,1.0,led british economist john maynard keynes writing economic possibilities grandchildren  hope accumulation wealth longer high social importance great changes code morals shall able rid many pseudo moral principles hag ridden us two hundred years exalted distasteful human qualities position highest virtues shall able afford dare assess money motive true value love money possession distinguished love money means enjoyments realities life recognized somewhat disgusting morbidity one semi criminal semi pathological propensities one hands shudder specialists mental disease kinds social customs economic practices affecting distribution wealth economic rewards penalties maintain costs however distasteful unjust may tremendously useful promoting accumulation capital shall free last discard 
971,David Harvey,no,Left,"The management of the New York fiscal crisis pioneered the way for neoliberal practices both domestically under Reagan and internationally through the IMF (international monetary fund) in the 1980s. It established the principle that in the event of a conflict between the integrity of financial institutions , on one hand , and the well-being of the citizens on the other, the former was to be privileged .it emphasized that the role of the government was to create a good business climate rather than look to the needs and well-being of the popualtion at large.",68416.0,0.0,1.0,management new york fiscal crisis pioneered way neoliberal practices domestically reagan internationally imf international monetary fund s established principle event conflict integrity financial institutions one hand well citizens former privileged emphasized role government create good business climate rather look needs well popualtion large
972,David Harvey,no,Left,"As was shown in the so-called capital controversy of the early 1970s, the whole of contemporary economic theory is dangerously close to being founded on a tautology: the monetary value of K in physical asset-form is determined by what it is supposed to explain, viz. the value of the commodities produced3 (208–9).",68417.0,0.0,1.0,shown called capital controversy early s whole contemporary economic theory dangerously close founded tautology monetary value k physical asset form determined supposed explain viz value commodities produced  
973,David Harvey,no,Left,"This boundless drive for enrichment, this passionate chase after value, is common to the capitalist and the miser; but while the miser is merely a capitalist gone mad, the capitalist is a rational miser.",68418.0,0.0,1.0,boundless drive enrichment passionate chase value common capitalist miser miser merely capitalist gone mad capitalist rational miser
974,David Harvey,no,Left,"The British imperialist logic that led to the Opium Wars reflected this: there was a lot of silver in China, so the idea was to sell Indian opium to the Chinese, get all that silver out in that lucrative sale, and thereby pay for all the goods that were being produced in Manchester and sent to India. When the Chinese resisted opening their doors to the opium trade, the British response was to knock them down with military force.",68419.0,0.0,1.0,british imperialist logic led opium wars reflected lot silver china idea sell indian opium chinese get silver lucrative sale thereby pay goods produced manchester sent india chinese resisted opening doors opium trade british response knock military force
975,David Harvey,no,Left,"These passages on effective demand are problematic in certain respects, and Rosa Luxemburg provides a compelling challenge to Marx on this point, arguing that imperialism directed against noncapitalist social formations provided a partial answer to the effective demand problem.4 There has been debate over these issues ever since.",68520.0,0.0,1.0,passages effective demand problematic certain respects rosa luxemburg provides compelling challenge marx point arguing imperialism directed noncapitalist social formations provided partial answer effective demand problem  debate issues ever since
976,David Harvey,no,Left,"Isaac Newton was being called on to defend to quality of moneys as master of the Royal Mint. He had to face the problem of the debasement of the currency through the practice of shaving some of the silver off silver coins to make more coins (an easy way to make money, when you think about it). Convicted coin-clippers were publicly hung at Tyburn",68521.0,0.0,1.0,isaac newton called defend quality moneys master royal mint face problem debasement currency practice shaving silver silver coins make coins easy way make money think convicted coin clippers publicly hung tyburn
977,David Harvey,no,Left,Seeing death as the end of life is like seeing the horizon as the end of the ocean. -David Searls,68522.0,0.0,1.0,seeing death end life like seeing horizon end ocean david searls
978,David Harvey,no,Left,"Yes, indeed, individual laborers will have rights over their own body and individual legal rights in the labor market. In principle they have the right to sell their labor-power to whomsoever they choose and the right to buy whatever they want in the marketplace with the wages they receive. Creating such a world is what the capitalist form of imperial politics has been about for the past two hundred years.",68523.0,0.0,1.0,yes indeed individual laborers rights body individual legal rights labor market principle right sell labor power whomsoever choose right buy whatever want marketplace wages receive creating world capitalist form imperial politics past two hundred years
979,David Harvey,no,Left,"Here Marx simply assumes that proletarianization has already occurred and that a functioning labor market already exists. But he does, however, want to make one thing clear: Nature does not produce on the one hand owners of money or commodities, and on the other hand men possessing nothing but their own labour-power. This relation has no basis in natural history, nor does it have a social basis common to all periods of human history. It is clearly the result of a past historical development, the product of many economic revolutions, of the extinction of a whole series of older formations of social production.",68524.0,0.0,1.0,marx simply assumes proletarianization already occurred functioning labor market already exists however want make one thing clear nature produce one hand owners money commodities hand men possessing nothing labour power relation basis natural history social basis common periods human history clearly result past historical development product many economic revolutions extinction whole series older formations social production
980,David Harvey,no,Left,"The central values of civilization are in danger. Over large stretches of the earth’s surface the essential conditions of human dignity and freedom have already disappeared. In others they are under constant menace from the development of current tendencies of policy. The position of the individual and the voluntary group are progressively undermined by extensions of arbitrary power. Even that most precious possession of Western Man, freedom of thought and expression, is threatened by the spread of creeds which, claiming the privilege of tolerance when in the position of a minority, seek only to establish a position of power in which they can suppress and obliterate all views but their own. The group holds that these developments have been fostered by the growth of a view of history which denies all absolute moral standards and by the growth of theories which question the desirability of the rule of law. It holds further that they have been fostered by a decline of belief in private property and the competitive market; for without the diffused power and initiative associated with these institutions it is difficult to imagine a society in which freedom may be effectively preserved.",68525.0,0.0,1.0,central values civilization danger large stretches earth surface essential conditions human dignity freedom already disappeared others constant menace development current tendencies policy position individual voluntary group progressively undermined extensions arbitrary power even precious possession western man freedom thought expression threatened spread creeds claiming privilege tolerance position minority seek establish position power suppress obliterate views group holds developments fostered growth view history denies absolute moral standards growth theories question desirability rule law holds fostered decline belief private property competitive market without diffused power initiative associated institutions difficult imagine society freedom may effectively preserved
982,David Harvey,no,Left,The shift from government (state power on its own) to governance (a broader configuration of state and key elements in civil society) has therefore been marked under neoliberalism.11 In this respect the practices of the neoliberal and developmental state broadly converge.,68527.0,0.0,1.0,shift government state power governance broader configuration state key elements civil society therefore marked neoliberalism  respect practices neoliberal developmental state broadly converge
983,David Harvey,no,Left,"What the neo-conservatives do is to change the ‘peculiar ways’ in which such questions enter into debate. Their aim is to counteract the dissolving effect of the chaos of individual interests that neoliberalism typically produces. They in no way depart from the neoliberal agenda of a construction or restoration of a dominant class power. But they seek legitimacy for that power, as well as social control through construction of a climate of consent around a coherent set of moral values.",68528.0,0.0,1.0,neo conservatives change peculiar ways questions enter debate aim counteract dissolving effect chaos individual interests neoliberalism typically produces way depart neoliberal agenda construction restoration dominant class power seek legitimacy power well social control construction climate consent around coherent set moral values
984,David Harvey,no,Left,"Once you can hang a price tag on something, you can in principle put a price tag on anything, including conscience and honor, to say nothing of body parts and children.",68529.0,0.0,1.0,hang price tag something principle put price tag anything including conscience honor say nothing body parts children
985,David Harvey,no,Left,"For this reason I get impatient with people who depict Marx’s dialectic as a closed method of analysis. It is not finite; on the contrary, it is constantly expanding, and here he is explaining precisely how. We only have to review what we have already experienced in reading Capital; the movement of its argument is a perpetual reshaping, rephrasing and expansion of the field of contradictions.",68530.0,0.0,1.0,reason get impatient people depict marx dialectic closed method analysis finite contrary constantly expanding explaining precisely review already experienced reading capital movement argument perpetual reshaping rephrasing expansion field contradictions
986,David Harvey,no,Left,"The value-form of the product of labour is the most abstract, but also the most universal form of the bourgeois mode of production; by that fact it stamps the bourgeois mode of production as a particular kind of social production of a historical and transitory character. If then we make the mistake of treating it as the eternal natural form of social production, we necessarily overlook the specificity of the value-form, and consequently of the commodity-form together with its further developments, the money form, the capital form, etc. (174,",68531.0,0.0,1.0,value form product labour abstract also universal form bourgeois mode production fact stamps bourgeois mode production particular kind social production historical transitory character make mistake treating eternal natural form social production necessarily overlook specificity value form consequently commodity form together developments money form capital form etc 
987,David Harvey,no,Left,"This is what the bourgeois political economists have done: they have treated value as a fact of nature, not a social construction arising out of a particular mode of production. What Marx is interested in is a revolutionary transformation of society, and that means an overthrow of the capitalist value-form, the construction of an alternative value-structure, an alternative value-system that does not have the specific character of that achieved under capitalism.",68532.0,0.0,1.0,bourgeois political economists done treated value fact nature social construction arising particular mode production marx interested revolutionary transformation society means overthrow capitalist value form construction alternative value structure alternative value system specific character achieved capitalism
988,David Harvey,no,Left,"The difficulty, he says, lies not in comprehending that money is a commodity, but in discovering how, why and by what means a commodity becomes money (186): What appears to happen is not that a particular commodity becomes money because all other commodities universally express their values in it, but, on the contrary, that all other commodities universally express their values in a particular commodity because it is money. (187, emphasis added)",68533.0,0.0,1.0,difficulty says lies comprehending money commodity discovering means commodity becomes money  appears happen particular commodity becomes money commodities universally express values contrary commodities universally express values particular commodity money  emphasis added
989,David Harvey,no,Left,"The riddle of the money fetish is therefore the riddle of the commodity fetish, now become visible and dazzling to our eyes (187). But there is one other vital point to this chapter. With the magic and fetish of money firmly in place, men are henceforth related to each other in their social process of production in a purely atomistic way. Their own relations of production therefore assume a material shape which is independent of their control and their conscious individual action.",68534.0,0.0,1.0,riddle money fetish therefore riddle commodity fetish become visible dazzling eyes  one vital point chapter magic fetish money firmly place men henceforth related social process production purely atomistic way relations production therefore assume material shape independent control conscious individual action
990,David Harvey,no,Left,"Marx is engaged in a critique of classical liberal political economy. He therefore finds it necessary to accept the theses of liberalism (and, by extension to our own times, neoliberalism) in order to show that the classical political economists were profoundly wrong even in their own terms.",68535.0,0.0,1.0,marx engaged critique classical liberal political economy therefore finds necessary accept theses liberalism extension times neoliberalism order show classical political economists profoundly wrong even terms
991,David Harvey,no,Left,"This translates into a hypothesis about actually existing capitalism: that the more it is structured and organized according to this utopian liberal or neoliberal vision, the greater the class inequalities. And there is, it goes without saying, plenty of evidence to support the view that the rhetoric of free markets and free trade and their supposed universal benefits to which we have been subjected these past thirty years have produced exactly the result that Marx would expect:",68536.0,0.0,1.0,translates hypothesis actually existing capitalism structured organized according utopian liberal neoliberal vision greater class inequalities goes without saying plenty evidence support view rhetoric free markets free trade supposed universal benefits subjected past thirty years produced exactly result marx would expect
992,David Harvey,no,Left,Marx’s critique of free markets and free trade can shed as much devastating light on our own actually existing capitalism as it did for the capitalism of Marx’s own time and place.,68537.0,0.0,1.0,marx critique free markets free trade shed much devastating light actually existing capitalism capitalism marx time place
993,David Harvey,no,Left,"The electoral victories of Thatcher (1979) and Reagan (1980) are often viewed as a distinctive rupture in the politics of the postwar period. I understand them more as consolidations of what was already under way throughout much of the 1970s. The crisis of 1973-5 was in part born out of a confrontation with the accumulated rigidities of government policies and practices built up during the Fordist-Keynesian period. Keynesian policies had appeared inflationary as entitlements grew and fiscal capacities stagnated. Since it had always been part of the Fordist political consensus that redistributions should be funded out of growth, slackening growth inevitably meant trouble for the welfare state and the social wage.",68538.0,0.0,1.0,electoral victories thatcher  reagan  often viewed distinctive rupture politics postwar period understand consolidations already way throughout much s crisis   part born confrontation accumulated rigidities government policies practices built fordist keynesian period keynesian policies appeared inflationary entitlements grew fiscal capacities stagnated since always part fordist political consensus redistributions funded growth slackening growth inevitably meant trouble welfare state social wage
994,David Harvey,no,Left,"Redistributive effects and increasing social inequality have in fact been such a persistent feature of neoliberalization as to be regarded as structural to the whole project. Gérard Duménil and Dominique Lévy, after careful reconstruction of the data, have concluded that neoliberalization was from the very beginning a project to achieve the restoration of class power.",68539.0,0.0,1.0,redistributive effects increasing social inequality fact persistent feature neoliberalization regarded structural whole project gerard dumenil dominique levy careful reconstruction data concluded neoliberalization beginning project achieve restoration class power
995,David Harvey,no,Left,"Woodrow Wilson, that great liberal president of the United States who sought to found the League of Nations, put it this way in a lecture he delivered at Columbia University in 1907: Since trade ignores national boundaries and the manufacturer insists on having the world as a market, the flag of his nation must follow him, and the doors of the nations which are closed against him must be battered down. Concessions obtained by financiers must be safeguarded by ministers of state, even if the sovereignty of unwilling nations be outraged in the process. Colonies must be obtained or planted, in order that no useful corner of the world may be overlooked or left unused.",68640.0,0.0,1.0,woodrow wilson great liberal president united states sought found league nations put way lecture delivered columbia university  since trade ignores national boundaries manufacturer insists world market flag nation must follow doors nations closed must battered concessions obtained financiers must safeguarded ministers state even sovereignty unwilling nations outraged process colonies must obtained planted order useful corner world may overlooked left unused
996,Fredric Jameson,no,Left,"This synecdoche, in which the skirmish stands in for the battle, as Balzac recommended, is a far more forthright and energetic assault on the impossible problem of collective representation than anything on the Left, which is reduced to demonstrations and marches, and whose dilemmas are vividly dramatized by the fact that more actors and extras took part in Eisenstein’s filming of October than the number of actual participants in the Bolshevik revolution itself.",68801.0,0.0,1.0,synecdoche skirmish stands battle balzac recommended far forthright energetic assault impossible problem collective representation anything left reduced demonstrations marches whose dilemmas vividly dramatized fact actors extras took part eisenstein filming october number actual participants bolshevik revolution
997,Eric Hobsbawm,no,Left,"The test of a progressive policy is not private but public, not just rising income and consumption for individuals, but widening the opportunities and what Amartya Sen calls the 'capabilities' of all through collective action. But that means, it must mean, public non-profit initiative, even if only in redistributing private accumulation. Public decisions aimed at collective social improvement from which all human lives should gain. That is the basis of progressive policy",69021.0,0.0,1.0,test progressive policy private public rising income consumption individuals widening opportunities amartya sen calls capabilities collective action means must mean public non profit initiative even redistributing private accumulation public decisions aimed collective social improvement human lives gain basis progressive policy
998,Eric Hobsbawm,no,Left,"Memory is life. It is always carried by groups of living people, and therefore it is in permanent evolution.",69022.0,0.0,1.0,memory life always carried groups living people therefore permanent evolution
999,Eric Hobsbawm,no,Left,"As one would expect of tourists, they tried to find poverty colourful,",69023.0,0.0,1.0,one would expect tourists tried find poverty colourful
1000,Eric Hobsbawm,no,Left,"Human mental identities are not like shoes, of which we can only wear one pair at a time. We are all multi-dimensional beings. Whether a Mr. Patel in London will think of himself primarily as an Indian, a British citizen, a Hindu, a Gujarati-speaker, an ex-colonist from Kenya, a member of a specific caste or kin-group, or in some other capacity depends on whether he faces an immigration officer, a Pakistani, a Sikh or Moslem, a Bengali-speaker, and so on. There is no single platonic essence of Patel. He is all these and more at the same time.",69024.0,0.0,1.0,human mental identities like shoes wear one pair time multi dimensional beings whether mr patel london think primarily indian british citizen hindu gujarati speaker ex colonist kenya member specific caste kin group capacity depends whether faces immigration officer pakistani sikh moslem bengali speaker single platonic essence patel time
1001,Eric Hobsbawm,no,Left,"Many years later, another Marxian rephrased this as the choice between socialism and barbarity. Which of these will prevail is a question which the twenty-first century must be left to answer.",69025.0,0.0,1.0,many years later another marxian rephrased choice socialism barbarity prevail question twenty first century must left answer
1002,Eric Hobsbawm,no,Left,"The Labour party on the whole has not been a very effective opposition since the election, partly because it spent months and months electing its new leader. I think the Labour party should, for one thing, stress much more that for most people in the past 13 years, the period was not one of collapse into chaos but actually one where the situation improved, and particularly in areas such as schools, hospitals and a variety of other cultural achievements",69026.0,0.0,1.0,labour party whole effective opposition since election partly spent months months electing new leader think labour party one thing stress much people past  years period one collapse chaos actually one situation improved particularly areas schools hospitals variety cultural achievements
1003,Eric Hobsbawm,no,Left,"The greatest cruelties of our century have been the impersonal cruelties of remote decision, of system and routine, especially when they could be justified as regrettable operational necessity.",69027.0,0.0,1.0,greatest cruelties century impersonal cruelties remote decision system routine especially could justified regrettable operational necessity
1004,Eric Hobsbawm,no,Left,"Denied a Lenin and deprived of Napoleon, France retreated into the last and, we must hope, indestructible redoubt, the world of Astérix. The postwar vogue for Parisian thinkers barely concealed their collective retreat into Hexagonal introversion and into the ultimate fortress of French intellectuality, Cartesian theory and puns.",69028.0,0.0,1.0,denied lenin deprived napoleon france retreated last must hope indestructible redoubt world asterix postwar vogue parisian thinkers barely concealed collective retreat hexagonal introversion ultimate fortress french intellectuality cartesian theory puns
1005,Eric Hobsbawm,no,Left,"Like Machiavelli himself, he [Edward Luttwak] enjoys truth not only because it is true but also because it shocks the naive",69029.0,0.0,1.0,like machiavelli edward luttwak enjoys truth true also shocks naive
1006,Eric Hobsbawm,no,Left,"But a progressive policy needs more than just a bigger break with the economic and moral assumptions of the past 30 years. It needs a return to the conviction that economic growth and the affluence it brings is a means and not an end. The end is what it does to the lives, life-chances and hopes of people. Look at London. Of course it matters to all of us that London's economy flourishes. But the test of the enormous wealth generated in patches of the capital is not that it contributed 20%-30% to Britain's GDP but how it affects the lives of the millions who live and work there. What kind of lives are available to them? Can they afford to live there? If they can't, it is not compensation that London is also a paradise for the ultra-rich. Can they get decently paid jobs or jobs at all? If they can't, don't brag about all those Michelin-starred restaurants and their self-dramatising chefs. Or schooling for children? Inadequate schools are not offset by the fact that London universities could field a football team of Nobel prize winners.",69030.0,0.0,1.0,progressive policy needs bigger break economic moral assumptions past  years needs return conviction economic growth affluence brings means end end lives life chances hopes people look london course matters us london economy flourishes test enormous wealth generated patches capital contributed   britain gdp affects lives millions live work kind lives available afford live compensation london also paradise ultra rich get decently paid jobs jobs brag michelin starred restaurants self dramatising chefs schooling children inadequate schools offset fact london universities could field football team nobel prize winners
1007,Eric Hobsbawm,no,Left,The only result of a horse race which historians can tell us with absolute confidence is one that has already been run.,69031.0,0.0,1.0,result horse race historians tell us absolute confidence one already run
1008,Eric Hobsbawm,no,Left,"Economists whosimply advised leaving the economy alone, governments whose firstinstincts, apart from protecting the gold standard by deflationary policies,was to stick to financial orthodoxy, balance budgets and cut costs, werevisibly not making the situation better. Indeed, as the depression continued,it was argued with considerable force not least by J.M. Keynes whoconsequently became the most influential economist of the next fortyyears - that they were making the depression worse. Those of us wholived through the years of the Great Slump still find it almost impossibleto understand how the orthodoxies of the pure free market, then soobviously discredited, once again came to preside over a global period ofdepression in the late 1980s and 1990s, which, once again, they wereequally unable to understand or to deal with. Still, this strange phenomenonshould remind us of the major characteristic of history which itexemplifies: the incredible shortness of memory of both the theorists andpractitioners of economics. It also provides a vivid illustration of society'sneed for historians, who are the professional remembrancers of what theirfellow-citizens wish to forget.",69032.0,0.0,1.0,economists whosimply advised leaving economy alone governments whose firstinstincts apart protecting gold standard deflationary policies stick financial orthodoxy balance budgets cut costs werevisibly making situation better indeed depression continued argued considerable force least j keynes whoconsequently became influential economist next fortyyears making depression worse us wholived years great slump still find almost impossibleto understand orthodoxies pure free market soobviously discredited came preside global period ofdepression late s s wereequally unable understand deal still strange phenomenonshould remind us major characteristic history itexemplifies incredible shortness memory theorists andpractitioners economics also provides vivid illustration society sneed historians professional remembrancers theirfellow citizens wish forget
1009,Eric Hobsbawm,no,Left,There is a patent conflict between the need to reverse or at least to control the impact of our economy on the biosphere and the imperatives of a capitalist market: maximum continuing growth in the search for profit.,69033.0,0.0,1.0,patent conflict need reverse least control impact economy biosphere imperatives capitalist market maximum continuing growth search profit
1010,Eric Hobsbawm,no,Left,"It is a melancholy illusion of those who write books and articles that the printed word survives. Alas, it rarely does. The vast majority of printed works enter a state of suspended animation within a few weeks or years of publication, from which they are occasionally awakened, for equally short periods, by research students.",69034.0,0.0,1.0,melancholy illusion write books articles printed word survives alas rarely vast majority printed works enter state suspended animation within weeks years publication occasionally awakened equally short periods research students
1011,Eric Hobsbawm,no,Left,"And yet, something has changed for the better. We have rediscovered that capitalism is not the answer, but the question.",69035.0,0.0,1.0,yet something changed better rediscovered capitalism answer question
1012,Eric Hobsbawm,no,Left,"Indeed, it may be suggested that ‘traditions’ and pragmatic conventions or routines are inversely related.",69036.0,0.0,1.0,indeed may suggested traditions pragmatic conventions routines inversely related
1013,Eric Hobsbawm,no,Left,"On the whole, however, it was accepted that money not only talked, but governed. All the industrialist had to get to be accepted among the governors of society was enough money.",69037.0,0.0,1.0,whole however accepted money talked governed industrialist get accepted among governors society enough money
1014,Eric Hobsbawm,no,Left,"As a means of alleviating poverty, Christian charity was worse than useless, as could be seen in the Papal states, which abounded in it. But it was popular not only among the traditionalist rich, who cherished it as a safeguard against the evil of equal rights... but also among the traditionalist poor, who were profoundly convinced that they had a right to crumbs from the rich man's table.",69038.0,0.0,1.0,means alleviating poverty christian charity worse useless could seen papal states abounded popular among traditionalist rich cherished safeguard evil equal rights also among traditionalist poor profoundly convinced right crumbs rich man table
1015,Eric Hobsbawm,no,Left,"Seventy years after Marx’s death, one third of the human race lived under regimes ruled by communist parties which claimed to represent his ideas and realise his aspirations.",69039.0,0.0,1.0,seventy years marx death one third human race lived regimes ruled communist parties claimed represent ideas realise aspirations
1016,Eric Hobsbawm,no,Left,So far as I am aware no leader of a party of the European left in the past twenty-five years has declared capitalism as such to be unacceptable as a system. The only public figure to do so unhesitatingly was Pope John Paul II.,69100.0,0.0,1.0,far aware leader party european left past twenty five years declared capitalism unacceptable system public figure unhesitatingly pope john paul ii
