Author,Quotes,Political Orientation
Roger Kimball,"The romance that has surrounded the Beat generation since the mid-Sixties has acted as a kind of sentimental glaze, obscuring its fundamentally nihilistic impulse under a heap of bogus rhetoric about liberation, spontaneity, and 'startling oases of creativity', Notwithstanding their recent media media make-over, the Beats were not Promethean iconoclasts. They were drug-abusing sexual predators and infantilized narcissists whose shamelessness helped dupe a confused and gullible public into believing that their utterances were works of genius. We have to thank Lisa Phillips and the Whitney for inadvertently reminding us of this with such vividness. If nothing else, 'Beat Culture and the New America' showed that the Beats were not simply artistic charlatans; the were -- and, in the case of those who are still with us, they remain -- moral simpletons, whose destructive influence helped fuel the cultural catastrophe with which we are now living.",Conservative
Roger Kimball,"If the politicization of art and education represents one large part of the counterculture's legacy, the coarsening of feeling and sensibility is another. No phenomenon has done more to advance this coarsening than rock music. It is impossible to exaggerate the importance of rock music to the agenda of the cultural revolution. It is also impossible to overstate its soul-deadening destructiveness. The most reviled part of Allan Bloom's book The Closing of the American Mind was his chapter criticizing the effects of rock. But Bloom was right in insisting that rock music is a potent weapon in the arsenal of emotional anarchy. The triumph of rock was not only an aesthetic disaster of giant proportions: it was also a moral disaster whose effects are nearly impossible to calculate precisely because they are so pervasive.",Conservative
Roger Kimball,"The institutionalization of the Beat ethic has been a moral, aesthetic, and intellectual disaster of the first order. (It has also been a disaster for fashion and manners, but that is a separate subject.) We owe to the 1960s the ultimate institutionalization of immoralist radicalism: the institutionalization of drugs, pseudo-spirituality, promiscuous sex, virulent anti-Americanism, naive anti-capitalism, and the precipitous decline of artistic and intellectual standards. But the1960s and 1970s only codified and extended into the middle class the radical spirit of the Beats, who, in more normal times, would have remained what they were in the beginning; members of a fringe movement that provided stand-up comics with material.",Conservative
Roger Kimball,"In short order, the unconventional became the established convention; the perverse was embraced as normal; the unspeakable was broadcast everywhere; the outrageous was met with enthusiastic applause.",Conservative
Roger Kimball,"The Beats were tremendously significant, but chiefly in the way that they provided a preview in the 1950s of the cultural, intellectual, and moral disasters that would fully flower in the late 1960s. The ideas of the Beats, their sensibility, contained in ovo all the characteristics we think of as defining the cultural revolution of the Sixties and Seventies. The adolescent longing for liberation from conventional manners and intellectual standards; the polymorphous sexuality; the narcissism; the destructive absorption in drugs; the undercurrent of criminality; the irrationalism; the naive political radicalism and reflexive anti-Americanism; the adulation of pop music as a kind of spiritual weapon; the Romantic elevation of art as an alternative to rather than as an illumination of normal reality; the pseudo-spirituality, especially the spurious infatuation with Eastern religions: in all this and more the Beats provided a vivid glimpse of what was to come.",Conservative
Roger Kimball,The Beats inaugurated the long march through the moral territory of American culture. Who knows how many lives were blighted along the way as a result of their proselytizing on behalf of drugs and promiscuous sex?,Conservative
Roger Kimball,"Like the medieval heretics that Norm Cohn wrote about in The Pursuit of the Millennium, the Beats cultivated an extreme narcissism that bordered on self-deification and that 'liberated them from all restraints' and allowed them to experience every impulse as a 'divine command'. What Norman Podhoretz observed of Ginsberg was also true of the Beats generally: they 'conjured up a world of complete freedom from the limits imposed by [bourgeois] responsibilities'. Podhoretz added, 'It was a world that promised endless erotic possibility together with the excitements of an expanded consciousness constantly open to new dimensions of being: more adventure, more sex, more intensity, more life'. Alas, the promise was illusory. Instead of an 'expanded consciousness', the Beats purchased madness, ruination, and, for many, an early death. Their attack on bourgeois responsibility led not to greater freedom but to greater chaos. The erotic paradise they envisioned turned out to be rife with misery.",Conservative
Roger Kimball,"Ginsberg, Burroughs, and Kerouac were all on the side of the savage. That their penny-ante gnosticism was not only perpetuated but mythologized and spread abroad as a gospel of emancipation is something for which we have the Sixties to thank -- or to blame.",Conservative
Roger Kimball,"Incidentally, why is it that drug abuse is always described as an 'experiment', as if some important scientific enterprise were at stake instead of hedonistic self-indulgence?",Conservative
Roger Kimball,"And let’s not forget Dane-Geld: It is always a temptation to a rich and lazy nation, To puff and look important and to say: Though we know we should defeat you, we have not the time to meet you. We will therefore pay you cash to go away. And that is called paying the Dane-geld; But we’ve proved it again and again, That if once you have paid him the Dane-geld You never get rid of the Dane.",Conservative
Roger Kimball,"History, Bagehot wrote, is strewn with the wrecks of nations which have gained a little progressiveness at the cost of a great deal of hard manliness, and have thus prepared themselves for destruction as soon as the movements of the world gave a chance for it.",Conservative
Roger Kimball,Kitsch lives with one foot in the realm of aesthetics and another foot in the realm of ethics.,Conservative
Roger Kimball,"The sentimentality of kitsch is a sign of its falseness. But it is also a sign of its extravagance. Unanchored to reality, sentimentality is naturally unbounded. Kitsch is a response to a failure or disintegration of cultural values. When the world no longer speaks meaningfully to us, we shout into the void and pretend the echoes come to us from on high.The grandiosity of kitsch is in proportion to the existential poverty out of which it arose. In this context, it is worth noting a limitation of that dictionary definition of kitsch. The sentimentality of kitsch can be sweet, but it can also be sour, malignant.",Conservative
William F. Buckley Jr.,It is not a sign of arrogance for the king to rule. That is what he is there for.,Conservative
William F. Buckley Jr.,"Liberals claim to want to give a hearing to other views, but then are shocked and offended to discover that there are other views.",Conservative
William F. Buckley Jr.,"Idealism is fine, but as it approaches reality, the costs become prohibitive.",Conservative
William F. Buckley Jr.,I would like to electrocute everyone who uses the word 'fair' in connection with income tax policies.,Conservative
William F. Buckley Jr.,A Conservative is a fellow who is standing athwart history yelling 'Stop!',Conservative
William F. Buckley Jr.,"I would like to take you seriously, but to do so would affront your intelligence.",Conservative
William F. Buckley Jr.,One can't doubt that the American objective in Iraq has failed - different plans have to be made. And the kernel here is the acknowledgement of defeat.,Conservative
William F. Buckley Jr.,"Even if one takes every reefer madness allegation of the prohibitionists at face value, marijuana prohibition has done far more harm to far more people than marijuana ever could.",Conservative
William F. Buckley Jr.,"Liberals, it has been said, are generous with other peoples' money, except when it comes to questions of national survival when they prefer to be generous with other people's freedom and security.",Conservative
William F. Buckley Jr.,Some of my instincts are reprehensible.,Conservative
William F. Buckley Jr.,"The majority of the senior class of Vassar does not desire my company and I must confess, having read specimens of their thought and sentiments, that I do not desire the company of the majority of the senior class of Vassar.",Conservative
William F. Buckley Jr.,Scientists are people who build the Brooklyn Bridge and then buy it.,Conservative
William F. Buckley Jr.,We love your adherence to democratic principles.,Conservative
William F. Buckley Jr.,I'd rather entrust the government of the United States to the first 400 people listed in the Boston telephone directory than to the faculty of Harvard University.,Conservative
William F. Buckley Jr.,To buy very good wine nowadays requires only money. To serve it to your guests is a sign of fatigue.,Conservative
William F. Buckley Jr.,One must bear in mind that the expansion of federal activity is a form of eating for politicians.,Conservative
William F. Buckley Jr.,All adventure is now reactionary.,Conservative
William F. Buckley Jr.,It had all the earmarks of a CIA operation; the bomb killed everybody in the room except the intended target!,Conservative
George Will,The pursuit of perfection often impedes improvement.,Conservative
George Will,"Baseball, it is said, is only a game. True. And the Grand Canyon is only a hole in Arizona. Not all holes, or games, are created equal.",Conservative
George Will,"Popularity makes no law invulnerable to invalidation. Americans accept judicial supervision of their democracy - judicial review of popular but possibly unconstitutional statutes - because they know that if the Constitution is truly to constitute the nation, it must trump some majority preferences.",Conservative
George Will,If those who wrote and ratified the 14th Amendment had imagined laws restricting immigration - and had anticipated huge waves of illegal immigration - is it reasonable to presume they would have wanted to provide the reward of citizenship to the children of the violators of those laws? Surely not.,Conservative
George Will,"Just as the common law derives from ancient precedents - judges' decisions - rather than statutes, baseball's codes are the game's distilled mores. Their unchanged purpose is to show respect for opponents and the game. In baseball, as in the remainder of life, the most important rules are unwritten. But not unenforced.",Conservative
George Will,Perhaps the soundest advice for parents is: Lighten up. People have been raising children for approximately as long as there have been people.,Conservative
George Will,"America is the only developed nation that has a 2,000-mile border with a developing nation, and the government's refusal to control that border is why there are an estimated 460,000 illegal immigrants in Arizona and why the nation, sensibly insisting on first things first, resists 'comprehensive' immigration reform.",Conservative
George Will,"Some calamities - the 1929 stock market crash, Pearl Harbor, 9/11 - have come like summer lightning, as bolts from the blue. The looming crisis of America's Ponzi entitlement structure is different. Driven by the demographics of an aging population, its causes, timing and scope are known.",Conservative
George Will,The nice part about being a pessimist is that you are constantly being either proven right or pleasantly surprised.,Conservative
George Will,"Voters don't decide issues, they decide who will decide issues.",Conservative
George Will,Modern parents want to nurture so skillfully that Mother Nature will gasp in admiration at the marvels their parenting produces from the soft clay of children.,Conservative
George Will,"Political ignorance helps explain Americans' perpetual disappointment with politicians generally, and presidents especially, to whom voters unrealistically attribute abilities to control events.",Conservative
George Will,"The 1935 Social Security Act established 65 as the age of eligibility for payouts. But welfare state politics quickly becomes a bidding war, enriching the menu of benefits, so in 1956 Congress entitled women to collect benefits at 62, extending the entitlement to men in 1961.",Conservative
George Will,A society that thinks the choice between ways of living is just a choice between equally eligible 'lifestyles' turns universities into academic cafeterias offering junk food for the mind.,Conservative
George Will,Americans are overreaching; overreaching is the most admirable and most American of the many American excesses.,Conservative
George Will,"Corporations do not pay taxes, they collect them, passing the burden to consumers as a cost of production. And corporate taxation is a feast of rent-seeking - a cornucopia of credits, exemptions and other subsidies conferred by the political class on favored, and grateful, corporations.",Conservative
George Will,Politicians fascinate because they constitute such a paradox; they are an elite that accomplishes mediocrity for the public good.,Conservative
George Will,"Big government is indeed big, and like another big creature, the sauropod dinosaur, government has a primitive nervous system: The fact of an injury to the tail could take nearly a minute to be communicated to the sauropod brain.",Conservative
George Will,"Big government inevitably drives an upward distribution of wealth to those whose wealth, confidence and sophistication enable them to manipulate government.",Conservative
George Will,"As advertising blather becomes the nation's normal idiom, language becomes printed noise.",Conservative
George Will,Children who open their lunchboxes and find mothers' handwritten notes telling them how amazingly bright they are tend to falter when they encounter academic difficulties.,Conservative
George Will,"Money is time made tangible - the time invested in the earning of it. Taxation is the confiscation of the earner's time. Although some taxation is necessary, all taxation diminishes freedom.",Conservative
George Will,"The average American expends more time becoming informed about choosing a car than choosing a candidate. But, then, the consequences of the former choice are immediate and discernible.",Conservative
George Will,Being elected to Congress is regarded as being sent on a looting raid for one's friends.,Conservative
George Will,"When liberals advocate a value-added tax, conservatives should respond: Taxing consumption has merits, so we will consider it - after the 16th Amendment is repealed.",Conservative
George Will,"In 1976, Jimmy Carter - peanut farmer; carried his own suitcase, imagine that - somewhat tapped America's durable but shallow reservoir of populism. By 1980, ordinariness in high office had lost its allure.",Conservative
Barry Goldwater,Extremism in the defense of liberty is no vice. And moderation in the pursuit of justice is no virtue.,Conservative
Barry Goldwater,"Nixon was the most dishonest individual I have ever met in my life. He lied to his wife, his family, his friends, his colleagues in the Congress, lifetime members of his own political party, the American people and the world.",Conservative
Barry Goldwater,I would remind you that extremism in the defense of liberty is no vice! And let me remind you also that moderation in the pursuit of justice is no virtue.,Conservative
Barry Goldwater,The income tax created more criminals than any other single act of government.,Conservative
Barry Goldwater,"If you don't mind smelling like peanut butter for two or three days, peanut butter is darn good shaving cream.",Conservative
Barry Goldwater,"Equality, rightly understood as our founding fathers understood it, leads to liberty and to the emancipation of creative differences; wrongly understood, as it has been so tragically in our time, it leads first to conformity and then to despotism.",Conservative
Barry Goldwater,I could have ended the war in a month. I could have made North Vietnam look like a mud puddle.,Conservative
Barry Goldwater,Where is the politician who has not promised to fight to the death for lower taxes- and who has not proceeded to vote for the very spending projects that make tax cuts impossible?,Conservative
Barry Goldwater,"I will offer a choice, not an echo.",Conservative
Barry Goldwater,"It's a great country, where anybody can grow up to be president... except me.",Conservative
Barry Goldwater,"I think any man in business would be foolish to fool around with his secretary. If it's somebody else's secretary, fine.",Conservative
Barry Goldwater,"I won't say that the papers misquote me, but I sometimes wonder where Christianity would be today if some of those reporters had been Matthew, Mark, Luke and John.",Conservative
Barry Goldwater,"You've got to forget about this civilian. Whenever you drop bombs, you're going to hit civilians.",Conservative
Barry Goldwater,You don't need to be straight to fight and die for your country. You just need to shoot straight.,Conservative
Barry Goldwater,"If everybody in this town connected with politics had to leave town because of chasing women and drinking, you would have no government.",Conservative
Barry Goldwater,Hubert Humphrey talks so fast that listening to him is like trying to read Playboy magazine with your wife turning the pages.,Conservative
Barry Goldwater,I think every good Christian ought to kick Falwell right in the ass.,Conservative
Barry Goldwater,"When I'm not a politician, I'll be dead.",Conservative
Barry Goldwater,You don't have to be straight to be in the military; you just have to be able to shoot straight.,Conservative
Barry Goldwater,I wouldn't trust Nixon from here to that phone.,Conservative
Barry Goldwater,The only summit meeting that can succeed is the one that does not take place.,Conservative
Barry Goldwater,American business has just forgotten the importance of selling.,Conservative
Andrew Sullivan,I've always been a pretty candid person. I'm not a very secretive person; I'm not a very discreet person. One of my best friends once described me as pathologically indiscreet.,Conservative
Andrew Sullivan,How can you tell when a political ideology has become the equivalent of a religion?,Conservative
Andrew Sullivan,"Well, in the past, the size of government was one of the more fundamental dividing lines between Right and Left. The Right was supposed to represent the small government philosophy - limited spending, low taxes. Obviously, things have shifted.",Conservative
Andrew Sullivan,"The dirty little secret of journalism is that it really isn't a profession, it's a craft. All you need is a telephone and a conscience and you're all set.",Conservative
Andrew Sullivan,"When I first started talking about gay marriage, most people in the gay community looked at me as if I was insane or possibly a fascist reactionary.",Conservative
Andrew Sullivan,"I can barely remember what I wrote yesterday, let alone 10 years ago.",Conservative
Andrew Sullivan,"The most successful marriages, gay or straight, even if they begin in romantic love, often become friendships. It's the ones that become the friendships that last.",Conservative
Andrew Sullivan,Homosexuality is like the weather. It just is.,Conservative
Andrew Sullivan,"When I was about eight, I asked my mother if it was true that God knows everything about you. When she answered yes, I said, 'Then there's no hope for me, Mum.'",Conservative
Andrew Sullivan,The Dixiecrats meet again in New York. Now they're called Republicans.,Conservative
Andrew Sullivan,"When you put a tiny and despised minority up for a popular vote, the minority usually loses.",Conservative
Andrew Sullivan,I enjoy being around people who disagree with me; and I enjoy being in non-political contexts and activities.,Conservative
Andrew Sullivan,"In many ways, my attachment to human freedom was completely compatible with my right to live freely as a homosexual.",Conservative
Andrew Sullivan,"My own early crusade for same-sex marriage, for example, is now mainstream gay politics. It wasn't when I started.",Conservative
Andrew Sullivan,"We've got fuel prices coming down and good travel numbers coming out, so it's not surprising airline stocks are going up.",Conservative
Andrew Sullivan,"If you are a gay couple living in Alabama, you know one thing: your family has no standing under the law; and it can and will be violated by strangers.",Conservative
Andrew Sullivan,"Although I never publicly defended promiscuity, I never publicly attacked it. I attempted to avoid the subject, in part because I felt, and often still feel, unable to live up to the ideals I really hold.",Conservative
Andrew Sullivan,The relationship of black Americans to Obama is sociologically riveting.,Conservative
Andrew Sullivan,"Al Gore's problem, in my view, is that he never liked politics. He's actually deeply uncomfortable in it but felt he had to do it because of his father. He's much more comfortable in a private sector role and has, in fact, been much more successful in a private sector role, and I admire him for that.",Conservative
Andrew Sullivan,I purge compulsively. I'm constantly shedding things.,Conservative
Andrew Sullivan,There is something about hearing your president affirm your humanity that you don't know what effect it has until you hear it.,Conservative
Andrew Sullivan,Anything that raises any internal honesty about gay life is inherently suspect.,Conservative
Andrew Sullivan,"What gay culture is before it is anything else, before it is a culture of desire or a culture of subversion or a culture of pain, is a culture of friendship.",Conservative
Andrew Sullivan,I think if someone is writing continuously for 10 years and has not changed their mind about something - there's something wrong with them. They're not really thinking.,Conservative
Andrew Sullivan,"I actually bought the argument that if we democratized Iraq, we could create a space for venting some of the stuff that's going on in the Middle East in these autocratic regimes that is expressing itself through jihadism, because it has nowhere else to express itself.",Conservative
Andrew Sullivan,The good news about me is that my friends and social network is entirely independent of politics.,Conservative
Roger Stone,"Cold weather probably played a bigger role in bringing back the hat, but sadly, the hat common to New Jersey guidos, South Carolina rednecks, Idaho potato farmers and Los Angeles gang bangers is the ubiquitous 'tractor hat,' which is derived from the cheap baseball style cap with the adjustable plastic tab.",Conservative
Roger Stone,"Nothing ruins the lines of a suit or blazer and makes you look more like a doofus than when your pockets are crammed with stuff - a wallet, a cell phone, keys, a calculator, a calendar, pens, etc.",Conservative
Roger Stone,"Timberlake was once a boy-band idol with mismatched baggy attire and the curly, frosted locks of a Cabbage Patch Kid doll. His early fashion missteps included a full denim costume complete with rhinestones and a cowboy hat, and for a time, his hair was twisted in cornrows.",Conservative
Roger Stone,The general election is not an organizational exercise - it's a mass media exercise.,Conservative
Roger Stone,Every man's closet must contain a trench coat. It's hard for any gentleman not to look dashing when clad in this swashbuckling style.,Conservative
Roger Stone,A black or royal blue velvet blazer will look great with a pair of jeans and a black or navy turtleneck sweater - though it's a more casual look.,Conservative
Roger Stone,Plush velvet conjures up kings and opulence.,Conservative
Roger Stone,"The straps that suspend a man's trousers from his shoulders - known in the U.S. as 'suspenders' and in Britain as 'braces' - are always correct with a summer suit made of seersucker, linen, or silk.",Conservative
Roger Stone,Every well-dressed gentleman must have an all-cotton oxford cloth button-down shirt from Brooks Brothers.,Conservative
Roger Stone,"Socks must be at least an 18-percent synthetic blend to insure they don't droop, because droopy socks that show calf are worse than short socks that do the same.",Conservative
Roger Stone,"You can't wake up one day and say 'I'm for gay marriage,' and wake up the next day and say 'I'm against it.' Wake up one day and say, 'I'm pro-choice,' and the next day wake up and say, 'I'm pro-life.' There's no credibility there.",Conservative
Roger Stone,I believe the GOP should pitch its big-top tent around fiscal conservatism and a muscular foreign policy rather than carnival bark outside the sideshow tents of gay marriage and reproductive choice.,Conservative
Roger Stone,"There is something urbane, stylish, and worldly about owning a cocktail shaker.",Conservative
Roger Stone,"Unless you can fake sincerity, you'll get nowhere in this business.",Conservative
Roger Stone,Big brother listening in on your phone calls - I got a problem with that.,Conservative
Roger Stone,"Nothing shows both polish and utility like the nattily tucked pocket handkerchief or 'pocket square' in the breast pocket of a man's blazer, sport coat, or suit jacket.",Conservative
Roger Stone,"In the 1930s, anyone of any sophisticated status owned a cocktail shaker. Distinctive ones are easy to find.",Conservative
Roger Stone,"Stone's Rules exist because sometimes the truth is too painful, and the lies will land you in prison.",Conservative
Roger Stone,You can't be the candidate and the campaign manager.,Conservative
Roger Stone,Nobody ever built a statue to a committee.,Conservative
Roger Stone,"A 527 doesn't have a wife. It doesn't have a brother-in-law who knows a lot about politics, or a union president who calls and doesn't like the color of the suit, or bimbo eruptions. It's the perfect candidate, because it has no personal characteristics.",Conservative
Roger Stone,Cruz named Former Texas Senator Phil Gramm as his economic guru. This guy virtually crashed the U.S. economy. Gramm is largely responsible for two bills which led to the speculative bubble which popped in September 2008.,Conservative
Roger Stone,"A word about blue jeans, which, when I was growing up, were called dungarees, one of the more unfortunate marketing ideas of our time: Starting as a work garment for miners, the ubiquitous blue jeans became a staple of the counterculture starting when Brando wore them in 'On the Waterfront' and remained so through the anti-war protests of the '70s.",Conservative
Roger Stone,"In this business, if you don't pay your debts you're finished.",Conservative
Roger Stone,"I like the new, cool, swinging Justin Timberlake.",Conservative
Roger Stone,"The dress hat took a nosedive after the dashing JFK showed up at his inauguration bareheaded. Suddenly, a chapeau was no longer de rigueur for any man leaving the house.",Conservative
Paul Manafort,Securing the Republican nomination is an intricate series of steps that requires a comprehensive strategy.,Conservative
Paul Manafort,"Trump is not a fan of fundraising, but he's willing to do it.",Conservative
Paul Manafort,They get the faceless bureaucrats in Brussels and Strasbourg who have ruled and told the Brits how to live and making promises for them that their lives would get better and talking about a future based on globalism versus family and individual and local community. That's what Brexit was all about.,Conservative
Paul Manafort,"You can't change somebody's character, but you can change the way a person presents themselves.",Conservative
Paul Manafort,"Mr. Trump's position has been clear from the beginning: He's under audit. When the audit is completed, he'll release his returns.",Conservative
Paul Manafort,"Once again, the 'New York Times' has chosen to purposefully ignore facts and professional journalism to fit their political agenda, choosing to attack my character and reputation rather than present an honest report. The suggestion that I accepted cash payments is unfounded, silly, and nonsensical.",Conservative
Paul Manafort,Donald Trump is running this campaign. And I'm working directly for Donald Trump.,Conservative
Paul Manafort,What happened with Brexit was people taking back control.,Conservative
Paul Manafort,"As I've said many times, Yanukovych was a pro-Western, not pro-Putin, president.",Conservative
Paul Manafort,Where there is terrorist activity - Syria or Iraq - we will temporarily suspend immigration until we can establish a vetting system in which we can identify who people are who are coming in.,Conservative
Paul Manafort,We don't plan on winning in August - we plan on winning in November.,Conservative
Paul Manafort,"The conversation we should be having is, what does Russia have from Hillary Clinton's server?",Conservative
Paul Manafort,Benghazi was a tragedy. Libya is a tragedy.,Conservative
Paul Manafort,You don't change Donald Trump. You don't 'manage' him.,Conservative
Paul Manafort,Many women feel they can't afford their lives; their husbands can't afford to be paying for the family bills. Hillary Clinton is guilty of being part of the establishment that created that problem.,Conservative
Paul Manafort,"Mr. Trump of course feels sorry for what the Khan family has gone through, just, frankly, as he felt sorry for the victims that spoke before the Republican Convention who lost loved ones from illegal immigrant criminals coming in and being able to travel the country freely.",Conservative
Paul Manafort,"The issue that Mr. Trump is talking about and which, really, frankly, I expect the media should be talking about is protecting the American homeland from national security risks and terrorists.",Conservative
Paul Manafort,Those are the two issues: Protecting the homeland and stopping the war and going after ISIS in a way that ends the terrorism.,Conservative
Paul Manafort,"Please, let's talk to American families and sit around the dinner table at night figuring how to pay their bills.",Conservative
Paul Manafort,"There are some Senate candidates who aren't sure Trump is in their interest yet, but they'll come along.",Conservative
Paul Manafort,The 'Never Trump' movement was never going anywhere.,Conservative
Paul Manafort,"The national polls are distorted. To get a national sample, they rely too much on Hispanics from New York and California, which is where large populations are but also where most of the radical Hispanics are.",Conservative
Paul Manafort,"Trump was doing very well on a model that made sense, but now, as the campaign has gotten to the end stages, a more traditional campaign has to take place.",Conservative
Paul Manafort,"The reality is, Ted Cruz has seen his best day.",Conservative
Paul Manafort,It depends on who you talk to if I'm part of the establishment or part of the antiestablishment.,Conservative
Paul Manafort,I have run campaigns. That doesn't make you the establishment.,Conservative
Milton Friedman,"When government - in pursuit of good intentions - tries to rearrange the economy, legislate morality, or help special interests, the cost come in inefficiency, lack of motivation, and loss of freedom. Government should be a referee, not an active player.",Conservative
Milton Friedman,Many people want the government to protect the consumer. A much more urgent problem is to protect the consumer from the government.,Conservative
Milton Friedman,"So that the record of history is absolutely crystal clear. That there is no alternative way, so far discovered, of improving the lot of the ordinary people that can hold a candle to the productive activities that are unleashed by a free enterprise system.",Conservative
Milton Friedman,Government has three primary functions. It should provide for military defense of the nation. It should enforce contracts between individuals. It should protect citizens from crimes against themselves or their property.,Conservative
Milton Friedman,"The greatest advances of civilization, whether in architecture or painting, in science and literature, in industry or agriculture, have never come from centralized government.",Conservative
Milton Friedman,"If you put the federal government in charge of the Sahara Desert, in 5 years there'd be a shortage of sand.",Conservative
Milton Friedman,The most important single central fact about a free market is that no exchange takes place unless both parties benefit.,Conservative
Milton Friedman,Inflation is taxation without legislation.,Conservative
Milton Friedman,There's no such thing as a free lunch.,Conservative
Milton Friedman,"Indeed, a major source of objection to a free economy is precisely that it... gives people what they want instead of what a particular group thinks they ought to want. Underlying most arguments against the free market is a lack of belief in freedom itself.",Conservative
Milton Friedman,Universities exist to transmit knowledge and understanding of ideas and values to students not to provide entertainment for spectators or employment for athletes.,Conservative
Milton Friedman,Concentrated power is not rendered harmless by the good intentions of those who create it.,Conservative
Milton Friedman,"Well first of all, tell me, is there some society you know of that doesn't run on greed? You think Russia doesn't run on greed? You think China doesn't run on greed? What is greed?",Conservative
Milton Friedman,The only way that has ever been discovered to have a lot of people cooperate together voluntarily is through the free market. And that's why it's so essential to preserving individual freedom.,Conservative
Milton Friedman,Most of the energy of political work is devoted to correcting the effects of mismanagement of government.,Conservative
Milton Friedman,We have a system that increasingly taxes work and subsidizes nonwork.,Conservative
Milton Friedman,"I am favor of cutting taxes under any circumstances and for any excuse, for any reason, whenever it's possible.",Conservative
Milton Friedman,The only relevant test of the validity of a hypothesis is comparison of prediction with experience.,Conservative
Milton Friedman,"The problem of social organization is how to set up an arrangement under which greed will do the least harm, capitalism is that kind of a system.",Conservative
Milton Friedman,History suggests that capitalism is a necessary condition for political freedom. Clearly it is not a sufficient condition.,Conservative
Milton Friedman,"I think that the Internet is going to be one of the major forces for reducing the role of government. The one thing that's missing, but that will soon be developed, is a reliable e-cash - a method whereby on the Internet you can transfer funds from A to B without A knowing B or B knowing A.",Conservative
Thomas Sowell,The word 'racism' is like ketchup. It can be put on practically anything - and demanding evidence makes you a 'racist.',Conservative
Thomas Sowell,"The black family survived centuries of slavery and generations of Jim Crow, but it has disintegrated in the wake of the liberals' expansion of the welfare state.",Conservative
Thomas Sowell,"Capitalism knows only one color: that color is green; all else is necessarily subservient to it, hence, race, gender and ethnicity cannot be considered within it.",Conservative
Thomas Sowell,The most fundamental fact about the ideas of the political left is that they do not work. Therefore we should not be surprised to find the left concentrated in institutions where ideas do not have to work in order to survive.,Conservative
Thomas Sowell,"The old adage about giving a man a fish versus teaching him how to fish has been updated by a reader: Give a man a fish and he will ask for tartar sauce and French fries! Moreover, some politician who wants his vote will declare all these things to be among his 'basic rights.'",Conservative
Thomas Sowell,"The next time some academics tell you how important diversity is, ask how many Republicans there are in their sociology department.",Conservative
Thomas Sowell,Too much of what is called 'education' is little more than an expensive isolation from reality.,Conservative
Thomas Sowell,"Would you bet your paycheck on a weather forecast for tomorrow? If not, then why should this country bet billions on global warming predictions that have even less foundation?",Conservative
Thomas Sowell,"Talkers are usually more articulate than doers, since talk is their specialty.",Conservative
Thomas Sowell,"Sometimes it seems as if there are more solutions than problems. On closer scrutiny, it turns out that many of today's problems are a result of yesterday's solutions.",Conservative
Thomas Sowell,"As for gun control advocates, I have no hope whatever that any facts whatever will make the slightest dent in their thinking - or lack of thinking.",Conservative
Thomas Sowell,Stopping illegal immigration would mean that wages would have to rise to a level where Americans would want the jobs currently taken by illegal aliens.,Conservative
Thomas Sowell,Do countries with strong gun control laws have lower murder rates? Only if you cherry-pick the data.,Conservative
Thomas Sowell,The time is long overdue to stop looking for progress through racial or ethnic leaders. Such leaders have too many incentives to promote polarizing attitudes and actions that are counterproductive for minorities and disastrous for the country.,Conservative
Thomas Sowell,A moral monopoly is the antithesis of a marketplace of ideas.,Conservative
Thomas Sowell,"The more people who are dependent on government handouts, the more votes the left can depend on for an ever-expanding welfare state.",Conservative
Thomas Sowell,"The biggest and most deadly 'tax' rate on the poor comes from a loss of various welfare state benefits - food stamps, housing subsidies and the like - if their income goes up.",Conservative
Thomas Sowell,"Even if the government spends itself into bankruptcy and the economy still does not recover, Keynesians can always say that it would have worked if only the government had spent more.",Conservative
Thomas Sowell,Elections should be held on April 16th- the day after we pay our income taxes. That is one of the few things that might discourage politicians from being big spenders.,Conservative
Bill Kristol,First impressions matter. Most people don't change their political views radically from the ones they first hold.,Conservative
Bill Kristol,"A woman, like a man, should be treated with human decency, according to the rule of law, and free of the abusive, unjust exercise of power. And you don't need to have plumbed the depths of the female or male psyche to live in accord with these principles of civilized life and the maxims of a free society.",Conservative
Bill Kristol,"If cleverness has often been a sign of decadence throughout history, the attempt to be too clever by half is an even more reliable marker of cultural decline.",Conservative
Bill Kristol,"Power tends to corrupt - so we should, in both the public and the private spheres, be on guard against, and erect sturdy guardrails against, the corruptions of power.",Conservative
Bill Kristol,Patriotism is an indispensable weapon in the defense of civilization against barbarism.,Conservative
Bill Kristol,"Some discrimination is perfectly reasonable. The discrimination between trying to teach our kids what most of human history has thought was a desirable lifestyle that will contribute to their happiness, and trying to deter them - not to prohibit, and not to punish - but trying to steer them in a direction that will contribute to their happiness.",Conservative
Bill Kristol,"Many of Bush's defenders have praised him for keeping the country safe since Sept. 11, 2001. He deserves that praise, and I'm perfectly happy to defend most of his surveillance, interrogation and counterterrorism policies against his critics.",Conservative
Bill Kristol,"In any case, decisions on troop levels in the American system of government are not made by any general or set of generals but by the civilian leadership of the war effort.",Conservative
Bill Kristol,"All defense secretaries in wartime have, needless to say, made misjudgments.",Conservative
Bill Kristol,"Shouldn't Democrats insist that Sen. Durbin step down as their whip, the number two man in their leadership?",Conservative
Bill Kristol,Surely our inaction with respect to Syria is a poor precedent if we're fighting a war on terror.,Conservative
Bill Kristol,Bush is no conservative.,Conservative
Bill Kristol,"If the American people really come to a settled belief that Bush lied us into war, his presidency will be over.",Conservative
