,Author,Quotes,Political Orientation,auto,texicity,rep
1099,Glenn Beck,"If you don’t find a leader, perhaps it is because you were meant to lead.",Conservative,0,find leader perhaps meant lead,1
1100,Glenn Beck,...the people who talk most about the need to regulate guns are also usually the same people who know the least about them. Ask these gun prohibitionists about the Second Amendment and they'll usually mention hunting or sport shooting.,Conservative,0,people talk need regulate guns also usually people know least ask gun prohibitionists second amendment usually mention hunting sport shooting,1
1103,Glenn Beck,"I considered him and felt the now familiar crush of emotions weighing on me, begging me to cave in and fall into his strong arms.I pushed back with every ounce of energy I had left. Every time I trusted someone, I got hurt. Every time I let go, I was let down. Not again. I would drive them away before the left.",Conservative,0,considered felt familiar crush emotions weighing begging cave fall strong arms pushed back every ounce energy left every time trusted someone got hurt every time let go let would drive away left,1
1104,Glenn Beck,"If you treat an animal right, they don't run away. They're not like us. They run away from people they don't trust; most times we run away from ourselves.",Conservative,0,treat animal right run away like us run away people trust times run away,1
1105,Glenn Beck,There's a big difference between not knowing the truth and not liking it.,Conservative,0,big difference knowing truth liking,1
1106,Glenn Beck,"How blind to believe the civil rights movement ever ended. The civil rights movement never ends, and it never will. It has been marching since the beginning of time. Where Martin Luther King started is where Gandhi left off, and where he started, Abe Lincoln left off, and before that Whitfield all the way back to Moses. God has not moved. We have. But it is never too late. We are not at the mercy of these events. We can alter the course of history. We can stand against the dangerous arc of this story. But we need people who are willing to speak truth.",Conservative,0,blind believe civil rights movement ever ended civil rights movement never ends never marching since beginning time martin luther king started gandhi left started abe lincoln left whitfield way back moses god moved never late mercy events alter course history stand dangerous arc story need people willing speak truth,1
1109,Glenn Beck,God takes attendance every day.,Conservative,0,god takes attendance every day,1
1110,Glenn Beck,"You can hold on to the smallest doubt and take comfort in it, stay in denial and go on with your carefree life, until one day you're finally cornered by a truth that can no longer be ignored.",Conservative,0,hold smallest doubt take comfort stay denial go carefree life one day finally cornered truth longer ignored,1
1112,Glenn Beck,"The reason that history so often repeats is not only human nature, but also human ignorance.",Conservative,0,reason history often repeats human nature also human ignorance,1
1113,Glenn Beck,"The Second Amendment, like all of our rights, is reliant on a moral and virtuous people. Without that, nothing else matters. Man can not rule himself if... moral sentiment is missing.",Conservative,0,second amendment like rights reliant moral virtuous people without nothing else matters man rule moral sentiment missing,1
1114,Glenn Beck,We are redeemed one man at a time. There is no family pass ticket or park hopping pass to life. One ticket,Conservative,0,redeemed one man time family pass ticket park hopping pass life one ticket,1
1115,Glenn Beck,"Some things are worth believing in. That the little guy can make it. Every single life has value and is worth living. That honor and integrity do matter. That justice will prevail – if not in this life – then the next, and that God does exist. And what we do in our lives matters.",Conservative,0,things worth believing little guy make every single life value worth living honor integrity matter justice prevail life next god exist lives matters,1
1116,Glenn Beck,"There is no such thing as social justice. Only God can balance things out, and we are not God. But honest and decent men can fight for and establish equal justice. There is no such thing as collective salvation. We, however, are going to be judged on how we treat our fellow brothers and sisters. Thus we must serve them, help them with charity toward all. Malice toward none, Lincoln said. God said it slightly differently – vengeance is mine.",Conservative,0,thing social justice god balance things god honest decent men fight establish equal justice thing collective salvation however going judged treat fellow brothers sisters thus must serve help charity toward malice toward none lincoln said god said slightly differently vengeance mine,1
1117,Glenn Beck,"Thanks is part to our education system, we tend to think that we're smarter than the stupid guys in funny wigs who came before us. But that's because we are mistaking technology, progress, and access to information for intelligence. We think that because we know how to use iPhones (but not build them), browse the Internet (but not understand how it works), and use Google (but not really know anything), our educational system is working just great. By the same token, we think that those dumb aristocrats who used horses to get around and didn't have electricity were neanderthals.",Conservative,0,thanks part education system tend think smarter stupid guys funny wigs came us mistaking technology progress access information intelligence think know use iphones build browse internet understand works use google really know anything educational system working great token think dumb aristocrats used horses get around electricity neanderthals,1
1118,Glenn Beck,"You are at the same time arrogant and self-loathing. You are a puzzle. But the ancient truth remains: as the light grows dimmer, things begin to become harder to see. I came to love you in time, but I feared the dark side as well. I still do. You have tremendous potential, potential for joy or hate, light or dark, life or death. But in the end, you choose. What a gift, what a joy to witness.",Conservative,0,time arrogant self loathing puzzle ancient truth remains light grows dimmer things begin become harder see came love time feared dark side well still tremendous potential potential joy hate light dark life death end choose gift joy witness,1
1119,Glenn Beck,"Given enough time, guns and ammunition will eventually become so costly and time consuming to purchase, maintain, and insure that a ban will no longer be necessary. And that's what this is really about: control. Not of guns, but of us.",Conservative,0,given enough time guns ammunition eventually become costly time consuming purchase maintain insure ban longer necessary really control guns us,1
1120,Glenn Beck,"In my view, the right to bear arms is in the Constitution for three main reasons: self-protection, community protection, and protection from tyrrany.",Conservative,0,view right bear arms constitution three main reasons self protection community protection protection tyrrany,1
1121,Glenn Beck,Maybe he thought I would run then. Maybe he thought I would be done. But I had been hurt before. I think he underestimated my ability to pick myself up and keep going. Done? Far from it.,Conservative,0,maybe thought would run maybe thought would done hurt think underestimated ability pick keep going done far,1
1124,Glenn Beck,STORY is more than half of the word HISTORY. And that’s no accident.,Conservative,0,story half word history accident,1
1126,Glenn Beck,"The government, he told me one night, is there to act as a safety net, not a candy machine.",Conservative,0,government told one night act safety net candy machine,1
1127,Glenn Beck,"If we continue to stand up for our rights, none of us alive today will ever have to pick up a weapon against our government. The bad news is that if those rights are watered down or taken away, the risk of tyranny will increase with each passing generation.",Conservative,0,continue stand rights none us alive today ever pick weapon government bad news rights watered taken away risk tyranny increase passing generation,1
1128,Glenn Beck,"Unfortunately, many controllists suffer from magical thinking. They believe that banning guns will somehow make them safer, as though laws are all we need to stop criminals. But consider for a second that you feel threatened for some reason and then ask yourself this: 'would you feel safer with a sign on your front window saying 'This house is a gun-free zone' or with an armed guard on call whenever you were home? If you wouldn't put this sign on your home, why would anyone think it's okay to put them in places where young children gather nearly every day?",Conservative,0,unfortunately many controllists suffer magical thinking believe banning guns somehow make safer though laws need stop criminals consider second feel threatened reason ask would feel safer sign front window saying house gun free zone armed guard call whenever home would put sign home would anyone think okay put places young children gather nearly every day,1
1129,Glenn Beck,"Gun-free zones don't deter criminals-they help them by providing a guarantee that they will not face any armed resistance. But they do deter the law-abiding. A faculty member with a concealed-handgun permit who breaks the campus gun ban would be fired and likely find it impossible to get admitted to another school. Bringing a firearm into a gun-free zone can have serious adverse consequences for law-abiding people. But for someone like the Virginia Tech killer, the threat of expulsion is no deterrent at all.",Conservative,0,gun free zones deter criminals help providing guarantee face armed resistance deter law abiding faculty member concealed handgun permit breaks campus gun ban would fired likely find impossible get admitted another school bringing firearm gun free zone serious adverse consequences law abiding people someone like virginia tech killer threat expulsion deterrent,1
1130,Glenn Beck,We have an issue with kids' having unfettered access to the worst the Internet has to offer instead of the best that our communities can provide.,Conservative,0,issue kids unfettered access worst internet offer instead best communities provide,1
1131,Glenn Beck,"For those that think men make progress collectively, I warn you, history teaches: You couldn’t be more wrong.",Conservative,0,think men make progress collectively warn history teaches wrong,1
1132,Glenn Beck,"We must sober up and admit that too many of the Republicans and the Democrats have played us, lied to us and stolen from us, while the getaway car was driven by the media. A media that can no longer claim with a straight face the role of journalist. Journalists print the things the powerful don’t want printed. What they do is public relations. Those PR firms will not print the truth about the average American who finds himself concerned with the direction of our country today. So we must. We are not violent. We are not racist. We are not anti immigrant. We are not anti-government. And we will not be silent anymore.",Conservative,0,must sober admit many republicans democrats played us lied us stolen us getaway car driven media media longer claim straight face role journalist journalists print things powerful want printed public relations pr firms print truth average american finds concerned direction country today must violent racist anti immigrant anti government silent anymore,1
1133,Glenn Beck,"I am a man, and I will be treated as such. I answer to only one king and His kingdom will come, His will be done. We have chosen sides and we choose God. America as a nation must do the same, as well.",Conservative,0,man treated answer one king kingdom come done chosen sides choose god america nation must well,1
1134,Glenn Beck,"Who will protect your rights better? A king, president or you? Who will protect the truth? A reporter, a labor union or you? Who will protect and teach your children to seek truth? A textbook committee, an education bureaucrat, or you? Did a commission of wise men stop the Holocaust? Did a committee of Congress end Jim Crow? No. In each case, the work was done by individuals who would not abide convenient lies. They saw injustice and they called it out. They saw their nation wage war against a single group and they said not in my name. They didn’t wait for the conventions of society to catch up to God’s laws. They pushed. They pressed. And they were victorious.",Conservative,0,protect rights better king president protect truth reporter labor union protect teach children seek truth textbook committee education bureaucrat commission wise men stop holocaust committee congress end jim crow case work done individuals would abide convenient lies saw injustice called saw nation wage war single group said name wait conventions society catch god laws pushed pressed victorious,1
1135,Glenn Beck,"I know it's crazy, but I actually prefer to prepare for disaster and worst-case scenarios, rather than panic once they do occur.",Conservative,0,know crazy actually prefer prepare disaster worst case scenarios rather panic occur,1
1136,Glenn Beck,"Progressives have spent the better part of a hundred years pushing their agenda - and they've hijacked everything from our kindergartens to our colleges to do it. The more 'educated' we get, the dumber we become. And that has always been the goal. There's a reason that slave masters wanted to keep their slaves illiterate: they understood that true education makes makes people long for freedom and liberty. Today's slave masters are the professors and unions and bureaucrats in Washington who run our education system.",Conservative,0,progressives spent better part hundred years pushing agenda hijacked everything kindergartens colleges educated get dumber become always goal reason slave masters wanted keep slaves illiterate understood true education makes makes people long freedom liberty today slave masters professors unions bureaucrats washington run education system,1
1137,Glenn Beck,"Most young people have rebellious, anti-authoritarian impulses. They don't like being told what, when, or how to do something. It's ironic, then, that many of these same people embrace a system in which there would be far more regulations, many more bureaucrats micromanaging their lives, and far more rules and restrictions on how things can be done.",Conservative,0,young people rebellious anti authoritarian impulses like told something ironic many people embrace system would far regulations many bureaucrats micromanaging lives far rules restrictions things done,1
1138,Glenn Beck,"If you don’t draw a line in the sand, you will just keep drifting. You have to know what you’re willing to do and not willing to do right now.",Conservative,0,draw line sand keep drifting know willing willing right,1
1139,Glenn Beck,"...progressives start small. They introduce 'commonsense' regulations and restrictions that will supposedly save lives. Then, each time the public's attention is captured, they push further.",Conservative,0,progressives start small introduce commonsense regulations restrictions supposedly save lives time public attention captured push,1
1140,Glenn Beck,"Well, Nicholas said seriously, I think that all good gifts come ultimately from God. It wouldn’t do for the messenger to take credit for his master’s work.",Conservative,0,well nicholas said seriously think good gifts come ultimately god messenger take credit master work,1
1141,Glenn Beck,The entirety of his life to this point had merely been to prepare him for what he was to do next: bring hope to the hopeless and joy to the joyless. He would serve mankind by reminding them every year that a King had been born who had died for thier sins.,Conservative,0,entirety life point merely prepare next bring hope hopeless joy joyless would serve mankind reminding every year king born died thier sins,1
1142,Glenn Beck,"My heart broke a little at her unblemished view of life: She still believed in innocent secrets, the heady rush of a good mystery, and happily ever after... (I wasn't about to disabuse her of those sweet notions.)...Little girls should be allowed to dream.",Conservative,0,heart broke little unblemished view life still believed innocent secrets heady rush good mystery happily ever disabuse sweet notions little girls allowed dream,1
1143,Glenn Beck,"Because even though I was afraid to admit I, I felt like a door had been cracked in my soul. It was a tiny opening, to be sure, but there was the hint of something new in the air, something unexpected.",Conservative,0,even though afraid admit felt like door cracked soul tiny opening sure hint something new air something unexpected,1
1144,Glenn Beck,"Anyone who claims that weapons like semi-automatics are so modern and unique that the Second Amendment doesn't apply to them would also have to believe that the First Amendment protects only writing done with quill pens on parchment paper, since those were the norm back then. How could we expect the Founders to have ever imagined the world we live in today?",Conservative,0,anyone claims weapons like semi automatics modern unique second amendment apply would also believe first amendment protects writing done quill pens parchment paper since norm back could expect founders ever imagined world live today,1
1148,Glenn Beck,"I can't read Mason & Dixon, since my mind's so shitty, I can't process it!",Conservative,0,read mason dixon since mind shitty process,1
1151,Glenn Beck,"There is also a trilogy of books out. I started reading right after Christmas Divergent. I went to read Insurgent after, and now I’m on the third one. I don’t know, it’s Detergent or whatever. But it’s written by a 26-year-old girl. It’s brilliant. But I’m about halfway through now on book number three. Wait until you get to book number three. Hello, Google genome project.Technology is advancing at a rapid pace, and yet, morality and ethics are afterthoughts. We’re excited about discovery and advancement, you know? We’re in fact so excited that we don’t even take the time to discuss or debate the moral dilemmas and implications of new technology. Sure, we’re still in control of technology now, but does there come a time when we’re not? Who will be the one that says turn it off? When do things go wrong?I don’t see anyone at Google or in the government or anyone at the forefront of technology boom that is contemplating the ethics and morality issues. Now that is a truly scary thought that doesn’t come in a movie.",Conservative,0,also trilogy books started reading right christmas divergent went read insurgent third one know detergent whatever written  year old girl brilliant halfway book number three wait get book number three hello google genome project technology advancing rapid pace yet morality ethics afterthoughts excited discovery advancement know fact excited even take time discuss debate moral dilemmas implications new technology sure still control technology come time one says turn things go wrong see anyone google government anyone forefront technology boom contemplating ethics morality issues truly scary thought come movie,1
1152,Glenn Beck,...the last official act of any government is to loot their own treasury.,Conservative,0,last official act government loot treasury,1
1153,Glenn Beck,"We spend more per pupil than any other country, but among industrialized nations, American students rank near the bottom in science and math. Only 13 percent of high school seniors know what high school seniors should know about American history.",Conservative,0,spend per pupil country among industrialized nations american students rank near bottom science math  percent high school seniors know high school seniors know american history,1
1154,Glenn Beck,There's a difference between suspecting a thing and finally knowing it for certain.,Conservative,0,difference suspecting thing finally knowing certain,1
1155,Glenn Beck,"Evil is evil, and no good comes of calling it by any other name.",Conservative,0,evil evil good comes calling name,1
1156,Glenn Beck,It's frequently said that there is 'no reason' for such 'military-style weapons' as the Bushmaster to be available to citizens. But isn't that a lot like saying there is no reason why any civilian should drive a military-style car like the Hummer?,Conservative,0,frequently said reason military style weapons bushmaster available citizens lot like saying reason civilian drive military style car like hummer,1
1157,Glenn Beck,"If we are really going to debate how criminals might access, modify, convert or adapt guns to fit their needs, then we can put all of the other arguments behind us right now, because none of them make a difference. That said, it's pretty telling just how weak your argument is when you have to resort to a 'yeah, but criminals might...' stance to make your point.",Conservative,0,really going debate criminals might access modify convert adapt guns fit needs put arguments behind us right none make difference said pretty telling weak argument resort yeah criminals might stance make point,1
1158,Glenn Beck,"It's clear to me that if we raise children with no moral compass, we are planting the seeds of our own destruction.",Conservative,0,clear raise children moral compass planting seeds destruction,1
1159,Glenn Beck,"The time for politics and party loyalty is over. Do your own homework. If you just take the administration’s word for it (or John McCain or John Boehner or Lindsey Graham’s for that matter) that it’s ‘slam dunk’ case, I believe you are part of the problem. Likewise, if you are against it just because I said so but you really don’t know why – you are part of the problem too. You are stopping, dare I say it – progress. If we continue to allow others to dictate our thinking then we deserve what we reap. But the innocent people who will suffer in the Middle East do not.",Conservative,0,time politics party loyalty homework take administration word john mccain john boehner lindsey graham matter slam dunk case believe part problem likewise said really know part problem stopping dare say progress continue allow others dictate thinking deserve reap innocent people suffer middle east,1
1160,Glenn Beck,"America, tell the truth. Tell the truth, even if it means in the end it hurts you. America, don’t believe everything that your country and your government tells you. Because while many times, most times it’s true; in many critical times it’s an out‑and‑out lie. And it’s not an American problem. It is a government problem. It is a human problem. People want power, and they will do anything to keep that power or enhance that power. It’s incumbent upon you if you want to remain free, to do your own homework. And if you don’t, you will lose your freedom. And because of that, innocent people will suffer. Truth and justice is the American way. If this microphone could speak, it would tell you this: Your country told you lies. Iva Toguri was not a traitor. She was wrongly tried and wrongly imprisoned, and real justice for her is now beyond our grasp. But if this microphone could speak all that it had seen or heard, my guess is it would say, Listen to the voices of the past. Listen to the voices of the past that now cry out. You are the last bastion of freedom in the world. You are smart enough. You as an individual are capable. But if you don’t do it, no one else will. Question the things that everyone says. Question the things that are even coming now out of this microphone, just as people questioned it 70 years ago. Find the truth because it depends on you. It’s calling to you. Don’t follow the crowd. Don’t do the easy thing. Do the right thing. Because if you still ‑‑ if you still want to believe that you should be called an American, you do the right thing because everything else is beneath you.",Conservative,0,america tell truth tell truth even means end hurts america believe everything country government tells many times times true many critical times lie american problem government problem human problem people want power anything keep power enhance power incumbent upon want remain free homework lose freedom innocent people suffer truth justice american way microphone could speak would tell country told lies iva toguri traitor wrongly tried wrongly imprisoned real justice beyond grasp microphone could speak seen heard guess would say listen voices past listen voices past cry last bastion freedom world smart enough individual capable one else question things everyone says question things even coming microphone people questioned  years ago find truth depends calling follow crowd easy thing right thing still still want believe called american right thing everything else beneath,1
1161,Glenn Beck,"If somebody comes and scoops up all of my neighbor’s information because they’re on Verizon and just gathers all of that information, it is a violation of my civil rights as well. I’m telling you, America, we are the civil rights leaders of this day. Accept your position. Accept your role. Square your shoulders. Stand up. Link arms. Some of us will not make it to the end, as they used to say because this is a long, long journey to the end of the road. But man will be free as long as people understand the Bill of Rights. It was given to us, yes, by man, and flawed men, but it was inspired by God. Those rights don’t belong to you. You are merely a guardian of those rights for our children and our grandchildren, of all color, of all races, of all theological backgrounds. You are a guardian and a steward. Recognize what time it is. Recognize why you have been born, where you have been born. You have been given much, and believe me, much is required, not just expected.",Conservative,0,somebody comes scoops neighbor information verizon gathers information violation civil rights well telling america civil rights leaders day accept position accept role square shoulders stand link arms us make end used say long long journey end road man free long people understand bill rights given us yes man flawed men inspired god rights belong merely guardian rights children grandchildren color races theological backgrounds guardian steward recognize time recognize born born given much believe much required expected,1
1162,Glenn Beck,"I believe in you. I believe that you are the people that will make the difference. I believe that we cannot conquer darkness with darkness. We cannot conquer evil with evil, we must fight darkness with light. We must not tear down, but buildup.",Conservative,0,believe believe people make difference believe cannot conquer darkness darkness cannot conquer evil evil must fight darkness light must tear buildup,1
1163,Glenn Beck,"If you catch them in an early lie, they learn their lesson and so they don’t continue to do it. But if you don’t call them on early lies, they only get worse, bigger, and more dangerous.",Conservative,0,catch early lie learn lesson continue call early lies get worse bigger dangerous,1
1164,Glenn Beck,"Virtually everything we told you about the healthcare bill now has proven to be true, and nearly everything they told you was a lie.",Conservative,0,virtually everything told healthcare bill proven true nearly everything told lie,1
1165,Glenn Beck,"[On Obama Administration] I've never heard any administration or any business or anybody ever claim incompetence more than this group of people,",Conservative,0,obama administration never heard administration business anybody ever claim incompetence group people,1
1166,Glenn Beck,"Look, if you don’t believe that Jesus Christ is the savior of the world, that’s fine. That’s fine. No biggie. Go your way. I’m going my way. I happen to believe it. And there is no doctorate that could ever be given to me that would actually prove otherwise. Because you learn that through faith. You learn that through an individual testimony. I got one. You don’t have one, you should find one. You don’t want one, that’s fine. I don’t really care.",Conservative,0,look believe jesus christ savior world fine fine biggie go way going way happen believe doctorate could ever given would actually prove otherwise learn faith learn individual testimony got one one find one want one fine really care,1
1167,Glenn Beck,"To keep a man a slave you do much the same as the cruel circus masters did to the elephant around the turn of last century. Clamp heavy chains around their legs and stake them to the ground. Then beat and terrorize them. After a while you no longer even have to stake the chain; the elephant gives up and just the mere rattle of the chain convinces the elephant there is no hope, so they give up and do whatever it is the circus requires.",Conservative,0,keep man slave much cruel circus masters elephant around turn last century clamp heavy chains around legs stake ground beat terrorize longer even stake chain elephant gives mere rattle chain convinces elephant hope give whatever circus requires,1
1168,Glenn Beck,"Our forbears came to these shores not for free stuff, but for freedom. The chance to make their own way, create a different life. They came here because they knew that God made them free to make their own way in life, take the risk, do their best and take responsibility for their own lives. They came here because they wanted to serve Him in the way they believed, not as they were told.",Conservative,0,forbears came shores free stuff freedom chance make way create different life came knew god made free make way life take risk best take responsibility lives came wanted serve way believed told,1
1169,Glenn Beck,"Whatever the reason, too many are no longer willing to call evil by its name. There is no vision. And when there is no vision, the people perish.",Conservative,0,whatever reason many longer willing call evil name vision vision people perish,1
1170,Glenn Beck,"Hollywood, Woodstock, nor the hippie culture was the source of power of the 1960's freedom movement. God was.",Conservative,0,hollywood woodstock hippie culture source power  freedom movement god,1
1171,Glenn Beck,"He was leading those who risked their lives over that bridge in Selma, not Janice Joplin, Columbia University, or a labor union. It wasn’t John Lennon that taught people about love and peaceful resistance",Conservative,0,leading risked lives bridge selma janice joplin columbia university labor union john lennon taught people love peaceful resistance,1
1172,Glenn Beck,"Men may make progress, but man never changes. Man loves power and money. No matter the skin color, religion or income level. These symbols of our nation make men drunk with power, who then justify their lust for more by claiming they are public servants.",Conservative,0,men may make progress man never changes man loves power money matter skin color religion income level symbols nation make men drunk power justify lust claiming public servants,1
1173,Glenn Beck,Anyone who speaks of punishing their political enemies in on the wrong side. It is clearly evil and we have a responsibility to say so.,Conservative,0,anyone speaks punishing political enemies wrong side clearly evil responsibility say,1
1174,Glenn Beck,"My civil rights will not be trampled, and I say this not for me but for my children, and all those who yearn to breathe free. Those who make your Apple products at Foxxcon, those who languish in prisons in Cuba, North Korea and Venezuela. Those homosexuals who are stoned to death in the streets of Egypt or Iran, while our so-called civil rights leaders hold coffee klatches with third graders in the White House.",Conservative,0,civil rights trampled say children yearn breathe free make apple products foxxcon languish prisons cuba north korea venezuela homosexuals stoned death streets egypt iran called civil rights leaders hold coffee klatches third graders white house,1
1175,Glenn Beck,"If we want to be endowed with rights – real human rights, we have to act with responsibility. We must not be comfortable with rights. We must be comfortable with responsibility.",Conservative,0,want endowed rights real human rights act responsibility must comfortable rights must comfortable responsibility,1
1176,Glenn Beck,"What have you done with your knowledge and priesthood power that those without have not done this week? If you cannot answer that with power every day, what does that say about you?",Conservative,0,done knowledge priesthood power without done week cannot answer power every day say,1
1177,Glenn Beck,It is no longer enough to just be a good person. We must work to be the next Abraham Lincoln or Martin Luther King. It is noble to strive to be the size of the bronze giant they dedicated this morning in the building behind me. Fredrick Douglas’ time was in the 1800; King’s time has passed. This is our time. This is the next long march toward civil rights and we shall overcome.,Conservative,0,longer enough good person must work next abraham lincoln martin luther king noble strive size bronze giant dedicated morning building behind fredrick douglas time  king time passed time next long march toward civil rights shall overcome,1
1178,Glenn Beck,"America comes with both rights and responsibilities. You have, for example, the right to free speech, but you have the responsibility to not yell 'fire' in a crowded theater. If you don't live up to that responsibility, you face certain consequences. It's a simple but effective formula. Unfortunately, tenured professors are completely insulated from it. They can scream fire in their classrooms all they want - and then hide behind their tenure if anyone questions them on it.",Conservative,0,america comes rights responsibilities example right free speech responsibility yell fire crowded theater live responsibility face certain consequences simple effective formula unfortunately tenured professors completely insulated scream fire classrooms want hide behind tenure anyone questions,1
1179,Glenn Beck,"People came here for a reason, to follow their conscience, to be free!",Conservative,0,people came reason follow conscience free,1
1180,Glenn Beck,"I know this might be breaking news to Nicholas Kristof, but guns being 'more lethal than anything else you have around' is sort of the whole point. The issue should not really be the lethality of the gun, but the but the psychology of the person holding it.",Conservative,0,know might breaking news nicholas kristof guns lethal anything else around sort whole point issue really lethality gun psychology person holding,1
1181,Glenn Beck,"If you don’t know what side you’re on right now, if you don’t know who you’re actually fighting. I’ve told you before we are not fighting with the president of the United States. We are not fighting with the Democrats, we are fighting evil, and if you don’t believe me, yesterday in Austin the governor decided that he was going to call for a special session. So now all the protesters are there in front of Austin… standing there in front of the capitol building in Austin and people are singing Amazing Grace. The pro death people are chanting things like ‘Mary should have had an abortion,’ meaning Jesus should never have been born and Hail Satan. When you can have a group of people chanting around a state capitol Hail Satan’ and nobody seems to care about that, I don’t recognize my country anymore. I am a man determined to be free.",Conservative,0,know side right know actually fighting told fighting president united states fighting democrats fighting evil believe yesterday austin governor decided going call special session protesters front austin standing front capitol building austin people singing amazing grace pro death people chanting things like mary abortion meaning jesus never born hail satan group people chanting around state capitol hail satan nobody seems care recognize country anymore man determined free,1
1182,Glenn Beck,"You tell me why the government needs this information on every Verizon customer but they don’t need to know who’s coming across our border? They don’t need to know where the 15,000 foreign nationals are that skipped out on their visa, just didn’t show up to school but they’re here in the United States. You tell me why they need my grandmother’s phone records but they don’t need to know where the Saudi nationals are. Why they don’t need",Conservative,0,tell government needs information every verizon customer need know coming across border need know   foreign nationals skipped visa show school united states tell need grandmother phone records need know saudi nationals need,1
1183,Glenn Beck,"Once a week, beginning at sunset on Friday and until sunset on Saturday, the family had to pause. A Jewish merchant had explained the Sabbath to Agios already, back in Egypt. No devout Hebrew could work or travel on that day. If they were near a temple, the family went there. If no temple was available, they prayed where they were. When",Conservative,0,week beginning sunset friday sunset saturday family pause jewish merchant explained sabbath agios already back egypt devout hebrew could work travel day near temple family went temple available prayed,1
1184,Glenn Beck,United States and abroad reject and condemn violent jihad. But it doesn’t follow,Conservative,0,united states abroad reject condemn violent jihad follow,1
1186,Glenn Beck,"We have only one life. We may waste it, or we may use it to learn of God and what God wants for us. And we all make mistakes. Only one life.",Conservative,0,one life may waste may use learn god god wants us make mistakes one life,1
1187,Glenn Beck,Apathy and arrogance: These are the real culprits that affect us all to one degree or another.,Conservative,0,apathy arrogance real culprits affect us one degree another,1
1188,Glenn Beck,"The seeming power of a unified minority in Washington with just enough votes to thwart Obama was also a source of strength and, arguably, arrogance and self-importance. Even after Brown's election, the Democrats held 59 percent of the U.S. Senate, 59 percent of the House of Representatives, and 100 percent of the White House. But the GOP's forty-one Senate votes",Conservative,0,seeming power unified minority washington enough votes thwart obama also source strength arguably arrogance self importance even brown election democrats held  percent u senate  percent house representatives  percent white house gop forty one senate votes,1
1189,Glenn Beck,"Lou Kitchenmaster, a retired teacher from Michigan, wrote an editorial in 2012 that puts the progressive position in perfect perspective: None of us would expect our major auto makers to build a high-quality product given damaged or defective materials; however, too many unfairly expect our public schools to accomplish such, regardless of the inherent condition of the product they receive. So he considers poor kids to be damaged or defective materials",Conservative,0,lou kitchenmaster retired teacher michigan wrote editorial  puts progressive position perfect perspective none us would expect major auto makers build high quality product given damaged defective materials however many unfairly expect public schools accomplish regardless inherent condition product receive considers poor kids damaged defective materials,1
1190,Glenn Beck,"(Economist Robert Higgs wrote a book about this phenomenon titled Crisis and Leviathan, in which he argues that government intervention inevitably creates future problems, which results in the government’s intervening even more in an attempt to correct them.)",Conservative,0,economist robert higgs wrote book phenomenon titled crisis leviathan argues government intervention inevitably creates future problems results government intervening even attempt correct,1
1191,Glenn Beck,"Our Founders explicitly designed our system so that all powers not delegated to the federal government (education included) fell to the states or the people; they believed that parents, not government officials, have the moral right to decide what their children are taught.",Conservative,0,founders explicitly designed system powers delegated federal government education included fell states people believed parents government officials moral right decide children taught,1
1192,Glenn Beck,The controllists sometimes get angry when critics suggest that state led is a bit of a fabrication.,Conservative,0,controllists sometimes get angry critics suggest state led bit fabrication,1
1193,Glenn Beck,"The Common Core State Standards Initiative, as it’s officially known, is the product of three private organizations, two of which have official-sounding names: the National Governors Association (NGA) and the Council of Chief State School Officers (CCSSO). The third private group is Achieve Inc., which boasts on its Web page that it helped take the idea of nationalized learning standards from a radical proposal into a national agenda.",Conservative,0,common core state standards initiative officially known product three private organizations two official sounding names national governors association nga council chief state school officers ccsso third private group achieve inc boasts web page helped take idea nationalized learning standards radical proposal national agenda,1
1195,Glenn Beck,Casus Belli. It means an incident that's used to justify a war...,Conservative,0,casus belli means incident used justify war,1
1196,Glenn Beck,"In the Westerville, Ohio, school district, for example, a union contract provision stipulated that a coin flip would be used to determine seniority if two teachers were hired on the same day. One might be a great teacher, the other awful; it makes no difference. That is how much importance unions place on teacher quality.",Conservative,0,westerville ohio school district example union contract provision stipulated coin flip would used determine seniority two teachers hired day one might great teacher awful makes difference much importance unions place teacher quality,1
1197,Glenn Beck,"The typical mentality among the leadership of less work for more money is far too prevalent. Outstanding efforts by individual employees are frowned upon, because they give management a reason to expect better results without an increase in compensation.",Conservative,0,typical mentality among leadership less work money far prevalent outstanding efforts individual employees frowned upon give management reason expect better results without increase compensation,1
1198,Glenn Beck,Union leaders essentially want the public to believe that all teachers are equal and deserve to be paid and treated that way,Conservative,0,union leaders essentially want public believe teachers equal deserve paid treated way,1
1199,Glenn Beck,"It just goes to show you that the R and the D are meaningless - what really matters is whether someone believes in the spirit and unending compassion of the individual, or instead in the destructive power of the collective.",Conservative,0,goes show r meaningless really matters whether someone believes spirit unending compassion individual instead destructive power collective,1
1200,Glenn Beck,"In the vacuum created by fear and ignorance and hunger and want, it's evil, not good, that rushes to fill the void.",Conservative,0,vacuum created fear ignorance hunger want evil good rushes fill void,1
1201,Glenn Beck,"The reason to have history is to be able to say, ‘This is where you came from. This is what it cost. This is what happened to us. This is what we fought against. This is what we did when we won. This is who we are.",Conservative,0,reason history able say came cost happened us fought,1
