,Author,Quotes,Contain,Political Orientation,auto,texicity,rep
323,Donna Brazile,"Gary told me they were paying for CrowdStrike’s cybersecurity services out of the building fund, not paying it out of regular receipts, thereby depleting the rainy day fund.",no,Progressive,0,gary told paying crowdstrike cybersecurity services building fund paying regular receipts thereby depleting rainy day fund,1.0
324,Donna Brazile,"When the name HILLARY CLINTON popped up on my phone in February 2017, I realized hers was a call I’d stopped waiting to receive. On Election Day, the tradition in politics is that candidates personally thank the people who helped most in the campaign. Win or lose, in the days that follow, the candidate extends that circle of gratitude to members of the party and the donors. Bernie Sanders called me on November 9, 2016, and Joe Biden, too. The vice president even came to our staff holiday party. But I never heard from Hillary.",no,Progressive,0,name hillary clinton popped phone february number realized call stopped waiting receive election day tradition politics candidates personally thank people helped campaign win lose days follow candidate extends circle gratitude members party donors bernie sanders called november number number joe biden vice president even came staff holiday party never heard hillary,1.0
326,Donna Brazile,"After CrowdStrike rebuilt the system, all of our staff had to learn new computers, new log-ins, new procedures, at the moment when their personal lives were being destroyed by these leaks. Then their bosses resigned because of the emails that were distributed by WikiLeaks, creating even more chaos and insecurity. All of this was on top of a contentious campaign. Our regular task force conference calls gave me a new appreciation of the dedication of our staff, who endured this incredibly stressful time.",no,Progressive,0,crowdstrike rebuilt system staff learn new computers new log ins new procedures moment personal lives destroyed leaks bosses resigned emails distributed wikileaks creating even chaos insecurity top contentious campaign regular task force conference calls gave new appreciation dedication staff endured incredibly stressful time,1.0
327,Donna Brazile,"To me campaigning is about persuading, but this campaign was about models and data. I knew data was important. I had used it in campaigns I led, but my focus on energy, enthusiasm, and emotion had made me feel like a dinosaur. What electrified young people for Bernie was not data. It was the old-fashioned kind of politics that I knew, and that the party needed to know again.",no,Progressive,0,campaigning persuading campaign models data knew data important used campaigns led focus energy enthusiasm emotion made feel like dinosaur electrified young people bernie data old fashioned kind politics knew party needed know,1.0
328,Donna Brazile,"While Trump refuses to admit that the Russians hacked our election, I lived it. I saw how it impacted the lives of everyone around me. The Russians may not have changed the totals in the voting machines, but they confused us, inflamed our doubts and our worst impulses, and destabilized the Democratic Party, making it an unfair fight. They paralyzed a significant portion of the electorate with all these disruptions. We're a country of more than 320 million people. In 2016, 69 millioin voted for Hillary, 66 million voted for Donald Trumpt, and 90 million eligible citizens did not vote.To this day it is astonishing to me that we do not treat this as a national emergency. Fair elections are the foundation of our collaboration, our unity, and htis is something we all agree on. The heqads of intelligence agencies and members of Congress predict our 2018 election hack is coming, but there have been no moves to block this next assault on our democracy. Both parties should come together to take the necessary steps to protect the ballot in 2018 and beyond, but the chaos sewn by the hacking still reverberates in our politics and in our media, preventing us from feeling hope and taking action.",no,Progressive,0,trump refuses admit russians hacked election lived saw impacted lives everyone around russians may changed totals voting machines confused us inflamed doubts worst impulses destabilized democratic party making unfair fight paralyzed significant portion electorate disruptions country number million people number number millioin voted hillary number million voted donald trumpt number million eligible citizens vote day astonishing treat national emergency fair elections foundation collaboration unity htis something agree heqads intelligence agencies members congress predict number election hack coming moves block next assault democracy parties come together take necessary steps protect ballot number beyond chaos sewn hacking still reverberates politics media preventing us feeling hope taking action,1.0
330,Donna Brazile,Officials from Hillary’s campaign had taken a look at the books. Obama left the party $24 million in debt,no,Progressive,0,officials hillary campaign taken look books obama left party $ number million debt,1.0
331,Donna Brazile,"Later in November Seth Rich’s parents, Mary and Joel, came to town so that we could fulfill a promise we made to each other when I visited them in Nebraska in October. We had pledged then that we would not allow Seth’s death to become another DC police cold case. We met with Mayor Muriel Bowser and that weekend we put up flyers on light poles all around Bloomingdale/LeDroit Park offering a $20,000 reward to anyone who came forward with information. The day was cold and blustery, but we were determined",no,Progressive,0,later november seth rich parents mary joel came town could fulfill promise made visited nebraska october pledged would allow seth death become another dc police cold case met mayor muriel bowser weekend put flyers light poles around bloomingdale ledroit park offering $ number reward anyone came forward information day cold blustery determined,1.0
332,Donna Brazile,"I didn’t believe that these nice liberals would have missed seeing the film 12 Years a Slave, in which Solomon Northup’s friend Patsey was played so well by Lupita Nyong’o, who won the Oscar for the role. Patsey the slave! I said. Y’all keep whipping me and whipping me and you never give me any money or any way to do my damn job. I am not going to be your whipping girl! From this time on, we’re keeping the money we raise, is that clear? Patsey is keeping her money! I could",no,Progressive,0,believe nice liberals would missed seeing film number years slave solomon northup friend patsey played well lupita nyong oscar role patsey slave said keep whipping whipping never give money way damn job going whipping girl time keeping money raise clear patsey keeping money could,1.0
333,Donna Brazile,Even the Hacker House team sensed the low mood of the DNC and wanted to do what they could to boost it. They wanted the staff to feel safer in their daily lives.,no,Progressive,0,even hacker house team sensed low mood dnc wanted could boost wanted staff feel safer daily lives,1.0
334,Donna Brazile,"learned two things from the students. One was that they disliked identity politics. They thought that Hillary spent too much time trying to appeal to people based on their race, or their gender, or their sexual orientation, and not enough time appealing to people based on what really worried them",no,Progressive,0,learned two things students one disliked identity politics thought hillary spent much time trying appeal people based race gender sexual orientation enough time appealing people based really worried,1.0
335,Donna Brazile,"They were in a much different mood than I was. I was the bummer in the back seat. My mood brought everyone down. I was not joking. I was very focused and had a lot on my mind. The Javits Center seemed eerie to me. People were partying when I felt like they should be working. I saw Stevie Wonder, a man I have known since I first started working in politics, and the first thing I wanted to say was, Can you make phone calls? We need to get people out to the polls in Detroit.",no,Progressive,0,much different mood bummer back seat mood brought everyone joking focused lot mind javits center seemed eerie people partying felt like working saw stevie wonder man known since first started working politics first thing wanted say make phone calls need get people polls detroit,1.0
336,Donna Brazile,"Chip knows my routine is to sit in front of the television and watch Rachel Maddow, and he has his place on the sofa where he watches, too, but I didn’t have any more tolerance for politics that night. Bernie called to see how I was doing, and to ask me if I intended to stay on as chair. I certainly did not.",no,Progressive,0,chip knows routine sit front television watch rachel maddow place sofa watches tolerance politics night bernie called see ask intended stay chair certainly,1.0
337,Donna Brazile,"As the Rich family and I made our way around the neighborhood, my heart filled up with some hope that our country would survive this. Despite the cold weather, people on the street who saw what we were doing wanted to help. When the tape we were using proved to be too weak to get the flyers to stick to the light poles in the wind, people went home and brought us duct tape. They took handfuls of flyers to put up in their grocery stores and cafés. When we finished our work that day I was reminded of the fundamental decency of most Americans, how they want the best for each other and that most of us are more human than we are Republican or Democrat. That was the country I wanted back.",no,Progressive,0,rich family made way around neighborhood heart filled hope country would survive despite cold weather people street saw wanted help tape using proved weak get flyers stick light poles wind people went home brought us duct tape took handfuls flyers put grocery stores cafes finished work day reminded fundamental decency americans want best us human republican democrat country wanted back,1.0
339,Donna Brazile,"Wait, I said. That victory fund was supposed to be for whoever was the nominee, and the state party races. You’re telling me that Hillary has been controlling it since before she got the nomination? Gary said the campaign had to do it or the party would collapse.",no,Progressive,0,wait said victory fund supposed whoever nominee state party races telling hillary controlling since got nomination gary said campaign party would collapse,1.0
340,Donna Brazile,"would be grieving, and I wanted to be there for them. I texted Patrice as I got onto the 9:00 Acela to DC. My body felt heavy and my spirit was dragging as I slumped into my seat feeling the defeat. As the train pulled out of New York City my phone rang. It was Robby Mook. Madam Chair, I’m so sorry, he said. I could hear the tears in his voice. I’m so sorry. I know, Robby, I said. You did your best. You worked hard. We all did. After we hung up, I turned off my phone. People would be calling me now as it was getting close to nine and I didn’t want to talk about it anymore. We needed time to grieve. I had to muster courage to face the staff.",no,Progressive,0,would grieving wanted texted patrice got onto number number acela dc body felt heavy spirit dragging slumped seat feeling defeat train pulled new york city phone rang robby mook madam chair sorry said could hear tears voice sorry know robby said best worked hard hung turned phone people would calling getting close nine want talk anymore needed time grieve muster courage face staff,1.0
342,Donna Brazile,"We no longer used the DNC email system for important communications. Any sensitive phone calls took place via FaceTime audio, and we were advised not to talk freely while standing in front of a window.",no,Progressive,0,longer used dnc email system important communications sensitive phone calls took place via facetime audio advised talk freely standing front window,1.0
343,Donna Brazile,"Only to Elaine could I say that I felt some responsibility for Seth Rich’s death. I didn’t bring him into the DNC, but I helped keep him there working on voting rights. With all I knew now about the Russians’ hacking, I could not help but wonder if they had played some part in his unsolved murder. Besides that, racial tensions were high that summer and I worried that he was murdered for being white on the wrong side of town. Elaine expressed her doubts about that, and I heard her. The FBI said that they did not see any Russian fingerprints there, but they promised to look into the case. I didn’t feel comfortable enough to ask more than that first question, but his death continued to tear me up inside.",no,Progressive,0,elaine could say felt responsibility seth rich death bring dnc helped keep working voting rights knew russians hacking could help wonder played part unsolved murder besides racial tensions high summer worried murdered white wrong side town elaine expressed doubts heard fbi said see russian fingerprints promised look case feel comfortable enough ask first question death continued tear inside,1.0
344,Donna Brazile,hacking had become a government operation done by well-trained teams.,no,Progressive,0,hacking become government operation done well trained teams,1.0
345,Donna Brazile,bodegas and barrios of Little Haiti,no,Progressive,0,bodegas barrios little haiti,1.0
346,Donna Brazile,"In 2008 it was a time for change, but in 2016 it was a popular revolt. From the left to the right, many Americans wanted something different. That energy became concentrated on the candidacies of Bernie Sanders and Donald Trump.",no,Progressive,0,number time change number popular revolt left right many americans wanted something different energy became concentrated candidacies bernie sanders donald trump,1.0
347,Donna Brazile,"was making me crazy to be there. We still had to fight. I walked out of the Javits Center into the crowded streets of Manhattan feeling very lonely. Didn’t people know? Didn’t they see? I got back to my desk at the boiler room and started another round of calls. I stayed in the boiler room until 2 a.m., even though when they called Pennsylvania for Trump I knew it was over.",no,Progressive,0,making crazy still fight walked javits center crowded streets manhattan feeling lonely people know see got back desk boiler room started another round calls stayed boiler room number even though called pennsylvania trump knew,1.0
348,Donna Brazile,Before I called Bernie I lit a candle in my living room and put on some gospel music. I wanted to center myself for what I knew would be an emotional phone call.,no,Progressive,0,called bernie lit candle living room put gospel music wanted center knew would emotional phone call,1.0
349,Donna Brazile,"The fact that the press could not get a straight explanation out of Hillary or her staff meant they turned to the next person on their list: me. I emailed advice to the campaign: The media is going to run with the health narrative,",no,Progressive,0,fact press could get straight explanation hillary staff meant turned next person list emailed advice campaign media going run health narrative,1.0
350,Donna Brazile,"The next morning, Monday, September 12, I snuck into the office through a back door. Reporters were camped out on the steps of the DNC. Journalist David Shuster had reported that a meeting on the future of Hillary’s candidacy was imminent, although I had not called one. When I got to my desk I found I was the most popular person in the Democratic Party.",no,Progressive,0,next morning monday september number snuck office back door reporters camped steps dnc journalist david shuster reported meeting future hillary candidacy imminent although called one got desk found popular person democratic party,1.0
351,Donna Brazile,"First I heard from Joe Biden’s chief of staff, asking if I had time to speak with the vice president a little later that day. Gee, I wonder what he wanted to talk to me about? I got an email from Martin O’Malley, whose campaign",no,Progressive,0,first heard joe biden chief staff asking time speak vice president little later day gee wonder wanted talk got email martin malley whose campaign,1.0
352,Donna Brazile,"All my life, I have binge-watched crime dramas and love movies with cops being the heroes, but this wasn’t a movie. This was real life and it was happening in real time. At the conclusion of the two-hour meeting, I wanted to tell the taxi driver not to take us back to the DNC but right to the Pentagon. This was a war, clearly, but waged on a different kind of battlefield. During that twelve-block ride up Capitol Hill, we didn’t say a thing. Henry looked left, Ray looked right, Tom was checking his phone, and I was in suspended disbelief looking straight up at the dome of the U.S. Capitol. As soon as we got back into the building, we sat numb and silent on the couches in Debbie’s office. I am not one to tremble, because I am my daddy’s girl and I do not scare easily.",no,Progressive,0,life binge watched crime dramas love movies cops heroes movie real life happening real time conclusion two hour meeting wanted tell taxi driver take us back dnc right pentagon war clearly waged different kind battlefield twelve block ride capitol hill say thing henry looked left ray looked right tom checking phone suspended disbelief looking straight dome u capitol soon got back building sat numb silent couches debbie office one tremble daddy girl scare easily,1.0
353,Donna Brazile,"By the next morning I got a call from Charlie Baker wanting to know why I was worried about the duck. Charlie, because I’m still",no,Progressive,0,next morning got call charlie baker wanting know worried duck charlie still,1.0
354,Donna Brazile,"Although the Russians had sown disinformation through fake news in the Ukrainian election in 2014 and hacked into the election system to manipulate the vote totals,",no,Progressive,0,although russians sown disinformation fake news ukrainian election number hacked election system manipulate vote totals,1.0
355,Donna Brazile,"It all seemed like an election fable, like many that had been cooked up to confuse the voters about the integrity of the election.",no,Progressive,0,seemed like election fable like many cooked confuse voters integrity election,1.0
356,Donna Brazile,"Although Russia now was smaller and weaker, it was wily and well-informed about the intricacies of American politics. Russia still could have an impact in sowing dissension inside the United States. The term the Russians had for this was active measures. Active measures are designed to destabilize the politics of whatever country the Russians attack. They manipulate the media, spreading propaganda and disinformation along with forgeries of official documents. These active measures create discord within communities, making people doubt their leaders and believe false narratives about what is transpiring right before their eyes.",no,Progressive,0,although russia smaller weaker wily well informed intricacies american politics russia still could impact sowing dissension inside united states term russians active measures active measures designed destabilize politics whatever country russians attack manipulate media spreading propaganda disinformation along forgeries official documents active measures create discord within communities making people doubt leaders believe false narratives transpiring right eyes,1.0
357,Donna Brazile,"They asked if I wanted someone to walk with me, but I declined that offer. I needed to walk alone so that I could pray.",no,Progressive,0,asked wanted someone walk declined offer needed walk alone could pray,1.0
358,Donna Brazile,"the moderators and the audience back onto Hillary. When people asked him about his taxes, he bragged about not paying much, and blamed Hillary for writing the tax laws to favor her and her rich friends. Never mind that Hillary has not served in Congress, the branch of government that writes the tax laws.",no,Progressive,0,moderators audience back onto hillary people asked taxes bragged paying much blamed hillary writing tax laws favor rich friends never mind hillary served congress branch government writes tax laws,1.0
359,Donna Brazile,As I stood up to walk to the spin room I saw that it was different for this debate. We were surrounded by gossip columnists. I was interviewed by a reporter from Inside Edition. The campaign had become a reality television show.,no,Progressive,0,stood walk spin room saw different debate surrounded gossip columnists interviewed reporter inside edition campaign become reality television show,1.0
360,Donna Brazile,That’s a New Orleans word I’ve heard nowhere else. The boobatoir is that room of the house where you lay down and binge-watch television. It’s the place where you kick off your shoes and set down your purse after a long day. Mine had a comfy sofa and a nice big television.,no,Progressive,0,new orleans word heard nowhere else boobatoir room house lay binge watch television place kick shoes set purse long day mine comfy sofa nice big television,1.0
361,Donna Brazile,"In the meantime, Donald Trump was treating the drip, drip, drip of our personal emails as his opposition research, not ill-gotten gains of a crime.",no,Progressive,0,meantime donald trump treating drip drip drip personal emails opposition research ill gotten gains crime,1.0
362,Donna Brazile,"In the budget the term we use for it is bracketing. We hire a contractor, like Bob Creamer, to do this work of organizing the opposition force, and also to organize rallies for our candidates. The Republicans do it, too. The footage of Creamer and Scott Foval boasting about picking fights with crazy people in the line to a campaign rally looked terrible. Foval was taped saying, It doesn’t matter what the fricking legal and ethics people say. We need to win this mother fucker… In the lines at Trump rallies, we’re starting anarchy.",no,Progressive,0,budget term use bracketing hire contractor like bob creamer work organizing opposition force also organize rallies candidates republicans footage creamer scott foval boasting picking fights crazy people line campaign rally looked terrible foval taped saying matter fricking legal ethics people say need win mother fucker lines trump rallies starting anarchy,1.0
363,Donna Brazile,"Chris discovered malware on Raider, the most important server in the whole system. Raider was the server that all the other servers backed up their data through. Any malicious entity that gained access to Raider essentially had the keys to our whole digital kingdom. When Chris discovered malware still running on it, the team was shocked. They thought Raider had been taken off the network when the DNC remediated the hacking, but there it was still trying to make connections to servers in a foreign country. With the discovery of malware on Raider, the team realized the scope of this attack might be much larger than predicted, placing the core of the DNC’s systems at risk. Heather flew to DC and worked alongside the Hacker House crew for the first time.",no,Progressive,0,chris discovered malware raider important server whole system raider server servers backed data malicious entity gained access raider essentially keys whole digital kingdom chris discovered malware still running team shocked thought raider taken network dnc remediated hacking still trying make connections servers foreign country discovery malware raider team realized scope attack might much larger predicted placing core dnc systems risk heather flew dc worked alongside hacker house crew first time,1.0
364,Donna Brazile,"much yourself at that moment. I kept it together at the office but when I got home, Jeremy Peters from the New York Times reached me on my landline. In my emotional state, I was unguarded. He quoted me in his piece saying, This is like an 18-wheeler smacking into us, and it just becomes a huge distraction at the worst possible time. We don’t want it to knock us off our game. But on the second-to-last weekend of the race, we find ourselves having to tell voters, ‘Keep your focus; keep your eyes on the prize.’ My statement was not much appreciated in Brooklyn",no,Progressive,0,much moment kept together office got home jeremy peters new york times reached landline emotional state unguarded quoted piece saying like number wheeler smacking us becomes huge distraction worst possible time want knock us game second last weekend race find tell voters keep focus keep eyes prize statement much appreciated brooklyn,1.0
365,Donna Brazile,"We decided about six in the morning that we did not want Chip to suffer. His last act was to kiss Betsy on the nose, where he would always kiss her, as if to wipe away her tears. We took turns holding him until he passed, and it was the lowest moment that I’d felt in a long, long time.",no,Progressive,0,decided six morning want chip suffer last act kiss betsy nose would always kiss wipe away tears took turns holding passed lowest moment felt long long time,1.0
366,Donna Brazile,"This was part of the removed way that he and his team encountered the world, the very quality that Minyon had warned me about that she suspected might lead to friction developing between him and me. If I was strong and made my demands in a forceful way, he was likely to flee from me immediately and avoid me in the future. The young men that surrounded Robby Mook",no,Progressive,0,part removed way team encountered world quality minyon warned suspected might lead friction developing strong made demands forceful way likely flee immediately avoid future young men surrounded robby mook,1.0
367,Donna Brazile,"I had scheduled an appearance on a Haitian AM radio station program, Morning Glory with Bishop Victor T. Curry. These Haitian stations play gospel and speak in Creole, but they do a lot of talking and some of it is about politics. The listeners are not millions of people, but the thousands that do listen have the radio turned on for hours every day. The radio brings the community together, and it costs very little to advertise there. When the bishop asked me when the campaign was going to start a dialogue with his audience, I knew what he meant by that. When were they going to spend a few hundred dollars in advertising there, which would encourage him to urge his followers to get out and vote?",no,Progressive,0,scheduled appearance haitian radio station program morning glory bishop victor curry haitian stations play gospel speak creole lot talking politics listeners millions people thousands listen radio turned hours every day radio brings community together costs little advertise bishop asked campaign going start dialogue audience knew meant going spend hundred dollars advertising would encourage urge followers get vote,1.0
369,Donna Brazile,"While you’re laughing, the hackers are dropping malware into your system. They can also use voice mail if the phone system is integrated with the computer network. In the case of Cozy Bear, a voice purporting to be a female journalist left messages on DNC staffers’ phones asking for information on a story. While the listener was playing the message, she was unknowingly accepting malware.",no,Progressive,0,laughing hackers dropping malware system also use voice mail phone system integrated computer network case cozy bear voice purporting female journalist left messages dnc staffers phones asking information story listener playing message unknowingly accepting malware,1.0
370,Donna Brazile,"I remember the day I jotted down that advice in the sage green notebook I used for my cyberbriefings. At the top I put a gold-and-purple logo sticker from LSU, my alma mater, and at the left corner below, a midnight blue circle with white letters that said VOTE FOR SETH RICH.",no,Progressive,0,remember day jotted advice sage green notebook used cyberbriefings top put gold purple logo sticker lsu alma mater left corner midnight blue circle white letters said vote seth rich,1.0
371,Donna Brazile,"partners Guccifer 2.0 and DCLeaks, had kept busy. I don’t know if Guccifer is a man or a woman or a robot, but it was releasing these private items from the Democrats in a manner that seemed very attuned to the rhythm of the United States election. Before I left for Martha’s Vineyard, Guccifer released cell phone numbers and passwords from the Democratic Congressional Campaign Committee so that those candidates would not begin their campaign season undistracted. Less",no,Progressive,0,partners guccifer number dcleaks kept busy know guccifer man woman robot releasing private items democrats manner seemed attuned rhythm united states election left martha vineyard guccifer released cell phone numbers passwords democratic congressional campaign committee candidates would begin campaign season undistracted less,1.0
372,Donna Brazile,"The Clinton people had remained silent on this matter, and that really hurt. Not one of them stood up for me on air. The people who were coming to my defense were the Bernie people. Bernie’s chief strategist, Tad Devine, said on Andrea Mitchell’s midday show that I had always treated them fairly and so did his campaign manager, Jeff Weaver. It wasn’t quite exoneration from the Bernie camp, but it made me feel a little better.",no,Progressive,0,clinton people remained silent matter really hurt one stood air people coming defense bernie people bernie chief strategist tad devine said andrea mitchell midday show always treated fairly campaign manager jeff weaver quite exoneration bernie camp made feel little better,1.0
373,Donna Brazile,"data. Tom was alarmed, fearing that in these crucial last days before the election the DNC system was giving campaigns false data.",no,Progressive,0,data tom alarmed fearing crucial last days election dnc system giving campaigns false data,1.0
374,Donna Brazile,"My feeling of not wanting to leave mixed with my sense of urgency for the campaign. That mood in Brooklyn was one of self-satisfaction and inevitability. The polls were showing Hillary holding steady, between five and eight points ahead of Trump and with a clear path to 270 electoral college votes. The mood I was gathering on the ground, however, was much more restless.",no,Progressive,0,feeling wanting leave mixed sense urgency campaign mood brooklyn one self satisfaction inevitability polls showing hillary holding steady five eight points ahead trump clear path number electoral college votes mood gathering ground however much restless,1.0
375,Donna Brazile,"To Robby’s boys, my moment of glory had been the Gore campaign, which we lost. To them my campaign knowledge was from a bygone era. The common wisdom was that my inability to accept that things were different now was what was making me so feisty (meaning unpleasant to work with), but the truth was that no matter how much noise I made, my thoughts were irrelevant to them. I saw myself as making a sacrifice to help the party. They saw me as desperate for significance and trying to claw my way back into the national conversation. This was so off the mark it made me laugh, and it was also very useful information.",no,Progressive,0,robby boys moment glory gore campaign lost campaign knowledge bygone era common wisdom inability accept things different making feisty meaning unpleasant work truth matter much noise made thoughts irrelevant saw making sacrifice help party saw desperate significance trying claw way back national conversation mark made laugh also useful information,1.0
376,Donna Brazile,"You know, Brandon, I want to have a black-on-black conversation with you. He looked so startled it was as if I had slapped him in the face. What are you here for? What is your purpose in life? Why do I need you? I have never needed a liaison or a translator in my life. I am the chair of the DNC and as far as I can see, you are nothing more than a clerk. Take that message up to Brooklyn next time you sneak off up there. Tell them the chair of the DNC doesn’t make requests, and she doesn’t talk to clerks.",no,Progressive,0,know brandon want black black conversation looked startled slapped face purpose life need never needed liaison translator life chair dnc far see nothing clerk take message brooklyn next time sneak tell chair dnc make requests talk clerks,1.0
377,Donna Brazile,"Here’s how these events work. As you stand in this beautifully groomed backyard next to huge platters of steaks, lobsters, and clams, you get interrogated by the high-dollar donors who pepper you with questions about what the party intends to do about the issue they consider to be the most important. How you respond to these questions about climate change and the Trans-Pacific Partnership determines the amount these donors will give. These are smart people who know a tremendous amount about the subject they’re questioning you on, so you cannot give vague answers. You have to be on your toes. You also have to look confident and casual and show that you are not manipulating or hiding anything.",no,Progressive,0,events work stand beautifully groomed backyard next huge platters steaks lobsters clams get interrogated high dollar donors pepper questions party intends issue consider important respond questions climate change trans pacific partnership determines amount donors give smart people know tremendous amount subject questioning cannot give vague answers toes also look confident casual show manipulating hiding anything,1.0
378,Donna Brazile,"These top security engineers are much in demand, the hardest to hire in the industry, and usually stay at a firm for only two years before they get bored and want another challenge.",no,Progressive,0,top security engineers much demand hardest hire industry usually stay firm two years get bored want another challenge,1.0
379,James Carville,"Ideologies aren't all that important. What's important is psychology. The Democratic constituency is just like a herd of cows. All you have to do is lay out enough silage and they come running. That's why I became an operative working with Democrats. With Democrats all you have to do is make a lot of noise, lay out the hay, and be ready to use the ole cattle prod in case a few want to bolt the herd. Eighty percent of the people who call themselves Democrats don't have a clue as to political reality.What amazes me is that you could take a group of people who are hard workers and convince them that they should support social programs that were the exact opposite of their own personal convictions. Put a little fear here and there and you can get people to vote any way you want. The voter is basically dumb and lazy. The reason I became a Democratic operative instead of a Republican was because there were more Democrats that didn't have a clue than there were Republicans.Truth is relative. Truth is what you can make the voter believe is the truth. If you're smart enough, truth is what you make the voter think it is. That's why I'm a Democrat. I can make the Democratic voters think whatever I want them to.",no,Progressive,0,ideologies important important psychology democratic constituency like herd cows lay enough silage come running became operative working democrats democrats make lot noise lay hay ready use ole cattle prod case want bolt herd eighty percent people call democrats clue political reality amazes could take group people hard workers convince support social programs exact opposite personal convictions put little fear get people vote way want voter basically dumb lazy reason became democratic operative instead republican democrats clue republicans truth relative truth make voter believe truth smart enough truth make voter think democrat make democratic voters think whatever want,1.0
380,James Carville,"You suckers do realize that anyone can add a quote, right?",no,Progressive,0,suckers realize anyone add quote right,1.0
381,James Carville,This site sucks garbage bags full of dicks.,no,Progressive,0,site sucks garbage bags full dicks,1.0
382,James Carville,"When you become famous, being famous becomes your profession.",no,Progressive,0,become famous famous becomes profession,1.0
384,James Carville,"I eat babies, shit them out and use the feces that contains their mangled remains for bullet casings. Which I use to kill Republicans. HA HA HA REPUBLICANS ARE DUMB.",no,Progressive,0,eat babies shit use feces contains mangled remains bullet casings use kill republicans ha ha ha republicans dumb,1.0
385,James Carville,But I’d rather not predict. I’d rather affect.,no,Progressive,0,rather predict rather affect,1.0
387,James Carville,"The only thing more dangerous than a politician who thinks about re-election, is a politician who doesn't think about re-election.",no,Progressive,0,thing dangerous politician thinks election politician think election,1.0
388,James Carville,Victoria Westover and Shari Monetta are true patriots,no,Progressive,0,victoria westover shari monetta true patriots,1.0
389,James Carville,I've got enormous breasts.,no,Progressive,0,got enormous breasts,1.0
390,James Carville,I am certain that Mr. Johnston is not a douchebag despite what the Republicans claim.,no,Progressive,0,certain mr johnston douchebag despite republicans claim,1.0
391,James Carville,I have a tiny wiener.,no,Progressive,0,tiny wiener,1.0
392,James Carville,I once said hello to Catch22 of Newsvine; he seemed like an opinionated guy.,no,Progressive,0,said hello catch22 newsvine seemed like opinionated guy,1.0
395,James Carville,"the best part is, after all these years, I'm still* relevant!",no,Progressive,0,best part years still relevant,1.0
398,Tony Judt,"The only thing worse than too much government is too little: in failed states, people suffer at least as much violence and injustice as under authoritarian rule, and in addition their trains do not run on time.",no,Progressive,0,thing worse much government little failed states people suffer least much violence injustice authoritarian rule addition trains run time,1.0
399,Tony Judt,"We are all familiar with intellectuals who speak only on behalf of their country, class, religion, 'race,' 'gender,' or 'sexual orientation,' and who shape their opinions according to what they take to be the interest of their affinity of birth or predilection. But the distinctive feature of the liberal intellectual in past times was precisely the striving for universality; not the unworldly or disingenuous denial of sectional identification but the sustained effort to transcend that identification in search of truth or the general interest. . . . In today's America, neoconservatives generate brutish policies for which liberals provide the ethical fig leaf. There really is no other diifference between them.",no,Progressive,0,familiar intellectuals speak behalf country class religion race gender sexual orientation shape opinions according take interest affinity birth predilection distinctive feature liberal intellectual past times precisely striving universality unworldly disingenuous denial sectional identification sustained effort transcend identification search truth general interest today america neoconservatives generate brutish policies liberals provide ethical fig leaf really diifference,1.0
400,Tony Judt,Finding a homeland is not the same as dwelling in the place where our ancestors once used to live.,no,Progressive,0,finding homeland dwelling place ancestors used live,1.0
401,Tony Judt,"in a constitutionally ordered state, where laws are derived from broad principles of right and wrong and where those principles are enshrined and protected by agreed upon procedures and practices, it can never be in the long-term interest of the state or its citizens to flout those procedures at home or associate too closely overseas with the enemies of your founding ideals.",no,Progressive,0,constitutionally ordered state laws derived broad principles right wrong principles enshrined protected agreed upon procedures practices never long term interest state citizens flout procedures home associate closely overseas enemies founding ideals,1.0
402,Tony Judt,ask . . . what it is about all-embracing 'systems' of thought that leads inexorably to all-embracing 'systems' of rule.,no,Progressive,0,ask embracing systems thought leads inexorably embracing systems rule,1.0
403,Tony Judt,the military system of a nation is not an independent section of the social system but an aspect of its totality.,no,Progressive,0,military system nation independent section social system aspect totality,1.0
405,Tony Judt,"Today, neither Left nor Right can find their footing.",no,Progressive,0,today neither left right find footing,1.0
406,Tony Judt,"Love, it seems to me, is the condition in which one is most contentedly oneself.",no,Progressive,0,love seems condition one contentedly oneself,1.0
