,Author,Quotes,Contain,Political Orientation
7232,Tony Judt,"Srebrenica was officially ‘protected’ not just by UN mandate but by a 400-strong peacekeeping contingent of armed Dutch soldiers. But when Mladić’s men arrived the Dutch battalion laid down its arms and offered no resistance whatsoever as Serbian troops combed the Muslim community, systematically separating men and boys from the rest. The next day, after Mladić had given his ‘word of honor as an officer’ that the men would not be harmed, his soldiers marched the Muslim males, including boys as young as thirteen, out into the fields around Srebrenica. In the course of the next four days nearly all of them",no,Progressive
7233,Tony Judt,"As in the past, therefore, eastern Europeans have had to compete with the West on a markedly uneven playing field, lacking local capital and foreign markets and able to export only low-margin foods and raw materials or else industrial and consumer goods kept cheap thanks to low wages and public subsidy.",no,Progressive
7234,Tony Judt,"After Greece, Portugal, rural Spain, southern Italy, and the former Communist Länder of Germany, the UK in 2000 was the largest beneficiary of European Union structural funds",no,Progressive
7235,Tony Judt,"Overtaken by demographic transformation and two generations of socio-geographic mobility, France’s once-seamless history seemed set to disappear from national memory altogether.The anxiety of loss had two effects. One was an increase in the range of the official patrimoine, the publicly espoused body of monuments and artifacts stamped ‘heritage’ by the authority of the state. In 1988, at the behest of Mitterrand’s Culture Minister Jack Lang, the list of officially protected items in the patrimoine culturel of France",no,Progressive
7236,Tony Judt,A handful of individual football stars,no,Progressive
7237,Tony Judt,"Far from addressing the Soviet nationalities question, the Afghan adventure had, as was by now all too clear, exacerbated it. If the USSR faced an intractable set of national minorities, this was in part a problem of its own making: it was Lenin and his successors, after all, who invented the various subject ‘nations’ to whom they duly assigned regions and republics. In an echo of imperial practices elsewhere, Moscow had encouraged the emergence",no,Progressive
7238,Tony Judt,He [Gorbachev] did initially oppose the absorption of a united Germany into NATO; and even after conceding the point in principle* continued to insist that NATO troops not be allowed to move 300 kilometers east to the Polish border,no,Progressive
7239,Tony Judt,Maastricht had three significant side-effects. One of them was the unforeseen boost it gave to NATO. Under the restrictive terms of the Treaty it was clear (as the French at least had intended) that the newly liberated countries of eastern Europe could not possibly join the European Union in the immediate future,no,Progressive
7561,Tony Judt,"In a certain sense the country of ‘Russia’ as such did not exist: it had for centuries been an empire, whether in fact or in aspiration. Spread across eleven time zones and encompassing dozens of different peoples, ‘Russia’ had always been too big to be reduced to a single identity or common sense of purpose.14 During and after the Great Patriotic War the Soviet authorities had indeed played the Russian card, appealing to national pride and exalting the ‘victory of the Russian people’. But the Russian people had never been assigned ‘nationhood’ in the way that Kazakhs or Ukrainians or Armenians were officially ‘nations’ in Soviet parlance. There was not even a separate ‘Russian’ Communist Party. To be Russian was to be Soviet.",no,Progressive
7562,Tony Judt,"The Socialist social contract was tartly summed up in the popular joke: ‘you pretend to work, we pretend to pay you’. Many workers, especially the less-skilled, had a stake in these arrangements, which",no,Progressive
7563,Tony Judt,"Romanians, however, paid a terrible price for Ceauşescu’s privileged status. In 1966, to increase the population",no,Progressive
7564,Tony Judt,"Ever since 1792 the Revolutionary and counter-Revolutionary poles of French public life exemplified and reinforced the two-fold division of the country: for and against the Monarchy, for and against the Revolution, for and against Robespierre, for and against the Constitutions of 1830 and 1848, for and against the Commune. No other country had such a long and unbroken experience of bipolar politics, underscored by the conventional historiography of the national Revolutionary myth as inculcated to French schoolchildren for many decades. Moreover",no,Progressive
7565,Tony Judt,"Fyodor Dostoevsky’s The Brothers Karamazov and Milan Kundera’s The Unbearable Lightness of Being might suit our moment. Sinclair Lewis’s novel It Can’t Happen Here is perhaps not a great work of art; Philip Roth’s The Plot Against America is better. One novel known by millions of young Americans that offers an account of tyranny and resistance is J. K. Rowling’s Harry Potter and the Deathly Hallows. If you or your friends or your children did not read it that way the first time, then it bears reading again. Some of the political and historical texts that inform the arguments made here are Politics and the English Language by George Orwell (1946); The Language of the Third Reich by Victor Klemperer (1947); The Origins of Totalitarianism by Hannah Arendt (1951); The Rebel by Albert Camus (1951); The Captive Mind by Czesław Miłosz (1953); The Power of the Powerless by Václav Havel (1978); How to Be a Conservative-Liberal-Socialist by Leszek Kołakowski (1978); The Uses of Adversity by Timothy Garton Ash (1989); The Burden of Responsibility by Tony Judt (1998); Ordinary Men by Christopher Browning (1992); and Nothing Is True and Everything Is Possible by Peter Pomerantsev (2014). Christians",no,Progressive
7566,Tony Judt,"Broadly speaking, affairs that were urgently political in Europe aroused only intellectual interest in Britain; while topics of intellectual concern on the Continent were usually confined to academic circles in the UK, if indeed they were noticed at all. The",no,Progressive
7567,Tony Judt,"If a social and democratic city is going to be built again, it will most probably be built by those who have no investment in the past, no fond memory of it. That isn’t to say they’ll be building on nothing. There is something to conserve, Tony Judt was right about that much – the very fact a publicly owned Carpenters Estate existed at all was the reason why it sat empty, and the reason why the slogan of the young mothers who occupied it could be so clear and so practical: ‘These people need homes, these homes need people.’ Such words are unlikely to find their way into white letters on a red poster, with an emblem of the crown above them. If we’re ever going to escape from austerity, this clear statement of collective utility is the most likely way out.",no,Progressive
7568,Tony Judt,"Why do we experience such difficulty even imagining a different sort of society? Why is it beyond us to conceive of a different set of arrangements to our common advantage? Are we doomed indefinitely to lurch between a dysfunctional 'free market' and the much-advertised horrors of 'socialism'?Our disability is discursive: we simply do not know how to talk about these things any more. For the last thirty years, when asking ourselves whether we support a policy, a proposal or an initiative, we have restricted ourselves to issues of profit and loss - economic questions in the narrowest sense. But these is not an instinctive human condition: it is an acquired taste.",no,Progressive
7569,Tony Judt,"The past was neither as good nor as bad as we suppose: it was just different. If we tell ourselves nostalgic stories, we shall never engage the problems that face us in the present - and the same is true if we fondly suppose that our own world is better in every way. The past really is another country: we cannot go back. However, there is something worse that idealising the past - or presenting it to ourselves and our children as a chamber of horrors: forgetting it.",no,Progressive
7570,Tony Judt,"History is not written as it was experienced, nor should it be. The inhabitants of the past know better than we do what it was like to live there, but they were not well placed, most of them, to understand what was happening to them and why.",no,Progressive
7573,Tony Judt,"And yet, for all its faults as a system of indirect government, the Union has certain interesting and original attributes. Decisions and laws may be passed at a trans-governmental level, but they are implemented by and through national authorities. Everything has to be undertaken by agreement, since there are no instruments of coercion: no EU tax collectors, no EU policemen. The European Union thus represents an unusual compromise: international governance undertaken by national governments. Finally,",no,Progressive
7574,Tony Judt,"had brought Stalin credibility and influence, in the counsels of governments and on the streets.",no,Progressive
7575,Tony Judt,"British historian Tony Judt died of amyotrophic lateral sclerosis, or Lou Gehrig’s disease, in 2010. In an extraordinary interview with Terry Gross on NPR’s Fresh Air, Judt explained that with a severe condition like ALS, in which you’re surrounded by equipment and health professionals, the danger isn’t that you’ll lash out and be mean. But, rather, it’s that you’ll disconnect from those you love. It’s that they lose a sense of your presence, he says, that you stop being omnipresent in their lives. And so, he said, his responsibility to his family and friends was not to be unfailingly positive and Pollyanna, which wouldn’t be honest. It’s to be as present in their lives now as I can be so that in years to come they don’t feel either guilty or bad at my having been left out of their lives, that they feel still a very strong … memory of a complete family rather than a broken one. Asked",no,Progressive
7576,Tony Judt,"The wider the spread between the wealthy few and the impoverished many, the worse the social problems: a statement which appears to be true for rich and poor countries alike. What matters is not how affluent a country is but how unequal it is.",no,Progressive
7579,Tony Judt,"This reduction of 'society' to a thin membrane of interactions between private individuals is presented today as the ambition of libertarians and free marketeers. But we should never forget that it was first and above all the dream of Jacobins, Bolsheviks and Nazis: if there is nothing that binds us together as a community or society, then we are utterly dependent upon the state. Governments that are too weak or discredited to act through their citizens are more likely to seek their ends by other means: by exhorting, cajoling, threatening and ultimately coercing people to obey them. The loss of social purpose articulated through public services actually increases the unrestrained powers of the over-mighty state.",no,Progressive
7901,Tony Judt,So what have Keynes’s ‘madmen in authority’ done with the ideas they inherited from defunct economists? They have set about dismantling the properly economic powers and initiatives of the state.,no,Progressive
7902,Tony Judt,What we have been watching is the steady shift of public responsibility onto the private sector to no discernible collective advantage.,no,Progressive
7903,Tony Judt,Nothing in its life so became the Soviet Union as the leaving of it,no,Progressive
7904,Tony Judt,"East and West, Asia and Europe, were always walls in the mind at least as much as lines on the earth",no,Progressive
7919,Tony Judt,The uncharming qualities of capitalism are its middle ground.,no,Progressive
8240,Tony Judt,"Once upon a time, one looked to society -- or class, or community -- for one's normative vocabulary: what was good for everyone was by definition good for anyone. But the converse does not hold. What is good for one person may or may not be of value or interest to another. Conservative philosophers of an earlier age understood this well, which was why they resorted to religious language and imagery to justify traditional authority and its claims upon each individual. But the individualism of the new Left respected neither collective purpose nor traditional authority: it was, after all, both new and left. What remained to it was the subjectivism of private -- and privately-measured -- interest and desire. This, in turn, invited a resort to aesthetic and moral relativism: if something is good for me it is not incumbent upon me to ascertain whether it is good for someone else -- much less to impose it upon them (do your own thing).",no,Progressive
8241,Tony Judt,"Even after the Allies emerged triumphant in 1945, these concerns were not forgotten: depression and fascism remained ever-present in men's minds. The urgent question was not how to celebrate a magnificent victory and get back to business as usual, but how on earth to ensure that the experience of the years 1914-1945 would never be repeated. More than anyone else, it was Maynard Keynes who devoted himself to addressing this challenge.",no,Progressive
8242,Tony Judt,re-surfaced.,no,Progressive
8243,Tony Judt,Conservatism,no,Progressive
8244,Tony Judt,the center of gravity of political argument in the years after 1945 lay not between left and right but rather within the left: between communists and their sympathizers and the mainstream liberal-social-democratic consensus.,no,Progressive
8245,Tony Judt,"In the years following 1945 it seemed to most intelligent observers as though the Austrians had made a simple category error. Like so many of their fellow refugees, they had assumed that the conditions which brought about the collapse of liberal capitalism in interwar Europe were permanent and infinitely reproducible.",no,Progressive
8246,Tony Judt,"Governments, in short, now increasingly farm out their responsibilities to private firms",no,Progressive
8247,Tony Judt,"tax farming is absurdly inefficient. In the first place, it discredits the state, represented in the popular mind by a grasping private profiteer. Secondly, it generates considerably less revenue than a well-administered system of government collection, if only because of the profit margin accruing to the private collector. And thirdly, you get disgruntled taxpayers.",no,Progressive
8248,Tony Judt,"Margaret Thatcher, like George W. Bush and Tony Blair after her, never hesitated to augment the repressive and information-gathering arms of central government.",no,Progressive
8249,Tony Judt,privatization reverses a centuries-long process whereby the state took on things that individuals could not or would not do.,no,Progressive
8250,Tony Judt,The chief shortcoming of the old public services was the restrictive regulations and facilities,no,Progressive
8251,Tony Judt,"But at least their provision was universal, and for good and ill they were regarded as a public responsibility.",no,Progressive
8252,Tony Judt,"Moreover, a social service provided by a private company does not present itself as a collective good to which all citizens have a right.",no,Progressive
8253,Tony Judt,"As a consequence, the thick mesh of social interactions and public goods has been reduced to a minimum, with nothing except authority and obedience binding the citizen to the state.",no,Progressive
8255,Tony Judt,"In an age when young people are encouraged to maximize self-interest and self-advancement, the grounds for altruism or even good behavior become obscured. Short of reverting to religious authority",no,Progressive
8256,Tony Judt,There is a widespread sense that since ‘they’ will do what they want in any case,no,Progressive
8257,Tony Judt,This cohort of politicians have in common the enthusiasm that they fail to inspire in the electors of their respective countries. They do not seem to believe very firmly in any coherent set of principles or policies;,no,Progressive
8258,Tony Judt,They convey neither conviction nor authority.,no,Progressive
8259,Tony Judt,"Convinced that there is little they can do, they do little.",no,Progressive
8580,Tony Judt,"we lose faith not just in parliamentarians and congressmen, but in Parliament and Congress themselves.",no,Progressive
8582,Tony Judt,"Beneficiaries of the welfare states whose institutions they call into question, they are all Thatcher’s children: politicians who have overseen a retreat from the ambitions of their predecessors.",no,Progressive
8583,Tony Judt,One striking consequence of the disintegration of the public sector has been an increased difficulty in comprehending what we have in common with others.,no,Progressive
8584,Tony Judt,"even if the students of Berkeley, Berlin and Bangalore share a common set of interests, these do not translate into community. Space matters. And politics is a function of space",no,Progressive
8585,Tony Judt,sense of shared citizenship. This sentiment was crucial to the formation of modern states and the peaceful societies they governed.,no,Progressive
8586,Tony Judt,Rigid dress codes can indeed enforce authority and suppress individuality,no,Progressive
8587,Tony Judt,What exactly is a ‘gated community’ and why does it matter?,no,Progressive
8589,Tony Judt,"But today, they are everywhere: a token of ‘standing’, a shameless acknowledgment of the desire to separate oneself from other members of society, and a formal recognition of the state’s (or the city’s) inability or unwillingness to impose its authority across a uniform public space.",no,Progressive
8590,Tony Judt,"The narcissism of student movements, new Left ideologues and the popular culture of the ’60s generation invited a conservative backlash.",no,Progressive
8591,Tony Judt,"Beginning with a handful of outstanding intellectual refugees from interwar Europe, we pass through two generations of academic economists intent on re-configuring their discipline … and arrive at the banking, mortgage, private finance and hedge fund scandals of recent years.",no,Progressive
8592,Tony Judt,Marxism was the rhetorical awning under which very different dissenting styles could be gathered together,no,Progressive
8593,Tony Judt,"here, it was not until the mid-1970s that a new generation of conservatives felt emboldened to challenge the ‘statism’ of their predecessors and offer radical prescriptions for dealing with what they described as the ‘sclerosis’ of over-ambitious governments and their deadening impact upon private initiative.",no,Progressive
8594,Tony Judt,"However, for Keynes it had become self-evident that the best defense against political extremism and economic collapse was an increased role for the state, including but not confined to countercyclical economic intervention.",no,Progressive
8595,Tony Judt,"Margaret Thatcher’s notorious bon mot: there is no such thing as society, there are only individuals and families.",no,Progressive
8596,Tony Judt,"If government is the problem and society does not exist, then the role of the state is reduced once again to that of facilitator.",no,Progressive
8598,Tony Judt,Men like Hayek or von Mises seemed doomed to professional and cultural marginality. Only when the welfare states whose failure they had so sedulously predicted began to run into difficulties did they once again find an audience for their views:,no,Progressive
8599,Tony Judt,"where the ‘Chicago boys’ got their ideas, we shall find that the greatest influence was exercised by a handful of foreigners, all of them immigrants from central Europe: Ludwig von Mises, Friedrich Hayek, Joseph Schumpeter, Karl Popper, and Peter Drucker.",no,Progressive
8920,Tony Judt,All five were profoundly shaken by the interwar catastrophe that struck their native Austria.,no,Progressive
8921,Tony Judt,"Even in Sweden, where the Social Democrats’ grip on office remained as firm as ever, the relentless uniformity of even the best housing projects, social services or public health policies began to grate on a younger generation. Had more people known about the eugenicist practices of some Scandinavian governments in the postwar years, encouraging and even enforcing selective sterilization for the greater benefit of all, the sense of oppressive dependence upon a panoptic state might have been greater still.",no,Progressive
8922,Tony Judt,"Looking back, it is striking to note how many in western Europe and the United States expressed enthusiasm for Mao Tse-tung’s dictatorially uniform ‘cultural revolution’ while defining cultural reform at home as the maximizing of private initiative and autonomy.",no,Progressive
8923,Tony Judt,restriction upon autonomy and initiative.,no,Progressive
8925,Tony Judt,"By the late ’60s, the culture gap separating young people from their parents was perhaps greater than at any point since the early 19th century.",no,Progressive
8926,Tony Judt,"The implicit consensus of the postwar decades was now broken, and a new, decidedly unnatural consensus was beginning to emerge around the primacy of private interest.",no,Progressive
8927,Tony Judt,"place of the male proletariat there were now posited the candidacies of ‘blacks’, ‘students’, ‘women’ and, a little later, homosexuals. Since none of these constituents, at home or abroad, was separately represented in the institutions of welfare societies, the new Left presented itself quite consciously as opposing not merely the injustices of the capitalist order but above all the ‘repressive tolerance’ of its most advanced forms: precisely",no,Progressive
8929,Tony Judt,"Nothing, of course, is ever quite as good as we remember. The social democratic consensus and the welfare institutions of the postwar decades coincided with some of the worst town planning and public housing of modern times. From Communist Poland through",no,Progressive
8930,Tony Judt,The idea that those in authority know best,no,Progressive
8931,Tony Judt,"By the late 1960s, the idea that nanny knows best was already starting to produce a backlash.",no,Progressive
8933,Tony Judt,"The only democracies left in continental Europe were the tiny neutral states of Sweden and Switzerland, both dependent on German goodwill.",no,Progressive
8934,Tony Judt,"Nonetheless, he was sensitive not just to the need for countercyclical economic policies to head off future depression, but also to the prudential virtues of ‘the social security state’.",no,Progressive
8935,Tony Judt,"Whatever their other differences, French Gaullists, Christian Democrats and Socialists shared a common faith in the activist state, economic planning and large-scale public investment. Much the same was true of the consensus that dominated policy-making in Scandinavia, the Benelux countries, Austria and even ideologically-riven Italy.",no,Progressive
8936,Tony Judt,The consequences are clear. There has been a collapse in intergenerational mobility:,no,Progressive
8937,Tony Judt,"Thus the incidence of mental illness correlates closely to income in the US and the UK,",no,Progressive
8938,Tony Judt,"between 1983 and 2001, mistrustfulness increased markedly in the US, the UK and Ireland",no,Progressive
8939,Tony Judt,life closely track your income: residents of wealthy districts can expect to live longer and better.,no,Progressive
9263,Tony Judt,"Socialism for social democrats, especially in Scandinavia, was a distributive concept. It was about making sure that wealth and assets were not disproportionately gathered into the hands of a privileged few. And this, as we have seen, was in essence a moral matter:",no,Progressive
9264,Tony Judt,by 1945 few people believed any longer in the magic of the market. This was an intellectual revolution.,no,Progressive
9265,Tony Judt,two world wars had habituated almost everyone to the inevitability of government intervention in daily life.,no,Progressive
9266,Tony Judt,The most obvious symptom of the change came in the form of ‘planning’.,no,Progressive
9267,Tony Judt,"Unsurprisingly, planning was most admired and advocated at the political extremes.",no,Progressive
9268,Tony Judt,"The intellectual case for planning was never very strong. Keynes, as we have seen, regarded economic planning much as he did pure market theory: in order to succeed, both required impossibly perfect data.",no,Progressive
9269,Tony Judt,"For the postwar peace, he preferred to minimize direct government intervention and manipulate the economy through fiscal and other incentives.",no,Progressive
9270,Tony Judt,"usually without giving the matter too much thought, we see ourselves as part of a civic community transcending generations.",no,Progressive
9271,Tony Judt,"The more equal a society, the greater the trust. And it is not just a question of income: where people have similar lives and similar prospects, it is likely that what we might call their ‘moral outlook’ is also shared.",no,Progressive
9272,Tony Judt,"This makes it much easier to institute radical departures in public policy. In complex or divided societies, the chances are that a minority",no,Progressive
9273,Tony Judt,The kind of society where trust is widespread is likely to be fairly compact and quite homogenous.,no,Progressive
9274,Tony Judt,"Until fairly recently it would only have been a slight exaggeration to say that most Norwegians, if they were not themselves farmers or fishermen, were their children.",no,Progressive
9275,Tony Judt,"Size and homogeneity are of course not transferable. There is no way for India or the USA to become Austria or Norway, and in their purest form the social democratic welfare states of Europe are simply non-exportable: they have much the same appeal as a Volvo",no,Progressive
9276,Tony Judt,"there is clear evidence that while homogeneity and size matter for the generation of trust and cooperation, cultural or economic heterogeneity can have the opposite effect. A steady increase in the number of immigrants, particularly immigrants from the ‘third world’, correlates all too well in the Netherlands and Denmark, not to mention the United Kingdom, with a noticeable decline in social cohesion.",no,Progressive
9277,Tony Judt,"There may be something inherently selfish in the social service states of the mid-20th century: blessed for a few decades with the good fortune of ethnic homogeneity and a small, educated population where almost everyone could recognize themselves in everyone else. Most of these countries",no,Progressive
9278,Tony Judt,"The priorities of the traditional state were defense, public order, the prevention of epidemics and the aversion of mass discontent. But following World War II, and peaking around 1980, social expenditure became the main budgetary responsibility for modern states.",no,Progressive
9279,Tony Judt,"The late Ralf Dahrendorf, an Anglo-German political scientist well placed to appreciate the scale of the changes he had seen in his lifetime, wrote of those optimistic years that [i]n many respects the social democratic consensus signifies the greatest progress which history has seen so far. Never before have so many people had so many life chances.12",no,Progressive
9600,Tony Judt,"By the early ’70s it would have appeared unthinkable to contemplate unraveling the social services, welfare provisions, state-funded cultural and educational resources and much else that people had come to take for granted.",no,Progressive
9602,Tony Judt,"We are all the beneficiaries of those who went before us, as well as those who will care for us in old age or ill health.",no,Progressive
9603,Tony Judt,An older generation of free market economists used to point out that what is wrong with socialist planning is that it requires the sort of perfect knowledge (of present and future alike) that is never vouchsafed to ordinary mortals. They were right. But it transpires that the same is true for market theorists:,no,Progressive
9605,Tony Judt,"These days, we take pride in being tough enough to inflict pain on others.",no,Progressive
9606,Tony Judt,"So why has this potentially self-destructive system of economic arrangements lasted? Probably because of habits of restraint, honesty and moderation which accompanied its emergence.",no,Progressive
9607,Tony Judt,values such as these derived from longstanding religious or communitarian practices.,no,Progressive
9608,Tony Judt,Today’s schoolchildren and college students can imagine little else but the search for a lucrative job.,no,Progressive
9611,Tony Judt,The European dilemma is,no,Progressive
9614,Tony Judt,"decline, fear of strangers and an unfamiliar world",no,Progressive
9615,Tony Judt,All around us we see a level of individual wealth unequaled since the early years of the 20th century.,no,Progressive
9616,Tony Judt,"financial transactions have displaced the production of goods or services as the source of private fortunes, distorting the value we place upon different kinds of economic activity.",no,Progressive
9617,Tony Judt,"From the late 19th century until the 1970s, the advanced societies of the West were all becoming less unequal. Thanks to progressive taxation, government subsidies for the poor, the provision of social services and guarantees against acute misfortune, modern democracies were shedding extremes of wealth and poverty.",no,Progressive
9618,Tony Judt,"But each in its own way was affected by the growing intolerance of immoderate inequality, initiating public provision to compensate for private inadequacy.",no,Progressive
9619,Tony Judt,Over the past thirty years we have thrown all this away.,no,Progressive
9940,Tony Judt,"We have become insensible to the human costs of apparently rational social policies, especially when we are advised that they will contribute to overall prosperity and thus",no,Progressive
9941,Tony Judt,"More than anything else, the welfare states of the mid-20th century established the profound indecency of defining civic status as a function of economic good fortune.",no,Progressive
9943,Tony Judt,"The Scandinavian model followed a more selective but also more ambitious program: its goal, as articulated by the influential Swedish sociologist Gunnar Myrdal, was to institutionalize the state’s responsibility to protect people against themselves.11 Neither Americans nor British had any such ambitions.",no,Progressive
9944,Tony Judt,The idea that it was the state’s business to know what was good for people,no,Progressive
9945,Tony Judt,The welfare states of continental Europe,no,Progressive
9946,Tony Judt,That the state might exceed its remit and damage the market by distorting its operations was not taken very seriously in these years.,no,Progressive
9947,Tony Judt,"If we compare the gap separating rich and poor, whether measured by overall assets or annual income, we find that in every continental European country as well as in Great Britain and the US, the gap shrank dramatically in the generation following 1945.",no,Progressive
9948,Tony Judt,"Moreover, it was social democracy and the welfare state that bound the professional and commercial middle classes to liberal institutions in the wake of World War II.",no,Progressive
9949,Tony Judt,"Even at their height, the Scandinavian welfare states left the economy to the private sector",no,Progressive
9950,Tony Judt,"high taxation was not regarded in these years as an affront. On the contrary, steep rates of progressive income tax were seen as a consensual device to take excess resources away from the privileged",no,Progressive
9951,Tony Judt,"For three decades following the war, economists, politicians, commentators and citizens all agreed that high public expenditure, administered by local or national authorities with considerable latitude to regulate economic life at many levels, was good policy.",no,Progressive
9952,Tony Judt,The disappearance of so many regimes so closely bound to a revolutionary narrative marked the death knell of a 200-year promise of radical progress.,no,Progressive
9953,Tony Judt,Whether capitalist economies thrive best under conditions of freedom is perhaps more of an open question than we like to think.,no,Progressive
9955,Tony Judt,"Take humiliation: what if we treated it as an economic cost, a charge to society? What if we decided to ‘quantify’ the harm done when people are shamed by their fellow citizens as a condition of receiving the mere necessities of life?",no,Progressive
9959,Tony Judt,The second dilemma we face concerns the social consequences of technological change.,no,Progressive
10280,Tony Judt,The likely consequences of this coming age of uncertainty,no,Progressive
10281,Tony Judt,"And few can deny that welfarism, taken to extremes, carries a whiff of do as you’re told!: there were moments in postwar Scandinavia when the enthusiasm for eugenics and social efficiency suggested not just a certain insensitivity to recent history but also to the natural human desire for autonomy and independence.",no,Progressive
10282,Tony Judt,"If 1989 was about re-discovering liberty, what limits are we now willing to place upon it? Even in the most ‘freedom-loving’ societies, freedom comes with constraints. But if we accept some limitations",no,Progressive
10283,Tony Judt,Keynes’s warning on this matter: [i]t is not sufficient that the state of affairs which we seek to promote should be better than the state of affairs which preceded it; it must be sufficiently better to make up for the evils of the transition.,no,Progressive
10284,Tony Judt,"It is tempting to conform: community life is a lot easier where everyone appears to agree with everyone else, and where dissent is blunted by the conventions of compromise.",no,Progressive
10285,Tony Judt,a political class deeply sensitive to its moral and social responsibilities.,no,Progressive
10286,Tony Judt,"Politically speaking, ours is an age of the pygmies.",no,Progressive
10287,Tony Judt,"Elections to Parliament, congressional elections and the choice of National Assembly members are still our only means for converting public opinion into collective action under law. So young people must not abandon faith in our political institutions.",no,Progressive
10288,Tony Judt,"Worse, the language of politics itself has been vacated of substance and meaning.",no,Progressive
10289,Tony Judt,The democratic failure transcends national boundaries. The embarrassing fiasco of the Copenhagen climate conference of December 2009 is already translating into cynicism and despair among young people:,no,Progressive
10290,Tony Judt,"Hence the famous bon mot of Lord Ismay, who took up his post as NATO’s",no,Progressive
10291,Tony Judt,in an Apparently Godless Era.,no,Progressive
10292,Tony Judt,"In the conventional wisdom of the 1940s, the political polarizations of the last inter-war decade were born directly of economic depression and its social cost. Both Fascism and Communism thrived on social despair, on the huge gulf separating rich and poor.",no,Progressive
10293,Tony Judt,The fox knows many things but the hedgehog knows one big thing.,no,Progressive
10294,Tony Judt,Rilke’s admonition: love consists in leaving the loved one space to be themselves while providing the security within which that self may flourish. As,no,Progressive
10297,Tony Judt,"In September 1944 there were 7,487,000 foreigners in Germany, most of them there against their will, and they constituted 21 percent of the country’s labour force.",no,Progressive
10298,Tony Judt,"since throughout the years 1945-49 a consistent majority of Germans believed that ‘Nazism was a good idea, badly applied’.",no,Progressive
10299,Tony Judt,"As Tony Judt wrote a few years ago in The New York Review of Books,8 Arendt made many small errors for which her critics will never forgive her. But she got many of the big things right and for this she deserves to be remembered.",no,Progressive
10620,Tony Judt,An era was over and a new Europe was being born. This much was obvious. But with the passing of the old order many longstanding assumptions would be called into question. What had once seemed permanent and somehow inevitable would take on a more transient air. The Cold-War confrontation; the schism separating East from West; the contest between ‘Communism’ and ‘capitalism’; the separate and non-communicating stories of prosperous western Europe and the Soviet bloc satellites to its east: all these could no longer be understood as the products of ideological necessity or the iron logic of politics. They were the accidental outcomes of history,no,Progressive
10622,Tony Judt,"The EEC was grounded in weakness, not strength. As Spaak’s 1956 report emphasized, ‘Europe, which once had the monopoly of manufacturing industries and obtained important resources from its overseas possessions, today sees its external position weakened, its influence declining and its capacity to progress lost in its divisions.’ It was precisely because the British did not",no,Progressive
10623,Tony Judt,"If social democracy has a future, it will be as a social democracy of fear.",no,Progressive
10624,Tony Judt,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of mistrust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests upon the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do.",no,Progressive
10625,Tony Judt,"triple evils of modernity: Nazism, Communism and ‘Americanism’.",no,Progressive
10626,Tony Judt,"Until 1957 the West German Ministry of the Interior banned any screenings of Wolfgang Staudte’s (East German) film of Heinrich Mann’s Der Untertan (‘Man of Straw’, 1951)",no,Progressive
10627,Tony Judt,A social democracy of fear is something to fight for. To abandon the labors of a century is to betray those who came before us as well as generations yet to come. It would be pleasing,no,Progressive
10628,Tony Judt,"The left, to be quite blunt about it, has something to conserve. It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project.",no,Progressive
10629,Tony Judt,Motor scooters appeared on the scene,no,Progressive
10630,Tony Judt,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",no,Progressive
10632,Tony Judt,"Like large-scale state projects elsewhere, the Cassa was inefficient, and more than a little corrupt. Most of its benefits went to the favored coastal regions; much of the new industry that it brought in was capital-intensive and thus created few jobs.",no,Progressive
10633,Tony Judt,"As Boris Yeltsin was to acknowledge many years later, in a speech to the Hungarian Parliament on November 11th 1992, ‘The tragedy of 1956 . . . will forever remain an indelible spot on the Soviet regime.’ But that was nothing when compared with the cost the Soviets had imposed on their victims. Thirty-three years later, on June 16th 1989, in a Budapest celebrating its transition to freedom, hundreds of thousands of Hungarians took part in another ceremonial reburial: this time of Imre Nagy and his colleagues. One of the speakers over Nagy’s grave was the young Viktor Orbán, future Prime Minister of his country. ‘It is a direct consequence of the bloody repression of the Revolution,’ he told the assembled crowds, ‘that we have had to assume the burden of insolvency and reach for a way out of the Asiatic dead end into which we were pushed. Truly, the Hungarian Socialist Workers’ Party robbed today’s youth of its future in 1956.",no,Progressive
10634,Tony Judt,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of trust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests on the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do. Conversely, where immigration and visible minorities have altered the demography of a country, we typically find suspicion of others and a loss of enthusiasm for the institutions of the welfare state.",no,Progressive
10635,Tony Judt,"The result in all these cities, from Berlin to Stalingrad, was the classic Soviet-era housing solution: mile upon mile of identical gray or brown cement blocks; cheap, poorly-constructed, with no distinguishing architectural features and lacking any aesthetic indulgence (or public facilities).",no,Progressive
