,Unnamed: 0,Author,Quotes,Political Orientation,auto,texicity,rep
727,9943,Stefan Molyneux,One of the best ways of repressing emotions is artificial certainty.,Right,0,one best ways repressing emotions artificial certainty,1
728,9944,Stefan Molyneux,I don't think it is a good mental health practice to fantasize that you know the infinite thoughts of imaginary entities.,Right,0,think good mental health practice fantasize know infinite thoughts imaginary entities,1
729,9945,Stefan Molyneux,The vast majority of people are unthinking prejudice machines.,Right,0,vast majority people unthinking prejudice machines,1
730,9946,Stefan Molyneux,"Yes I pay taxes... There are no ethics in the face of coercion, that is blaming the victim. Focus on the man with the gun, not the man in the crosshairs trying to survive.",Right,0,yes pay taxes ethics face coercion blaming victim focus man gun man crosshairs trying survive,1
731,9947,Stefan Molyneux,There is no key to open the heart of another - except curiosity.,Right,0,key open heart another except curiosity,1
732,9948,Stefan Molyneux,"It’s been easier to convince people to hand over half their income, their children to war, and their freedoms in perpetuity, than to engage them in seriously considering how roads might function in the absence of taxation.",Right,0,easier convince people hand half income children war freedoms perpetuity engage seriously considering roads might function absence taxation,1
733,9949,Stefan Molyneux,"We may not yet know the right way to go, but we should at least stop going in the wrong direction.",Right,0,may yet know right way go least stop going wrong direction,1
734,9950,Stefan Molyneux,"It is really exhausting to live in a dictatorship of 'Me', which is basically a tyranny of others.",Right,0,really exhausting live dictatorship basically tyranny others,1
735,9951,Stefan Molyneux,Conformity to the present is invisibility to the future.,Right,0,conformity present invisibility future,1
736,9952,Stefan Molyneux,"If you have people who treat you badly in your life, they will be a human shield against people who will treat you well. If that’s not true then we should apply it to marriage and start saying to woman who are being put down or beaten, you gotta stay with him because he needs you and he has been your husband for 20 years for heaven sakes. You just have to work to love him more and so on. This is the advice they gave to woman like 200 fucking years ago and it was abusive advice.  I view the parent child relationship (This just not my made up perspective.) it is the least voluntary relationship. At least the woman who got married chose to get married. We don’t choose our parents. The highest standards of behavior are required for parents and no one else. There is no one else whose standards of behavior need be higher than parents and so often parents get away with the lowest possible standards of behavior with regards to their children.",Right,0,people treat badly life human shield people treat well true apply marriage start saying woman put beaten gotta stay needs husband 20 years heaven sakes work love advice gave woman like 200 fucking years ago abusive advice view parent child relationship made perspective least voluntary relationship least woman got married chose get married choose parents highest standards behavior required parents one else one else whose standards behavior need higher parents often parents get away lowest possible standards behavior regards children,1
737,9953,Stefan Molyneux,"Politicians are propaganda, the people with guns are the enforcers and the media is the enthusiastic lapdog who enables the entire behavior and acts as the verbal abuser against those who deviate from nodding their heads at the vast statues of evil that we inherited.",Right,0,politicians propaganda people guns enforcers media enthusiastic lapdog enables entire behavior acts verbal abuser deviate nodding heads vast statues evil inherited,1
738,9954,Stefan Molyneux,"Thus we can see that – at least at the level of economics – democracy is a sort of slow-motion suicide, in which you are told that it is the highest civic virtue to approve of thosewho want to rob you.",Right,0,thus see least level economics democracy sort slow motion suicide told highest civic virtue approve thosewho want rob,1
739,9955,Stefan Molyneux,"The cult of friendship disturbs me. It's like our quality is supposed to be measured by the number of friends we have. For me, it's quite the inverse. When somebody says I'm friends with everyone I just assume they have the spine of your average jellyfish and the integrity of your average soap dish. I have tons of close friends! Ok, then you obviously have no standards. I've slept with lots of people! Good, I will shake your hand from inside this Hazmat suit. It's like you have to have friends or you're nothing, and you gotta have lots of friends, and the more friends you have the more value you have. This Is a way of lowering our standards to fit in. I'm a big fan of quality over quantity. Everyone wants to look at their life like it's a beer commercial they can just climb into. The larger the circle of friends the more alcohol is involved to blind yourself to the fact that you cant stand most of these assholes.",Right,0,cult friendship disturbs like quality supposed measured number friends quite inverse somebody says friends everyone assume spine average jellyfish integrity average soap dish tons close friends ok obviously standards slept lots people good shake hand inside hazmat suit like friends nothing gotta lots friends friends value way lowering standards fit big fan quality quantity everyone wants look life like beer commercial climb larger circle friends alcohol involved blind fact cant stand assholes,1
740,9956,Stefan Molyneux,We raise predators by treating children as prey.,Right,0,raise predators treating children prey,1
741,9957,Stefan Molyneux,"Successful relationships are those relationships were conflicts are successfully resolved and in fact peoples intimacy, closeness, and love are enhanced through the resolution of conflicts. I have always become closer to my wife and to my friends when we have conflicts and work through them successfully because conflicts will always arise. They are an opportunity for intimacy, self-knowledge, and a greater connection.",Right,0,successful relationships relationships conflicts successfully resolved fact peoples intimacy closeness love enhanced resolution conflicts always become closer wife friends conflicts work successfully conflicts always arise opportunity intimacy self knowledge greater connection,1
742,9958,Stefan Molyneux,"Truth has nothing to do with the conclusion, and everything to do with the methodology.",Right,0,truth nothing conclusion everything methodology,1
743,9959,Stefan Molyneux,"There's a huge swath of humanity that has developed verbal abilities to extract resources from guilt-ridden people.They used to be priests, and now they're leftists.",Right,0,huge swath humanity developed verbal abilities extract resources guilt ridden people used priests leftists,1
744,10220,Stefan Molyneux,Accepting necessary conflicts for the sake of improving the lives of children is the only fundamental moral crusade that matters.,Right,0,accepting necessary conflicts sake improving lives children fundamental moral crusade matters,1
745,10221,Stefan Molyneux,"When poverty declines, the need for government declines, which is why expecting government to solve poverty is like expecting a tobacco company to mount an aggressive anti-smoking campaign.",Right,0,poverty declines need government declines expecting government solve poverty like expecting tobacco company mount aggressive anti smoking campaign,1
746,10222,Stefan Molyneux,"What we do not confront, we inhabit.What we do not reject, we accept.What we do not fight, we become.",Right,0,confront inhabit reject accept fight become,1
747,10223,Stefan Molyneux,"Improving the world can be a nasty and ugly and difficult and dangerous business...because when you improve the world, you threaten the entrenched interests of evil people.",Right,0,improving world nasty ugly difficult dangerous business improve world threaten entrenched interests evil people,1
748,10224,Stefan Molyneux,Baseless victimhood is usually the last stage before outright aggression.,Right,0,baseless victimhood usually last stage outright aggression,1
749,10225,Stefan Molyneux,The ones who are insane enough to think that they can rule the world are always the ones who do.,Right,0,ones insane enough think rule world always ones,1
751,10227,Stefan Molyneux,"The degree to which the psychiatric community is complicit with abusive parents in drugging non-compliant children is a war crime across the generations, and there will be a Nuremberg at some point in the future",Right,0,degree psychiatric community complicit abusive parents drugging non compliant children war crime across generations nuremberg point future,1
752,10228,Stefan Molyneux,The ruling classes use broken and smashed up childhoods as weaponised instruments of domination around the world. This is why the government has no incentive to end child abuse; because the government needs abuse victims as enforcers.,Right,0,ruling classes use broken smashed childhoods weaponised instruments domination around world government incentive end child abuse government needs abuse victims enforcers,1
753,10229,Stefan Molyneux,"The genuine values in America arose from rational thought and breaking with tradition, not from blind allegiance to dirt and cloth.",Right,0,genuine values america arose rational thought breaking tradition blind allegiance dirt cloth,1
754,10230,Stefan Molyneux,The paralysis of potential is essential to the manufacturing of victims.,Right,0,paralysis potential essential manufacturing victims,1
755,10231,Stefan Molyneux,"You cannot have an agency that defends your property, which also has the right to violate your property rights at will. That's like hiring a bodyguard that you pay to beat you up randomly.",Right,0,cannot agency defends property also right violate property rights like hiring bodyguard pay beat randomly,1
756,10232,Stefan Molyneux,Irrational expectations are at the root of most human suffering.,Right,0,irrational expectations root human suffering,1
757,10233,Stefan Molyneux,I will feel no guilt on shutting my door to those who didn't listen.,Right,0,feel guilt shutting door listen,1
758,10234,Stefan Molyneux,"Sanity is not about confrontation. It's about filtering. Having a stable and happy life is about saying no to crazy people, not about inviting them in and then hoping that confrontations are going to make them sane.",Right,0,sanity confrontation filtering stable happy life saying crazy people inviting hoping confrontations going make sane,1
759,10235,Stefan Molyneux,Lies don't make you happy. They just make you lie about being happy.,Right,0,lies make happy make lie happy,1
760,10236,Stefan Molyneux,"The move towards the extension of personhood to children is already underway, and is utterly, completely and totally unstoppable!",Right,0,move towards extension personhood children already underway utterly completely totally unstoppable,1
761,10237,Stefan Molyneux,People's expectations of us are almost always who we become.,Right,0,people expectations us almost always become,1
762,10238,Stefan Molyneux,"Fundamentally, you can never be someone else. You can only be less of who you are.",Right,0,fundamentally never someone else less,1
763,10239,Stefan Molyneux,"If you want kids, choose your girlfriend like your future child has the deciding vote.",Right,0,want kids choose girlfriend like future child deciding vote,1
764,10500,Stefan Molyneux,- Government -Free Shit for Idiots,Right,0,government free shit idiots,1
766,10502,Stefan Molyneux,Excuses are a promise of repetition.,Right,0,excuses promise repetition,1
767,10503,Stefan Molyneux,Guilt is a feeling that you owe a debt that you're not paying.,Right,0,guilt feeling owe debt paying,1
768,10504,Stefan Molyneux,"So I'm explaining intrinsic value to my 4 year old daughter - who loves toy cats - and ask her, if she was really thirsty in the desert, whether she would like a bottle of water, or a toy cat, and she tells me that she would like a bottle of water in the shape of a toy cat.Unarguable.",Right,0,explaining intrinsic value 4 year old daughter loves toy cats ask really thirsty desert whether would like bottle water toy cat tells would like bottle water shape toy cat unarguable,1
769,10505,Stefan Molyneux,The continual manufacture of enemies is essential to the growth of the fascist state.,Right,0,continual manufacture enemies essential growth fascist state,1
770,10506,Stefan Molyneux,"For the most part, people strenuously resist any redefinition of morality, because it shakes them to the very core of their being to think that in pursuing virtue they may have been feeding vice, or in fighting vice they may have in fact been fighting virtue.",Right,0,part people strenuously resist redefinition morality shakes core think pursuing virtue may feeding vice fighting vice may fact fighting virtue,1
771,10507,Stefan Molyneux,Vengeance against predators is meals on wheels.,Right,0,vengeance predators meals wheels,1
772,10508,Stefan Molyneux,"Because the state uses violence to achieve its ends, and there is no rational end to the use of violence, states grow until they destroy civilized interactions through the corruption of money, contracts, honesty, family and self-reliance.No state in history has ever been contained.It’s only taken a little more than a century for the US – founded on the idea of limited government, to break the bonds of the constitution, institute the income tax, take control of the money supply and the educational system and begin its catastrophic expansion.",Right,0,state uses violence achieve ends rational end use violence states grow destroy civilized interactions corruption money contracts honesty family self reliance state history ever contained taken little century us founded idea limited government break bonds constitution institute income tax take control money supply educational system begin catastrophic expansion,1
773,10509,Stefan Molyneux,"In the same way Marxism robs workers of ambition, Feminism robs men and women of love.",Right,0,way marxism robs workers ambition feminism robs men women love,1
774,10510,Stefan Molyneux,Tyranny is the wolf cast by the shadows of sheep.,Right,0,tyranny wolf cast shadows sheep,1
775,10511,Stefan Molyneux,To see the farm is to leave it.,Right,0,see farm leave,1
776,10512,Stefan Molyneux,"The three most important words in a relationship are not, 'I love you,' but, 'Tell me more.",Right,0,three important words relationship love tell,1
778,10514,Stefan Molyneux,Anger is the immune system of the soul.,Right,0,anger immune system soul,1
779,10515,Stefan Molyneux,Love is an involuntary response to virtue.,Right,0,love involuntary response virtue,1
780,10516,Stefan Molyneux,Empathy is the sunlight to the vampire of culture.,Right,0,empathy sunlight vampire culture,1
781,10517,Stefan Molyneux,Statism ends with an eye roll.,Right,0,statism ends eye roll,1
782,10518,Stefan Molyneux,"Socialism, or communism as it is sometimes called, is merely a secular religion, where the State becomes a god.",Right,0,socialism communism sometimes called merely secular religion state becomes god,1
783,10519,Stefan Molyneux,"It takes a huge amount of culture to normalize crazy, and of course that's its main focus",Right,0,takes huge amount culture normalize crazy course main focus,1
784,10780,Stefan Molyneux,"Anybody who tries to change society without first examining the family, is trying to push a shadow without moving a statue.",Right,0,anybody tries change society without first examining family trying push shadow without moving statue,1
785,10781,Stefan Molyneux,All money does with an empty heart is allow you to be miserable in style.,Right,0,money empty heart allow miserable style,1
786,10782,Stefan Molyneux,"The war is against children, and all the other wars are just a shadow of the war on children.",Right,0,war children wars shadow war children,1
787,10783,Stefan Molyneux,"If there's more that you can do, then do it. If there's not more that you can do, then be content with what you're doing. But if there is despair, the despair can only be that you can do more. Because when you're doing as much as you can do, you will not feel despair. Because despair is the gap between what you could be doing and what you are doing.",Right,0,content despair despair much feel despair despair gap could,1
788,10784,Stefan Molyneux,Rights are something made up by governments to make you feel like you're buying something with your taxes.,Right,0,rights something made governments make feel like buying something taxes,1
789,10785,Stefan Molyneux,"Nationalism is pimped-out bigotry, designed to provoke a Stockholm Syndrome in the livestock.",Right,0,nationalism pimped bigotry designed provoke stockholm syndrome livestock,1
790,10786,Stefan Molyneux,Democracy is a suggestion box for slaves.,Right,0,democracy suggestion box slaves,1
791,10787,Stefan Molyneux,"July 4, the day we celebrate giving our political masters independence from conscience, morality, consequences for evil doing, and basic social and economic reality.The fireworks are the glowing tears of your children's incinerated futures.Cheer happy slaves - your only chains are your deluded joys. Cheer and sing, because for you, songs of death are easier than questions of life.",Right,0,july 4 day celebrate giving political masters independence conscience morality consequences evil basic social economic reality fireworks glowing tears children incinerated futures cheer happy slaves chains deluded joys cheer sing songs death easier questions life,1
792,10788,Stefan Molyneux,"The principals are quite simple. We can love people who treat us well. We cannot love people who treat us badly because, treating someone badly is not a virtue and we can only love virtue. I don’t think that’s controversial. I mean, there is no marriage therapist that I can imagine in the world who would say to a woman being beaten, humiliated, verbally abused, or completely ignored by her husband, You just need to love him more. You need to work at making him happier. That would be sadistic in the extreme to say to someone. So, in the same way I say, if anyone, I don’t care if they are your priest, god, father, mother, or your Siamese twin cousin coming out of your elbow or ass. I don’t care. If someone is treating you badly, that is not good for you. The solution is not you being so great that you both become better. That’s not a realistic solution.",Right,0,principals quite simple love people treat us well cannot love people treat us badly treating someone badly virtue love virtue think controversial mean marriage therapist imagine world would say woman beaten humiliated verbally abused completely ignored husband need love need work making happier would sadistic extreme say someone way say anyone care priest god father mother siamese twin cousin coming elbow ass care someone treating badly good solution great become better realistic solution,1
793,10789,Stefan Molyneux,To connect is to dissolve the imaginary pyramids of artificial privilege.,Right,0,connect dissolve imaginary pyramids artificial privilege,1
794,10790,Stefan Molyneux,Compassion without discipline is egregious self-sabotage.,Right,0,compassion without discipline egregious self sabotage,1
795,10792,Stefan Molyneux,Ideology is the opposite of philosophy. Philosophy is the curiosity which guides its inquiry according to universal principles. Ideology is a prior prejudice that seeks out an echo-chamber of reaffirming information.,Right,0,ideology opposite philosophy philosophy curiosity guides inquiry according universal principles ideology prior prejudice seeks echo chamber reaffirming information,1
796,10793,Stefan Molyneux,No rules for the rulers is tyranny for the subjects. Freedom for politicians is enslavement for citizens.,Right,0,rules rulers tyranny subjects freedom politicians enslavement citizens,1
797,10794,Stefan Molyneux,"The idea that the State is capable of solving social problems is now viewed with great skepticism - which foretells a coming change.As soon as skepticism is applied to the State, the State falls, since it fails at everything except increasing its power, and so can only survive on propaganda, which relies on unquestioning faith.",Right,0,idea state capable solving social problems viewed great skepticism foretells coming change soon skepticism applied state state falls since fails everything except increasing power survive propaganda relies unquestioning faith,1
798,10795,Stefan Molyneux,Using coercion to drive charity is like using kidnapping to create love.,Right,0,using coercion drive charity like using kidnapping create love,1
799,10796,Stefan Molyneux,"All we think about in the cycle of violence is men. If we miss the oestrogen factor we cannot solve the cycle of violence. We cannot bring peace to the world unless we hold women accountable and morally responsible, particularly for their attacks upon children.",Right,0,think cycle violence men miss oestrogen factor cannot solve cycle violence cannot bring peace world unless hold women accountable morally responsible particularly attacks upon children,1
800,10797,Stefan Molyneux,"Historical definition of a country's borders... ...here's where my murder geography ends and your murder geography begins, at least until I get more murderers to expand my murder-fest.",Right,0,historical definition country borders murder geography ends murder geography begins least get murderers expand murder fest,1
801,10798,Stefan Molyneux,There is no external solution to the problem of insecurity.,Right,0,external solution problem insecurity,1
802,10799,Stefan Molyneux,Pulse proximity is not intimacy.,Right,0,pulse proximity intimacy,2
804,11061,Stefan Molyneux,Government is a gun that shoots money at your enemy and blows up in your face.,Right,0,government gun shoots money enemy blows face,1
805,11062,Stefan Molyneux,"We can very easily see how parents in other cultures simply repeat cultural norms to their children as if those cultural norms were objective truth. Japanese parents teach their children obedience and filial piety; Catholic parents teach their children to drink the blood of their god; Muslim parents teach their children that a man who married a six-year-old girl – and consummated that marriage when she was nine – is the paragon of moral virtue; Western parents teach their children that democracy is the highest ideal; North Korean parents teach their children that the dictator who rules their lives is a sort of secular deity who loves them. The list goes on and on. Virtually every parent in the world believes that she is teaching her child the truth, when she is merely inflicting what may be politely called cultural mythologies on her child. We lie to our children, all the while telling them that lying is wrong. We command our children to think for themselves, all the while repeating the most prejudicial absurdities as if they were objective facts. We tell our children to be good, but we have no idea what goodness really is. We tell our children that conformity is wrong (If everyone jumped off the Empire State building, would you jump too?) but at the same time we are complete slaves to the historical inertia of prior prejudices.",Right,0,easily see parents cultures simply repeat cultural norms children cultural norms objective truth japanese parents teach children obedience filial piety catholic parents teach children drink blood god muslim parents teach children man married six year old girl consummated marriage nine paragon moral virtue western parents teach children democracy highest ideal north korean parents teach children dictator rules lives sort secular deity loves list goes virtually every parent world believes teaching child truth merely inflicting may politely called cultural mythologies child lie children telling lying wrong command children think repeating prejudicial absurdities objective facts tell children good idea goodness really tell children conformity wrong everyone jumped empire state building would jump time complete slaves historical inertia prior prejudices,1
806,11063,Stefan Molyneux,Spiritual: religion without any rules. All the comfort of fictitious friends with none of their demands.,Right,0,spiritual religion without rules comfort fictitious friends none demands,1
807,11064,Stefan Molyneux,Ever wonder why the media never refers to 18 or 19 year old American soldiers as armed teens?,Right,0,ever wonder media never refers 18 19 year old american soldiers armed teens,1
808,11065,Stefan Molyneux,"Honesty requires that we communicate our thoughts and feelings, not our conclusions.",Right,0,honesty requires communicate thoughts feelings conclusions,1
809,11066,Stefan Molyneux,The government is ethics rape in perpetuity,Right,0,government ethics rape perpetuity,1
810,11067,Stefan Molyneux,And this is what we called our childhoods. Little more than a dress rehearsal for adding our digits to the butcher's bill of war.,Right,0,called childhoods little dress rehearsal adding digits butcher bill war,1
811,11068,Stefan Molyneux,"States will invent obscure constructs like white privilege and male privilege because they are convenient to further the state's ends. They are untestable, unmeasurable, and unprovable, but they sound legitimate to those who consider themselves a casualty of society. Despite the lack of evidence, they put the burden on the white male to disprove the accuser. Since no such constructs exist, no method of defense is possible.",Right,0,states invent obscure constructs like white privilege male privilege convenient state ends untestable unmeasurable unprovable sound legitimate consider casualty society despite lack evidence put burden white male disprove accuser since constructs exist method defense possible,1
812,11069,Stefan Molyneux,"When people encounter the free market and they recoil or react negatively to it, they're merely confessing that voluntaryism, trade and negotiation are foreign and threatening to them, which tells you everything about how tragically they were raised.",Right,0,people encounter free market recoil react negatively merely confessing voluntaryism trade negotiation foreign threatening tells everything tragically raised,1
813,11070,Stefan Molyneux,We've got this weird dysgenic situation where we're basically just paying idiots to breed and taxing intelligent people to stay away from each other with anything remotely resembling fertility.,Right,0,got weird dysgenic situation basically paying idiots breed taxing intelligent people stay away anything remotely resembling fertility,1
814,11071,Stefan Molyneux,The word anarchy does not mean no rules. It does not mean kill others for fun. It does not mean no organization. It simply means: without a political leader.,Right,0,word anarchy mean rules mean kill others fun mean organization simply means without political leader,1
815,11072,Stefan Molyneux,The true self is that which is in touch with reality. The false self is the aspects of your personality that are adapted to threats and no longer consciously recognizes either the adaptation or the threat.,Right,0,true self touch reality false self aspects personality adapted threats longer consciously recognizes either adaptation threat,1
816,11073,Stefan Molyneux,"The idea that there is are all these people who are going to make all these great and wise decisions with guns. Because you know all the people who can make the best decisions in the world always want to be armed; because they are really smart, really wise, know exactly what should be done in society so naturally they want lots of guns. You get how insane that is right? The only people who want to force you to do stuff are people who know their ideas are shit to begin with. It's a basic fact of life that anyone who wants to force you to do something means their ideas are shit to begin with. Not a lot of rapists are very good lovers because they don't have to sell quality; they got violence. Everyone is mad at Barack Obama's website from hell but they [the government] don't care because if you don't pay them they will throw you in jail. The people with the best ideas are the most voluntary. The best parents don't beat their children. In fact if you beat your children you are saying 'I'm a shitty parent; I don't know what I'm doing and I'm pretty sadistic.' A rapist is saying I'm not a good boyfriend. Why do we even need to say this? People with guns are saying to your face, 'My ideas suck, I'm a bully, I get a thrill out of power so fucking do what I say or I'll shoot you in the ass.",Right,0,idea people going make great wise decisions guns know people make best decisions world always want armed really smart really wise know exactly done society naturally want lots guns get insane right people want force stuff people know ideas shit begin basic fact life anyone wants force something means ideas shit begin lot rapists good lovers sell quality got violence everyone mad barack obama website hell government care pay throw jail people best ideas voluntary best parents beat children fact beat children saying shitty parent know pretty sadistic rapist saying good boyfriend even need say people guns saying face ideas suck bully get thrill power fucking say shoot ass,1
817,11074,Stefan Molyneux,Good philosophy is always hate speech to evil doers.,Right,0,good philosophy always hate speech evil doers,1
818,11075,Stefan Molyneux,Statism is an unnatural disaster.,Right,0,statism unnatural disaster,1
819,11076,Stefan Molyneux,Can social progress be made without government?It's like saying 'can happiness be achieved without the initiation of violence? Can romance be achieved without rape? Can profitability be achieved without theft? Can economic growth be achieved without the mass indebted enslavement and counterfeiting of the federal reserve?'.,Right,0,social progress made without government like saying happiness achieved without initiation violence romance achieved without rape profitability achieved without theft economic growth achieved without mass indebted enslavement counterfeiting federal reserve,1
820,11077,Stefan Molyneux,"The moment I realised that my history was an excuse for nothing, was the moment I was freed from my history. The great danger of history is that we use it as an excuse and remain trapped in it. I cannot blame my history for anything, and therefore I have to have high standards for myself.",Right,0,moment realised history excuse nothing moment freed history great danger history use excuse remain trapped cannot blame history anything therefore high standards,1
821,11078,Stefan Molyneux,"Being loved means; are disagreements welcome in my relationships? If you cant disagree with someone then you live in a tyranny and if you live in a tyranny then you are only loved to the degree that you erase yourself and conform to the irrational expectations of bullies. That isn't love obviously. Now if somebody in you life demands that you not disagree with them and gets angry, offended, or outraged should you disagree with them then, that person is not a good person. It's pretty narcissistic. It's somebody who does not have the maturity, wisdom, and ego strength to handle, and in fact welcome disagreements.  When people disagree with me as a whole I think it's a great opportunity for learning. People don't want to expose topics that might cause disagreement because, if the disagreement is punished then the illusion of being loved by good people is shattered.",Right,0,loved means disagreements welcome relationships cant disagree someone live tyranny live tyranny loved degree erase conform irrational expectations bullies love obviously somebody life demands disagree gets angry offended outraged disagree person good person pretty narcissistic somebody maturity wisdom ego strength handle fact welcome disagreements people disagree whole think great opportunity learning people want expose topics might cause disagreement disagreement punished illusion loved good people shattered,1
822,11079,Stefan Molyneux,Eye-rolling is not exactly the pinnacle of socratic investigation.,Right,0,eye rolling exactly pinnacle socratic investigation,1
823,11340,Stefan Molyneux,"We already live on the planet of war, we already live on the red planet, and it's a war against children. All the other wars are just the shadows of the war on children.",Right,0,already live planet war already live red planet war children wars shadows war children,1
824,11341,Stefan Molyneux,"Bullying is an attack upon the runts of the litter - the weak of the species, and it is predicated on a lack of bond with the parents. If a child has a secure bond with the parents, that forms a force-field around the child in terms of bullying. If the child does not have a strong bond with the parents, then it's like being separated from the herd - those are the ones who get picked off by the human predators in childhood and adulthood. So keep your contacts as close as you can, they provide an amazing shield against bullies and users.",Right,0,bullying attack upon runts litter weak species predicated lack bond parents child secure bond parents forms force field around child terms bullying child strong bond parents like separated herd ones get picked human predators childhood adulthood keep contacts close provide amazing shield bullies users,1
825,11342,Stefan Molyneux,"Culture makes lies plausible through exposure to time. It makes prejudice seem like physics intergenerationally. It is therefore the most dangerous opponent of philosophy, because it feels the most credible to the average person.",Right,0,culture makes lies plausible exposure time makes prejudice seem like physics intergenerationally therefore dangerous opponent philosophy feels credible average person,1
826,11343,Stefan Molyneux,No mean person is mean all the time. The whole point of being mean is to fluctuate so that you can hold out the hope for someone. So someone will hold out the hope that they're gonna catch you on the sunny side or that you're gonna be nice this time. The tyranny is inconsistency. Somebody thats consistently mean is something that is pretty easy to sort out. The reality is that the meanest people can be wonderful sometimes. That's the whole point of meanness because otherwise it's too obvious. It's the niceness that gets you trapped in the dysfunction. That is the problem and so the fact that you have this belief that there is hope in the relationship is foundational to the dysfunction.,Right,0,mean person mean time whole point mean fluctuate hold hope someone someone hold hope gonna catch sunny side gonna nice time tyranny inconsistency somebody thats consistently mean something pretty easy sort reality meanest people wonderful sometimes whole point meanness otherwise obvious niceness gets trapped dysfunction problem fact belief hope relationship foundational dysfunction,1
827,11344,Stefan Molyneux,The tombstone over the grave of the conscience always reads: Human Nature.,Right,0,tombstone grave conscience always reads human nature,1
828,11345,Stefan Molyneux,"People have this belief that what we believe is the effect of the facts that we’re exposed to, and therefore, if we expose people to different and newer facts, they will change their beliefs. This is not true. […]The contents of people’s minds, the belief systems that they hold, are in no way, shape or form a result of any objective evaluation of information. The prejudices are inherited. They are socially inflicted. They are propagandized in school, in church, in communities, in families. They are reinforced by endless bouts of patriotic media and other sorts of nonsense. People are just an emotional Gordian knot, kaleidoscopic clusterfrack of prior prejudices [which have been] stuffed into their heads and held aloft by the spears of social approval or ostracism. Everybody is prejudiced, almost, and everybody maintains those prejudices for fear of social attack, ostracism, or disapproval.Because people haven’t been reasoned into their beliefs, they can’t be reasoned out of their beliefs, [and] when people have existing prejudices, showing them facts that run counter to those prejudices does not dislodge them. In fact, statistically, it is more likely to make those prejudices stronger.",Right,0,people belief believe effect facts exposed therefore expose people different newer facts change beliefs true contents people minds belief systems hold way shape form result objective evaluation information prejudices inherited socially inflicted propagandized school church communities families reinforced endless bouts patriotic media sorts nonsense people emotional gordian knot kaleidoscopic clusterfrack prior prejudices stuffed heads held aloft spears social approval ostracism everybody prejudiced almost everybody maintains prejudices fear social attack ostracism disapproval people reasoned beliefs reasoned beliefs people existing prejudices showing facts run counter prejudices dislodge fact statistically likely make prejudices stronger,1
829,11346,Stefan Molyneux,"I don’t fundamentally understand why people give a shit about what other people put up their noses or what other people put in their veins or what other people breathe into their lungs. I mean I sort of care like if somebodies an addict it’s very destructive to people around that addict. It’s destructive to themselves. I’d like to get them help. I certainly support that which is to get that person help but, I don’t understand how people wake up and say I have to eradicate drug use across the land. I gotta stick my nose into the business of what other people stick up their nose.  I just find that incomprehensible. I mean, is your life so vacant and so hysterical, so empty, so void of love, care and affection? I can go play with my daughter or I can go and obsessively try and get politicians to throw people in jail for doing things I don’t like. I can’t imagine why people would be choosing option B but, only because they don’t have anyone who loves them or, anyone they care about. They don’t have any rich, significant, important, hobbies, relationships, artistic pursuits or anything rich enough to keep them from obsessing about what other people do or bossing and bulling what other people do. This stick your nose in other people’s business Is so compulsive and epidemic to human society.",Right,0,fundamentally understand people give shit people put noses people put veins people breathe lungs mean sort care like somebodies addict destructive people around addict destructive like get help certainly support get person help understand people wake say eradicate drug use across land gotta stick nose business people stick nose find incomprehensible mean life vacant hysterical empty void love care affection go play daughter go obsessively try get politicians throw people jail things like imagine people would choosing option b anyone loves anyone care rich significant important hobbies relationships artistic pursuits anything rich enough keep obsessing people bossing bulling people stick nose people business compulsive epidemic human society,1
830,11347,Stefan Molyneux,Evil is a confession of inadequacy,Right,0,evil confession inadequacy,1
831,11348,Stefan Molyneux,We have won the time lottery of the last 4 billion years.,Right,0,time lottery last 4 billion years,1
832,11349,Stefan Molyneux,Facts do not fall in the face of discomfort.,Right,0,facts fall face discomfort,1
833,11350,Stefan Molyneux,"When you go with first principles, a giant light goes off in what you think is a city and turns out to be an insane asylum.",Right,0,go first principles giant light goes think city turns insane asylum,1
834,11351,Stefan Molyneux,"You are constantly being trained to be heroic only in the service of your masters - only in slaughter and sacrifice and subjugation. But there is no heroism in serving your masters. Real heroism is questioning why you have masters at all.All these stories, all these fantasies, all these superpowers - are designed to steal heroism from you, to make it impossible, fantastical, remote, and unachievable - and make you useful to your masters (as a hit man, if needed). What is the opposite of this?The opposite of fantasy is philosophy. The opposite of mythology is integrity. And integrity is truth in action.",Right,0,constantly trained heroic service masters slaughter sacrifice subjugation heroism serving masters real heroism questioning masters stories fantasies superpowers designed steal heroism make impossible fantastical remote unachievable make useful masters hit man needed opposite opposite fantasy philosophy opposite mythology integrity integrity truth action,1
835,11352,Stefan Molyneux,"Evil ethicists are the holocaust of humanity; if philosophy can be the instant sunlight to their endless vampirism, it will save more lives than all the doctors who have ever lived.",Right,0,evil ethicists holocaust humanity philosophy instant sunlight endless vampirism save lives doctors ever lived,1
836,11353,Stefan Molyneux,You look back in time to when there was slavery and you think 'how did people even remotely believe that this was a good idea?'.It's incomprehensible for us to think of what the mindset was 100 or 200 years ago. I hope to make the present as incomprehensible to the future as the past is to us.,Right,0,look back time slavery think people even remotely believe good idea incomprehensible us think mindset 100 200 years ago hope make present incomprehensible future past us,1
