created_at,handle,mined_at,retweet_count,text,tweet_id
Sun Sep 30 11:51:49 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486298,11,The Ideas of #NoamChomsky #BBC interview - #Video https://t.co/vgr1Mn6Qy0,1046367006658899968
Sun Sep 30 11:49:33 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486302,59,"For 500 years, since European explorers came, #Latin_American countries had been separated from one another. They h… https://t.co/ldSiOx9qTA",1046366436271288320
Sun Sep 30 11:46:35 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486305,12,#NoamChomsky on Daniel Ellsberg and the Pentagon Papers - #Video https://t.co/YYhN1TWXgs,1046365688456257536
Sun Sep 30 11:44:38 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486309,291,"It's not radical #Islam that worries the US -- it's independence

#NoamChomsky",1046365199152926720
Sun Sep 30 11:43:40 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486312,10,#NoamChomsky - The Tolerated Critics - #Video https://t.co/TCqAiMMAZf,1046364953920311296
Sun Sep 30 11:41:53 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486316,86,"Latin America, for the first time in 500 years, is moving towards a degree of independence.
Noam Chomsky",1046364506748850177
Sat Sep 29 19:47:05 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486319,6,#NoamChomsky's followers around #theworld #► https://t.co/vWHsxy5UYI https://t.co/OHO3r7SWqv,1046124223364829186
Sat Sep 29 19:42:40 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486323,63,Trump's principal policies make clear what's going to happen. This gives an opportunity. Right now it's going to ta… https://t.co/oSlkLmgwXb,1046123112901816320
Sat Sep 29 19:39:41 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486326,13,"Put yourself in the position of a person, sort of an ordinary American, ""I'm a hard-working, god-fearing Christian.… https://t.co/VBi6Ofl78n",1046122358887600129
Sat Sep 29 19:36:24 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486329,34,"If you look at history, even recent history, you see that there is indeed progress. . . . Over time, the cycle is c… https://t.co/wRaBmzeNnm",1046121534786555904
Fri Sep 28 16:14:58 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486333,8,The final part of this series dispels the popular misconception that interest is the structural root of money probl… https://t.co/yy8lJZUYvX,1045708452432158720
Fri Sep 28 16:14:32 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486336,11,The final part of this series dispels the popular misconception that interest is the structural root of money probl… https://t.co/vdB6XQFzCk,1045708346312073216
Fri Sep 28 16:13:54 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486339,12,The final part of this series dispels the popular misconception that interest is the structural root of money probl… https://t.co/hXRkIux4tD,1045708185053646848
Fri Sep 28 16:12:52 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486343,9,The final part of this series dispels the popular misconception that interest is the structural root of money probl… https://t.co/vSbBsJUzyX,1045707927695380487
Thu Sep 27 23:37:16 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486346,73,AMERICAN DISSIDENT: #NOAMCHOMSKY ON THE STATE OF THE EMPIRE https://t.co/LR02kUq12H,1045457376667668480
Thu Sep 27 16:03:16 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486350,153,Money is a new form of slavery and is only distinguishable from the old slavery simply by the fact that it is imper… https://t.co/m0tcFULOvj,1045343120718794752
Thu Sep 27 12:57:37 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486353,12,"Anti-radicalisation strategy lacks evidence base in science
https://t.co/WlSXUlRykN",1045296401012465664
Thu Sep 27 12:39:33 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486357,54,The Living Dead: Three Films About the Power of the Past is a series of films that investigate the way that history… https://t.co/MoUMQ51Iit,1045291853095096320
Tue Sep 25 18:35:00 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486360,21,By comparing the confluence of ideas about modifying behaviour using shock therapy and other forms of sensory depri… https://t.co/ztm56oqXpy,1044656533253103621
Tue Sep 25 18:33:33 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486363,26,By comparing the confluence of ideas about modifying behaviour using shock therapy and other forms of sensory depri… https://t.co/sORJ5QWpF1,1044656165194530820
Tue Sep 25 14:58:36 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486366,209,Money is a new form of slavery and is only distinguishable from the old slavery simply by the fact that it is imper… https://t.co/G1IEdFDpVG,1044602071817900032
Tue Sep 25 00:49:20 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486370,129,Trump’s policies make no sense from a geostrategic perspective. They fall into place on the assumption that he is c… https://t.co/pCkHMdgSj2,1044388348029210624
Tue Sep 25 00:45:59 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486373,12,#NoamChomsky on the Bernie Sanders Campaign https://t.co/Nr1UChGGqk,1044387503661289472
Tue Sep 25 00:43:09 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486377,11,Noam Chomsky vs. William Buckley - Disinterested Relations https://t.co/iXUdDQh1Il,1044386791867002881
Mon Sep 24 12:19:09 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486380,13,#NoamChomsky on #stupidpeople https://t.co/71Gn6aRkrL,1044199556563521536
Mon Sep 24 12:18:05 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486383,23,#NoamChomsky - Israel's Expansion and the Non-Proliferation Treaty https://t.co/8vDZeObAdQ,1044199290992824321
Mon Sep 24 12:17:19 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486387,6,#NoamChomsky - #Surveillance and #Power https://t.co/aZgfSMfCpi,1044199096741957632
Mon Sep 24 12:16:09 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486390,6,#NoamChomsky on #ISIS https://t.co/gA84ZWtThe,1044198801332981761
Mon Sep 24 12:15:09 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486394,12,Noam Chomsky - What Do You Hope For ? https://t.co/QaWsCMSA0f,1044198551318908928
Sun Sep 23 17:13:50 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486397,25,"Since the civil war in Laos was resumed in earnest in 1963, American participation has been veiled in secrecy.
Noam Chomsky",1043911328774131712
Sun Sep 23 17:10:04 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486400,327,There's a very striking fact about the elections which you can't miss if you looked at the red-and-blue electoral m… https://t.co/Z97HD9BRYL,1043910380433682432
Sun Sep 23 16:06:34 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486403,19,"A collection of Noam Chomsky's ideas and analyses. 
 
»►https://t.co/5E6Q8i5HDw https://t.co/UcIV8Q1C1w",1043894400705843200
Sun Sep 23 10:53:32 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486407,107,"#Sugar Coated investigates a once secret public relations campaign, dating back to the 1970s, where the sugar indus… https://t.co/WJPGcvEmfE",1043815625641070592
Sat Sep 22 02:16:59 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486410,51,Noam Chomsky - The Consequences of Your Actions https://t.co/LnseWbCl2C,1043323241648013312
Thu Sep 20 17:25:00 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486413,160,"Clinton, Kennedy, they all carried out mass murder, but they didn't think that that was what they were doing - nor… https://t.co/xeZMv7stPT",1042826974035697665
Thu Sep 20 17:01:09 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486417,19,#Noamchomsky why im not liberal https://t.co/myf75h7VqK,1042820975723769856
Thu Sep 20 16:55:06 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486420,35,"The people we call the prophets I think are the earliest dissident intellectuals, and they're treated like most dis… https://t.co/yJRnpWCVbJ",1042819453216542729
Thu Sep 20 16:42:39 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486424,9,One substitute for the disappearing Evil Empire (The Soviet Union) has been the threat of drug traffickers from Lat… https://t.co/pdmGVYLPGV,1042816320209924108
Thu Sep 20 16:41:38 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486427,694,"It is only in folk tales, children's stories, and the journals of intellectual opinion that power is used wisely an… https://t.co/FwAzCd8m67",1042816060829917190
Thu Sep 20 16:41:27 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486431,9,Noam Chomsky on the war against ISIL - Video Dailymotion https://t.co/aFb3uF36dX,1042816015955120129
Wed Sep 19 18:24:58 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486434,46,"#Blowing_Bubbles 
Why do stock markets produce bubbles and busts? In this episode, we go back to the origins of the… https://t.co/3BX0WVl6CN",1042479679867957256
Wed Sep 19 18:21:47 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486438,177,"Bailouts, stimulus packages, debt piled upon debt—where will it all end? How did we get into a situation where ther… https://t.co/lwt2gWOa6X",1042478878114164737
Mon Sep 17 15:11:19 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486441,50,"Human Bondage 
How did finance become the realm of the ruling class? Through the rise of the bond market in Renaiss… https://t.co/l66QfjLlYA",1041706171105792005
Mon Sep 17 15:09:43 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486444,138,"Bailouts, stimulus packages, debt piled upon debt—where will it all end? How did we get into a situation where ther… https://t.co/pFMnML554H",1041705769190793216
Mon Sep 17 11:37:21 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486448,20,"In the literal sense, there has been no relevant evolution since the trek from Africa. But there has been substanti… https://t.co/hkyF455w8g",1041652322668109824
Mon Sep 17 11:36:08 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486451,32,"""Through much of its history, the US did not have high inequality as compared with Europe. Less so, in fact. That b… https://t.co/UNghOe652q",1041652017004011520
Sun Sep 16 16:55:21 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486454,117,"For millions of people, the global economic collapse has generated curiosity about how money systems actually work,… https://t.co/smM7kgxA0y",1041369962525413376
Sun Sep 16 16:22:46 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486458,378,Money is a new form of slavery and is only distinguishable from the old slavery simply by the fact that it is imper… https://t.co/NN8sJadkNp,1041361761096613888
Sat Sep 15 16:36:40 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486461,76,Part one explains the workings of the modern money system by explores the foundations of fractional-reserve banking… https://t.co/zhjiy3qBfA,1041002872131993600
Wed Sep 12 18:21:57 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486464,303,Money is a new form of slavery and is only distinguishable from the old slavery simply by the fact that it is imper… https://t.co/XaJQvK3488,1039942206591787008
Wed Sep 12 18:18:43 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486468,37,"I think the press, by and large, is what we call ""liberal"". But of course what we call ""liberal"" means well to the… https://t.co/6B4TetUDak",1039941392326426630
Wed Sep 12 18:18:18 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486471,26,"Whenever there is injustice, oppression, aggression, violence, it's standard for it to be supported by those we now… https://t.co/iQOudh1n24",1039941287141691393
Wed Sep 12 18:17:47 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486475,14,"When something like this [2003 invasion of Iraq] takes place, the international law professionals have a complicate… https://t.co/8HC12lWzhH",1039941156627525632
Wed Sep 12 18:17:21 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486478,18,"The neo-cons constitute a radical reactionary fringe of the planning spectrum, but the spectrum is narrow.
Noam Chomsky",1039941046711595009
Wed Sep 12 18:17:03 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486481,1,"Thanh Hoa itself is a rich agricultural province. Rice fields, a pattern of many shades of green, stretch far into… https://t.co/dEiYBp1219",1039940972237516807
Tue Sep 11 12:26:28 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486485,52,Globesity exposes the explosion of global obesity by following how fast food corporations have infiltrated countrie… https://t.co/9KgeqbB9FH,1039490355606024192
Tue Sep 11 12:15:37 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486488,84,"The microbeads of plastic contained in #cosmetics, shower gels, #soaps, toothpastes, and many other ""products, of c… https://t.co/zWyGNw2C2f",1039487627915870209
Sat Sep 08 16:16:39 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486492,60,The Collapse of The American Dream Explained in Animation https://t.co/nAjEFzhLBj,1038461121051734016
Sat Sep 08 16:04:12 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486496,42,"#NoamChomsky's followers around #theworld #► https://t.co/vWHsxy5UYI
@noamchomskyT @democracynow @FreeWilllT… https://t.co/ftn4cv2IPD",1038457985457111048
Sat Sep 08 16:02:19 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486499,13,#NoamChomsky on Clinton vs Sanders https://t.co/qP6llaeibu,1038457514667532288
Sat Sep 08 16:00:33 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486502,9,#NWO - #NoamChomsky - On the Ideology of the #New_World_Order - 11.14 - Achieving change https://t.co/3WNMIgaDKR,1038457068666200068
Sat Sep 08 15:56:21 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486506,107,@noamchomskyT #noamchomsky https://t.co/dTTC2cIuly,1038456011605073920
Sat Sep 08 15:46:53 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486509,8,#NoamChomsky - The Institutional Structure https://t.co/kS1zk23e38,1038453631618564096
Sat Sep 08 15:45:39 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486512,20,"A ""best of"" compilation of Chomsky's ideas and analyses
»►. https://t.co/sfoZE6C7kg",1038453317838548992
Fri Sep 07 22:09:49 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486516,49,"Take any country that has laws against hate crimes, inspiring hatred and genocide and so on. The first thing they w… https://t.co/EAySyISxXT",1038187611775553536
Fri Sep 07 22:01:50 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486519,63,"Greece's 'left' gvt incarcerates 1000s of wretched refugees in vile camps on Lesbos, but issues 1000s of 'golden' S… https://t.co/3ol4Vg9Wrd",1038185601764401154
Fri Sep 07 21:24:22 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486522,17,#NoamChomsky - Corporate Attack on Education P4 https://t.co/uxLJt0n4Jz,1038176171748409344
Fri Sep 07 21:23:31 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486525,8,#NoamChomsky - Corporate Attack on Education P3 https://t.co/YyQRbOPUQh,1038175959583739905
Fri Sep 07 21:22:50 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486529,7,#NoamChomsky - Corporate Attack on Education P2 https://t.co/yF8i1QaZUU,1038175788095418373
Fri Sep 07 21:21:36 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486532,16,#NoamChomsky - Corporate Attack on Education P1 https://t.co/A7DjnfLADO,1038175474957123584
Fri Sep 07 21:19:08 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486535,13,#NoamChomsky Freedom of Speech in France https://t.co/uhn6o7RetN,1038174855294865410
Wed Sep 05 13:37:07 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486539,16,"#NoamChomsky on #Latin_America, #Social_Movements, #Neo_Liberalism &amp; #Free_Trade_Agreement https://t.co/6IfLzVvtvN",1037333809346301957
Wed Sep 05 13:35:22 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486542,7,"#NoamChomsky on #Education, #Student_Activism &amp; #Democracy https://t.co/ePsquCg3Pw",1037333366859882497
Wed Sep 05 13:34:04 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486546,28,"#NoamChomsky on The Left, Class, Racism, Xenophobia and the Right https://t.co/j33Nn4TRRP",1037333041184686083
Wed Sep 05 13:32:39 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486549,14,#NoamChomsky on #Freedom of Speech and #Anti_Fascism https://t.co/cgt5ZDo7J9,1037332686283710464
Wed Sep 05 13:27:52 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486552,18,"Noam Chomsky on Nazi Collaboration in France, Italy, Greece &amp; the Netherlands 
https://t.co/mnGlfop2ls https://t.co/mnGlfop2ls",1037331482199687168
Wed Sep 05 13:23:02 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486556,9,#NoamChomsky on French Intellectual Culture &amp; Post-Modernism https://t.co/R2Udza8SIC,1037330263347482626
Wed Sep 05 13:22:07 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486559,7,"#NoamChomsky on Enlightenment, Classical #Liberalism, Anarchism https://t.co/WFGjf8YREj",1037330034967695360
Wed Sep 05 13:21:22 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486563,23,#NoamChomsky on Disconnect of Left Intellectuals from Working People https://t.co/UT3EkC5Ltl,1037329844101701639
Fri Aug 31 15:57:37 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486566,25,#NoamChomsky - Bakunin’s Predictions https://t.co/FTFecVMbNB,1035557227963273216
Thu Aug 30 23:07:35 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486570,35,Naomi Klein and Stephen Zunes 'Taking On The Empire' https://t.co/N87oAMOPQk,1035303045205315584
Wed Aug 29 12:04:23 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486573,554,The basic idea which runs right through modern history and modern liberalism is that the public has got to be margi… https://t.co/pSgcho7dk2,1034773757267779586
Wed Aug 29 12:02:58 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486576,4,"I had relatives in New York City who I stayed with. And in those days, the area from Union Square down Fourth Avenu… https://t.co/vuaEiMpKiV",1034773400814841856
Wed Aug 29 11:03:17 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486580,11,#NoamChomsky on #humanitarian_intervention https://t.co/bPnPeXR6ln,1034758380412432385
Tue Aug 28 23:05:22 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486583,177,The costs of the Bush-Obama wars in Iraq and Afghanistan are now estimated to run as high as $4.4 trillion - a majo… https://t.co/46t7jpXsv2,1034577709400313856
Tue Aug 28 23:04:59 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486587,225,"In fact, it's doing it all over the world. Obama, first of all, is running the biggest terrorist operation that exi… https://t.co/YVA7vnBYEd",1034577614785204225
Thu Aug 16 17:54:33 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486590,242,"All over the place, from the popular culture to the propaganda system, there is constant pressure to make people fe… https://t.co/R4uwuic7Dd",1030150835085434880
Thu Aug 16 17:52:33 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486594,785,The most effective way to restrict democracy is to transfer decision-making from the public arena to unaccountable… https://t.co/jud1frff2Q,1030150333660581894
Thu Aug 16 17:52:09 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486597,101,"The general public are not even aware of major decisions that will determine their fate, hence are in no position t… https://t.co/zZLe5rNY5P",1030150231206359047
Thu Aug 16 17:51:07 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486600,104,"In our society, real power does not happen to lie in the political system, it lies in the private economy: that’s w… https://t.co/wvRmJqXqsS",1030149974934388736
Wed Aug 15 15:08:06 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486603,12,#NoamChomsky - #Postmodernism https://t.co/FQFWykQyQn,1029746561373351936
Wed Aug 15 15:07:00 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486607,7,#NoamChomsky - The U.S. Economy https://t.co/CN8hdd83Bs,1029746283127480320
Wed Aug 15 15:05:36 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486610,8,#NoamChomsky Free Trade Agreements https://t.co/D4KDtmzCIR,1029745931187568640
Wed Aug 15 15:03:32 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486613,30,The United States of Secrets chronologically accounts the Bush administration’s embrace of illegal and widespread d… https://t.co/0UjT9HLhGR,1029745409831395328
Wed Aug 15 15:01:19 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486617,33,#NoamChomsky - The youth and the mass #media's false reality and #history https://t.co/PaTfyk1yKd,1029744853201108993
Mon Aug 13 13:01:41 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486620,47,"#NoamChomsky 'Advertising, Consumerism, and Human Nature' https://t.co/1E7Ml6ZH5R",1028989972148367361
Mon Aug 13 12:50:06 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486623,60,#NoamChomsky : Trump Is A Clown https://t.co/jTLrPkGMzH,1028987058071760896
Mon Aug 13 12:49:07 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486627,35,#NoamChomsky- Today's America is the Soviet Union 2.0 https://t.co/Kw9Q2lx1nX,1028986808439328770
Wed Aug 08 14:31:46 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486630,71,"The cartoon film which reproduced an atomic bombing situation. 
August 6th Hiroshima in 1945
https://t.co/0Xo74SMKGl",1027200700391088128
Wed Aug 08 10:00:28 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486634,3,https://t.co/C8Ald9nW4I,1027132426827509763
Tue Aug 07 14:16:37 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486637,74,This short video explores how the online world has overwhelmingly become the popular outlet for public rage by brie… https://t.co/0Ho35twydZ,1026834503493447682
Tue Aug 07 14:13:33 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486641,13,The Empire Files- Noam Chomsky on Electing The President of an Empire - Video Dailymotion https://t.co/ESCoxHPAZJ,1026833731896655872
Tue Aug 07 14:12:55 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486644,17,Noam Chomsky on Electing The President of an Empire - The Empire Files - Video Dailymotion https://t.co/pRClzEXdj9,1026833571464601603
Tue Aug 07 14:12:23 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486648,12,The Ideas of #NoamChomsky BBC interview https://t.co/vgr1Mn6Qy0,1026833434424107008
Tue Aug 07 13:47:40 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486651,1,https://t.co/nCy2IgMaYO,1026827216733315073
Tue Aug 07 13:46:50 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486655,15,#NoamChomsky on Daniel Ellsberg and the Pentagon Papers https://t.co/YYhN1TWXgs,1026827006032465920
Fri Aug 03 17:28:56 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486658,994,"Nobody is going to pour truth into your brain. It's something you have to find out for yourself.
#NoamChomsky",1025433350218108929
Fri Aug 03 17:04:28 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486662,19,"American linguist, philosopher, cognitive scientist, historian, social critic, and political activist. Sometimes de… https://t.co/54CkKi6Qz3",1025427190089965568
Fri Aug 03 16:58:33 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486665,57,"This short film uses the history and figure of the Murdoch media empire as a vast invasive machine, to draw paralle… https://t.co/UtSeabP6oJ",1025425700545814529
Fri Aug 03 16:54:10 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486668,8,"#NoamChomsky on 'The So-Called Rise of China'
https://t.co/KAKhV9WpoR https://t.co/KAKhV9WpoR",1025424597909422081
Fri Aug 03 16:51:28 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486671,33,Wealth Inequality in America https://t.co/KOpn9zcNYJ,1025423918927101955
Fri Aug 03 16:47:52 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486675,92,#NoamChomsky on the Resurgence of Political Authoritarianism https://t.co/c8DrT1QNIN,1025423011808194560
Fri Aug 03 16:46:07 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486679,25,"#NoamChomsky- If #Nuclear_War Doesn't Get Us, #Climate_Change Will https://t.co/bvLfEvqJD2",1025422571473395712
Fri Aug 03 16:37:37 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486682,61,Television - Weapon of Mass Persuasion - #MindControl https://t.co/J9fObw7aIc,1025420433594691587
Wed Aug 01 11:48:30 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486686,28,"Join and discuss with #NoamChomsky's followers around #theworld (public group)
 #► https://t.co/vWHsxy5UYI https://t.co/15QywF8mnP",1024622901159514112
Fri Jul 27 10:27:39 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486689,90,Obey is a video essay based on the book “Death of the Liberal Class” by author and journalist Chris Hedges. The fil… https://t.co/mZqq0m9Etr,1022790613417242626
Fri Jul 27 10:24:31 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486693,241,Money is a new form of slavery and is only distinguishable from the old slavery simply by the fact that it is imper… https://t.co/UEVok3GtRB,1022789823617290240
Fri Jul 27 10:22:25 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486696,41,"For millions of people, the global economic collapse has generated curiosity about how money systems actually work,… https://t.co/QtT9aVZbQr",1022789296032493569
Fri Jul 27 10:18:21 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486699,350,"Everybody's worried about stopping terrorism. Well, there's a really easy way: stop participating in it.
Noam Choms… https://t.co/yLDLozirFT",1022788272567869440
Fri Jul 27 10:14:37 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486703,29,"If you have to control people, you have to have an administrative force that does it. So in U.S. industry, even mor… https://t.co/Ue3hBtv4fm",1022787334792785920
Fri Jul 27 10:13:34 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486706,14,"In Egypt the neoliberal programs have meant statistical growth, like right before the Arab Spring, Egypt was a kind… https://t.co/dqteixxY1i",1022787070425812992
Thu Jul 26 09:49:24 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486709,18,"#noamchomsky
https://t.co/Y0cVHPbklr",1022418599854714880
Thu Jul 26 09:47:55 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486713,5,"#noamchomsky
https://t.co/Sk9MRJ96Ce",1022418227513700352
Thu Jul 26 09:47:15 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486716,8,"#noamchomsky
https://t.co/mIAHgMyM26",1022418057812234241
Thu Jul 26 09:46:41 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486719,10,"#noamchomsky
https://t.co/GVz37dv0Cr",1022417915704995840
Thu Jul 26 09:44:32 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486723,10,"#noamchomsky
https://t.co/97OVsOalLt",1022417376380375040
Thu Jul 26 09:43:58 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486726,7,"#noamchomsky
https://t.co/1E7Ml6ZH5R",1022417231400116224
Thu Jul 26 09:43:26 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486730,7,"#noamchomsky
https://t.co/mRVsBXnBwa",1022417096309977088
Thu Jul 26 09:42:58 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486733,9,"#noamchomsky
https://t.co/1IMAbRT2bL",1022416981994233856
Wed Jul 25 13:16:19 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486737,13,"#NoamChomsky on humanitarian intervention in an interview with teleSUR 

https://t.co/bPnPeXR6ln https://t.co/bPnPeXR6ln",1022108283669237761
Wed Jul 25 12:48:49 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486740,5,"#NoamChomsky ""On Western Terrorism"" 3
https://t.co/Tt1ykbJIxV https://t.co/Tt1ykbJIxV",1022101362644066304
Wed Jul 25 12:47:53 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486744,6,"#NoamChomsky On Western Terrorism 2
https://t.co/1sWdbAP1CA https://t.co/1sWdbAP1CA",1022101127976968192
Wed Jul 25 12:43:58 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486747,314,"You can’t have meaningful political democracy without functioning economic democracy.
#NoamChomsky",1022100141325668352
Wed Jul 25 12:31:54 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486750,146,The United States is unusual among the industrial democracies in the rigidity of the system of ideological control… https://t.co/mskKqYsJWM,1022097106662768640
Wed Jul 25 12:27:53 +0000 2018,Noam Chomsky,2019-05-04 22:38:32.486754,7,#NoamChomsky on #ManuelNoriega https://t.co/CU2OgYXkv1,1022096095361605633
