Quotes,Author,Political Orientation
"Wherever an impact can be eliminated by dropping the activity that causes it, this is therefore the best-indeed the only truly good-solution.",Peter Drucker,Moderate
The manager is a servant. His master is the institution he manages and his first responsibility must therefore be to it.,Peter Drucker,Moderate
We do not need more laws. No country suffers from a shortage of laws. We need a new model.,Peter Drucker,Moderate
The worker's effectiveness is determined largely by the way he is being managed.,Peter Drucker,Moderate
"To be a manager requires more than a title, a big office, and other outward symbols of rank. It requires competence and performance of a high order.",Peter Drucker,Moderate
A superior who works on his own development sets an almost irresistible example.,Peter Drucker,Moderate
The purpose of an organization is to enable common men to do uncommon things.,Peter Drucker,Moderate
"Executives do many things in addition to making decisions. But only executives make decisions. The first managerial skill is, therefore, the making of effective decisions.",Peter Drucker,Moderate
One has to make a decision when a condition is likely to degenerate if nothing is done.,Peter Drucker,Moderate
"Communication is always ""propaganda."" The emitter always wants ""to get something across.""",Peter Drucker,Moderate
"The tool user, provided the tool is made well, need not, and indeed should not, know anything about the tool.",Peter Drucker,Moderate
The first organization structure in the modern West was laid down in the canon law of the Catholic Church eight hundred years ago.,Peter Drucker,Moderate
"One reason for the tremendous increase in health-care costs in the U.S. is managerial neglect of the ""hotel services"" by the people who dominate the hospital, such as doctors and nurses.",Peter Drucker,Moderate
The rule should be to minimize the need for people to get together to accomplish anything.,Peter Drucker,Moderate
"Top management as a function and as a structure was first developed by Georg von Siemens (1839-1901) in Germany between 1870 and 1880, when he designed and built the Deutsche Bank and made it, within a very few years, into continental Europe's leading and most dynamic financial institution.",Peter Drucker,Moderate
There is a point at which a transformation has to take place.,Peter Drucker,Moderate
"""Value added"" is a meaningless concept for a retail business , for a bank, for a life insurance company, and for any other business which is not primarily engaged in manufacturing.",Peter Drucker,Moderate
"Absolute size by itself is no indicator of success and achievement, let alone of managerial competence. Being the right size is.",Peter Drucker,Moderate
"Engineers speak half–jokingly about Murphy's Law: "" If anything can go wrong, it will."" But complexity stands under a second law as well. Let me call it Drucker's law: ""If one thing goes wrong, everything else will, and at the same time.""",Peter Drucker,Moderate
There is a point of complexity beyond which a business is no longer manageable.,Peter Drucker,Moderate
"Financial ""synergy""  is a will-o'-the-wisp.It looks good on paper, but it fails to work out in practice.",Peter Drucker,Moderate
"The world political system is till based on the concept of the national sovereign state. For the first time therefore, in three hundred years economy and sovereignty are becoming divorced from each other.",Peter Drucker,Moderate
Organizationally what is required - and evolving - is systems management.,Peter Drucker,Moderate
"Growth as a goal, to repeat, is delusion. William James, the American philosopher, talked of the ""bitch goddess success."" A philosopher of business today might well talk of the ""bitch goddess growth.""",Peter Drucker,Moderate
"There is every indication that the period ahead will be an innovative one, one of rapid change in technology, society, economy, and institutions.",Peter Drucker,Moderate
"One of the great movements in my lifetime among educated people is the need to commit themselves to action. Most people are not satisfied with giving money; we also feel we need to work. That is why there is an enormous surge in the number of unpaid staff, volunteers. The needs are not going to go away. Business is not going to take up the slack, and government cannot.",Peter Drucker,Moderate
"Sören Kierkegaard has another answer: human existence is possible as existence not in despair, as existence not in tragedy; it is possible as existence in faith... Faith is the belief that in God the impossible is possible, that in Him time and eternity are one, that both life and death are meaningful.",Peter Drucker,Moderate
"For the social ecologist language is not ""communication.""  It is not just ""message.""  It is substance.  It is the cement that holds humanity together.  It creates community and communication. ...Social ecologists need not be ""great"" writers; but they have to be respectful writers, caring writers.",Peter Drucker,Moderate
"That people even in well paid jobs choose ever earlier retirement is a severe indictment of our organizations -- not just business, but government service, the universities. These people don't find their jobs interesting.",Peter Drucker,Moderate
"...what's absolutely unforgivable is the financial benefit top management people get for laying off people.  There is no excuse for it.  No justification.  This is morally and socially unforgivable, and we will pay a heavy price for it.",Peter Drucker,Moderate
"Thirty years from now the big university campuses will be relics. Universities won't survive. It's as large a change as when we first got the printed book.  Do you realize that the cost of higher education has risen as fast as the cost of health care? And for the middle-class family, college education for their children is as much of a necessity as is medical care—without it the kids have no future.  Such totally uncontrollable expenditures, without any visible improvement in either the content or the quality of education, means that the system is rapidly becoming untenable. Higher education is in deep crisis.",Peter Drucker,Moderate
"Universities won't survive. The future is outside the traditional campus, outside the traditional classroom. Distance learning is coming on fast.",Peter Drucker,Moderate
"...human beings need community. If there are no communities available for constructive ends, there will be destructive, murderous communities... Only the social sector, that is, the nongovernmental, nonprofit organization, can create what we now need, communities for citizens... What the dawning 21st century needs above all is equally explosive growth of the nonprofit social sector in building communities in the newly dominant social environment, the city.",Peter Drucker,Moderate
"...all earlier pluralist societies destroyed themselves because no one took care of the common good. They abounded in communities but could not sustain community, let alone create it.",Peter Drucker,Moderate
"Knowing Yourself ...We also seldom know what gifts we are not endowed with. We will have to learn where we belong, what we have to learn to get the full benefit from our strengths, where our weaknesses lie, what our values are. We also have to know ourselves temperamentally: ""Do I work well with people, or am I a loner? What am I committed to? And what is my contribution?""",Peter Drucker,Moderate
"...the information revolution. Almost everybody is sure ...that it is proceeding with unprecedented speed; and ...that its effects will be more radical than anything that has gone before. Wrong, and wrong again. Both in its speed and its impact, the information revolution uncannily resembles its two predecessors ...The first industrial revolution, triggered by James Watt's improved steam engine in the mid-1770s...did not produce many social and economic changes until the invention of the railroad in 1829 ...Similarly, the invention of the computer in the mid-1940s, ...it was not until 40 years later, with the spread of the Internet in the 1990s, that the information revolution began to bring about big economic and social changes. ...the same emergence of the “super-rich” of their day, characterized both the first and the second industrial revolutions. ...These parallels are close and striking enough to make it almost certain that, as in the earlier industrial revolutions, the main effects of the information revolution on the next society still lie ahead.",Peter Drucker,Moderate
"This new knowledge economy will rely heavily on knowledge workers. ...the most striking growth will be in “knowledge technologists:” computer technicians, software designers, analysts in clinical labs, manufacturing technologists, paralegals. ...They are not, as a rule, much better paid than traditional skilled workers, but they see themselves as “professionals.” Just as unskilled manual workers in manufacturing were the dominant social and political force in the 20th century, knowledge technologists are likely to become the dominant social—-and perhaps also political—-force over the next decades.",Peter Drucker,Moderate
"Once a year ask the boss, ""What do I or my people do that helps you to do your job?"" and ""What do I or my people do that hampers you?""",Peter Drucker,Moderate
"The subordinate's job is not to reform or reeducate the boss, not to make him conform to what the business schools or the management book say bosses should be like.  It is to enable a particular boss to perform as a unique individual.",Peter Drucker,Moderate
A manager's task is to make the strengths of people effective and their weakness irrelevant - and that applies fully as much to the manager's boss as it applies to the manager's subordinates,Peter Drucker,Moderate
"Keep the boss aware. Bosses, after all, are held responsible by their own bosses for the performance of their subordinates. They must be able to say: ""I know what Anne [or John] is trying to do.""",Peter Drucker,Moderate
Never underrate the boss! The boss may look illiterate. He may look stupid. But there is no risk at all in overrating a boss. If you underrate him he will bitterly resent it or impute to you the deficiency in brains and knowledge you imputed to him.,Peter Drucker,Moderate
"The postwar [WWII] GI Bill of Rights - and the enthusiastic response to  it on the part of America's veterans - signaled the shift to the knowledge society. Future historians may consider it the most important event of the twentieth century.We are clearly in the midst of this transformation; indeed, if history is any guide, it will not be completed until 2010 or 2020. But already it has changed the political, economic and moral landscape of the world.",Peter Drucker,Moderate
"That knowledge has become the resource, rather than a resource, is what makes our society ""post-capitalist.",Peter Drucker,Moderate
"In the 1950s, industrial workers had become the largest single group in every developed country, and unionized industrial workers in mass-production industry (which was then dominant everywhere) had attained upper-middle-class income levels. They had extensive job security, pensions, long paid vacations, and comprehensive unemployment insurance or ""lifetime employment."" Above all, they had achieved political power... Thirty-five years later, in 1990, industrial workers and their unions were in retreat. They had become marginal in numbers. Whereas industrial workers who make or move things had accounted for two fifths of the American work force in the 1950s, they accounted for less than one fifth in the early 1990s--that is, for no more than they had accounted for in 1900, when their meteoric rise began...  By the year 2000 or 2010, in every developed free-market country, industrial workers will account for no more than an eighth of the work force. Union power has been declining just as fast... By the year 2000 or 2010, in every developed free-market country, industrial workers will account for no more than an eighth of the work force. Union power has been declining just as fast.",Peter Drucker,Moderate
"The newly emerging dominant group is ""knowledge workers."" The very term was unknown forty years ago. (I coined it in a 1959 book, Landmarks of Tomorrow.) By the end of this century knowledge workers will make up a third or more of the work force in the United States--as large a proportion as manufacturing workers ever made up, except in wartime. The majority of them will be paid at least as well as, or better than, manufacturing workers ever were. And the new jobs offer much greater opportunities.",Peter Drucker,Moderate
"Increasingly, politics is not about ""who gets what, when, how"" but about values, each of them considered to be absolute. Politics is about ""the right to life""...It is about the environment.  It is about gaining equality for groups alleged to be oppressed...None of these issues is economic.  All are fundamentally moral.",Peter Drucker,Moderate
"This society in which knowledge workers dominate is in danger of a new ""class conflict"" between the large minority of knowledge workers and the majority of workers who will make their livings through traditional ways, either by manual work... or by service work. The productivity of knowledge work - still abysmally low - will predictably become the economic challenge of the knowledge society.  On it will depend the ability of the knowledge society to give decent incomes, and with them dignity and status, to non knowledge people.",Peter Drucker,Moderate
I think the growth industry of the future in this country and the world will soon be the continuing education of adults. ...I think the educated person of the future is somebody who realizes the need to continue to learn.  That is the new definition and it is going to change the world we live in and work in.,Peter Drucker,Moderate
"I would hope that American managers - indeed, managers worldwide - continue to appreciate what I have been saying almost from day one: that management is so much more than exercising rank and privilege, that it is much more than ""making deals."" Management affects people and their lives.",Peter Drucker,Moderate
"Almost nobody in the peace camp will stand up and say that Saddam Hussein is not a fundamental problem for the world. Almost nobody in that camp is willing even to describe what the world will look like if the peace camp's advice is taken and Saddam is permitted to remain in power in Baghdad, working away on his biological, chemical, and nuclear weapons programs... They are playing culture war, and they are disguising their eruptions as position-taking on Iraq, a country about which they haven't even taken the trouble to inform themselves. … For most in the peace camp, there is only the fog. The debate is dominated by people who don't seem to know about Iraq and don't care. Their positions are not influenced by the facts of world affairs.",David Brooks (journalist),Moderate
"As good, naive Americans, we think that if only we can show the world the seriousness of the threat Saddam poses, then they will embrace our response. In our good, innocent way, we assume that in persuading our allies we are confronted with a problem of understanding. But suppose we are confronted with a problem of courage? Perhaps the French and the Germans are simply not brave enough to confront Saddam. Or suppose we are confronted with a problem of character? Perhaps the French and the Germans understand the risk Saddam poses to the world order. Perhaps they know that they are in danger as much as anybody. They simply would rather see American men and women--rather than French and German men and women--dying to preserve their safety. Far better, from this cynical perspective, to signal that you will not take on the terrorists--so as to earn their good will amidst the uncertain times ahead.",David Brooks (journalist),Moderate
"I do suspect that the decision to pursue this confrontational course emerges from Bush's own nature. He is a man of his word. He expects others to be that way too. It is indisputably true that Saddam has not disarmed. If people are going to vote against a resolution saying Saddam has not disarmed then they are liars. Bush wants them to do it in public, where history can easily judge them. Needless to say, neither the French nor the Russians nor the Chinese believe that honesty has anything to do with diplomacy. They see the process through an entirely different lens.",David Brooks (journalist),Moderate
"So now we stand at an epochal moment. The debate is over. The case has gone to the jury, and the jury is history. Events will soon reveal who was right, Bush or Chirac.",David Brooks (journalist),Moderate
"The political history of the 20th century is the history of social-engineering projects executed by well-intentioned people that began well and ended badly. There were big errors like communism, but also lesser ones, like a Vietnam War designed by the best and the brightest, urban renewal efforts that decimated neighborhoods, welfare policies that had the unintended effect of weakening families and development programs that left a string of white elephant projects across the world.These experiences drove me toward the crooked timber school of public philosophy: Michael Oakeshott, Isaiah Berlin, Edward Banfield, Reinhold Niebuhr, Friedrich Hayek, Clinton Rossiter and George Orwell. These writers — some left, some right — had a sense of epistemological modesty. They knew how little we can know. They understood that we are strangers to ourselves and society is an immeasurably complex organism. They tended to be skeptical of technocratic, rationalist planning and suspicious of schemes to reorganize society from the top down.",David Brooks (journalist),Moderate
Our moral and economic system is based on individual responsibility. It’s based on the idea that people have to live with the consequences of their decisions. This makes them more careful deciders. This means that society tends toward justice — people get what they deserve as much as possible.,David Brooks (journalist),Moderate
"The nation’s economy is not just the sum of its individuals. It is an interwoven context that we all share. To stabilize that communal landscape, sometimes you have to shower money upon those who have been foolish or self-indulgent. The greedy idiots may be greedy idiots, but they are our countrymen. And at some level, we’re all in this together. If their lives don’t stabilize, then our lives don’t stabilize.",David Brooks (journalist),Moderate
The message of the summoned life is that you don’t need to panic if you don’t yet know what you want to do with your life. But you probably want to throw yourselves into circumstances where the summons will come.,David Brooks (journalist),Moderate
"...list of different spheres of her life: reflection, creativity, community, intimacy, and service.",David Brooks (journalist),Moderate
Britain is blessed with a functioning political culture. It is dominated by people who live in London and who have often known each other since prep school. This makes it gossipy and often incestuous.,David Brooks (journalist),Moderate
"The journalists at Charlie Hebdo are now rightly being celebrated as martyrs on behalf of freedom of expression, but let’s face it. If they had tried to publish their satirical newspaper on any American university campus over the last two decades it wouldn't have lasted 30 seconds. Student and faculty groups would have accused them of hate speech. The administration would have cut financing and shut them down.",David Brooks (journalist),Moderate
"Americans may laud Charlie Hebdo for being brave enough to publish cartoons ridiculing the Prophet Muhammad, but, if Ayaan Hirsi Ali is invited to campus, there are often calls to deny her a podium. So this might be a teachable moment. As we are mortified by the slaughter of those writers and editors in Paris, it’s a good time to come up with a less hypocritical approach to our own controversial figures, provocateurs and satirists. The first thing to say, I suppose, is that whatever you might have put on your Facebook page yesterday, it is inaccurate for most of us to claim, Je Suis Charlie Hebdo, or I Am Charlie Hebdo. Most of us don’t actually engage in the sort of deliberately offensive humor that that newspaper specializes in.",David Brooks (journalist),Moderate
About once a month I run across a person who radiates an inner light. These people can be in any walk of life. They seem deeply good. They listen well. They make you feel funny and valued. You often catch them looking after other people and as they do so their laugh is musical and their manner is infused with gratitude. They are not thinking about what wonderful work they are doing. They are not thinking about themselves at all.,David Brooks (journalist),Moderate
"Donald Trump just has more courage. Whatever you might think of him, and I don’t think much of him, but he has more courage than his opponents... He's a marketing genius who offers no substance. And people either got pushed into subprime loans by Trump Mortgage, or they got suckered into racking up huge credit card debt to buy courses on Trump University, and they were left high and dry when those things went belly up. And so that’s a story that I think can be told. In a country which is feeling betrayed, he is a mass and serial betrayer... Given the numbers now, it’s very hard to see he could win, given the huge numbers of Americans, the vast majority of Americans who say they could not support the guy. And I still find it hard to believe that somebody as policy-thin and as knowledge-thin would very well — he might be able to wear well with the electorate that we have.",David Brooks (journalist),Moderate
"Are we really here? Is this really happening? Is this America? Are we a great country talking about trying to straddle the world and create opportunity in this country? It's just mind-boggling. And we have sort of become acculturated, because this campaign has been so ugly. We have become acculturated to sleaze and unhappiness that you just want to shower from every 15 minutes. The Trump comparison of the looks of the wives, he does have, over the course of his life, a consistent misogynistic view of women as arm candy, as pieces of meat. It’s a consistent attitude toward women which is the stuff of a diseased adolescent. And so we have seen a bit of that show up again. But if you go back over his past, calling into radio shows bragging about his affairs, talking about his sex life in public, he is childish in his immaturity. And his — even his misogyny is a childish misogyny. And that’s why I do not think Republicans, standard Republicans, can say, yes, I’m going to vote for this guy because he’s our nominee. He’s of a different order than your normal candidate. And this whole week is just another reminder of that... The odd thing about his whole career and his whole language, his whole world view is there is no room for love in it. You get a sense of a man who received no love, can give no love, so his relationship with women, it has no love in it. It’s trophy. And his relationship toward the world is one of competition and beating, and as if he’s going to win by competition what other people get by love. And so you really are seeing someone who just has an odd psychology unleavened by kindness and charity, but where it’s all winners and losers, beating and being beat. And that’s part of the authoritarian personality, but it comes out in his attitude towards women.",David Brooks (journalist),Moderate
"Donald Trump betrays. It can start with Trump University, where Trump betrayed schoolteachers and others who dreamed of building a better life for themselves.",David Brooks (journalist),Moderate
"[Donald Trump is] clearly racist... It fits into a pattern that we have seen since the beginning of his career, maybe through his father's career, frankly. There's been a consistency, pattern of harsh judgment against black and brown people.",David Brooks (journalist),Moderate
"Trump has almost nothing but a national story, which he returned to with a vengeance in the closing days of this year’s campaigns. It happens to be a cramped, reactionary and racial story. Trump effectively defines America as a white ethnic nation that is being overrun by aliens — people who don’t look like us, don’t share our values, who threaten our safety and take our jobs... [B]lood-and-soil nationalism overturns the historical ideal of American nationalism, which was pluralistic — that we are united by creed, not blood; that our common culture is defined by a shared American dream... Republicans have flocked to Trump’s cramped nationalism and abandoned their creedal story. That’s left the Democrats with a remarkable opportunity. They could seize the traditional American national story, or expand it to gather in the unheard voices, while providing a coherent, unifying vehicle to celebrate the American dream. And yet what have we heard from the Democrats? Crickets. What is the Democratic national story? A void.",David Brooks (journalist),Moderate
"After 30 years of multiculturalism, the bonds of racial solidarity trump the bonds of national solidarity.... [Democrats] do not have a strong story to tell about what we owe to other Americans, how we define our national borders and what binds us as Americans.",David Brooks (journalist),Moderate
"If you don’t offer people a positive, uplifting nationalism, they will grab the nasty one. History and recent events have shown us that.",David Brooks (journalist),Moderate
"If conservatism is ever to recover it has to achieve two large tasks. First, it has to find a moral purpose large enough to displace the lure of blood-and-soil nationalism. Second, it has to restore standards of professional competence and reassert the importance of experience, integrity and political craftsmanship. When you take away excellence and integrity, loyalty to the great leader is the only currency that remains.",David Brooks (journalist),Moderate
"""Politics is history in the present tense.""",John Avlon,Moderate
"""The far-right and far-left can be equally insane.""",John Avlon,Moderate
"""Politics follows the lines of physics: every action creates an equal and opposite reaction.""",John Avlon,Moderate
"""Extremes are ultimately their own side's worst enemy.""",John Avlon,Moderate
"""Terrorism is always one bad day away from being issue No. 1.""",John Avlon,Moderate
"""Demagogues always do well in economic downturns.""",John Avlon,Moderate
"""Professional partisans are still playing politics by industrial-age rules. They haven’t woken up to the information-age reality. Younger generations have grown up with a multiplicity of choice on every front, which can be tailored to suit their individual beliefs. Politics is the last place where we are supposed to be satisfied with a choice between Brand A and Brand B.""",John Avlon,Moderate
"""If you only take offense when the president of your party is compared to Hitler, then you're part of the problem.""",John Avlon,Moderate
"""Us and against them is the opposite of our national motto, e pluribus unum: Out of many, one.""",John Avlon,Moderate
"""The independence of our nation is inseparable from our interdependence as a people""",John Avlon,Moderate
"""Semi-obvious but bears repeating: Much of the evil in the world comes from seeing and judging people as members of groups rather than individuals.""",John Avlon,Moderate
The participants in the Second American Experiment have differing views of the First Experiment.  Some ... think it was a noble and brilliant experiment that is no longer sustainable.  Others ... think it was ignoble and wrong-headed from the start. ...  But the larger point – and the point that concerns us in this book – is that all participants in the Second Experiment are convinced that the First Experiment is no longer wise.  Here are some of the questions they've been asking:,Mark Satin,Moderate
"Because of the consensus on full employment, certain observations rarely break in to the public political dialogue.  These include: ... that even if full employment were possible, it might not be desirable in the new kind of society we are entering; and that even today, most of the useful work we do is not structured into paying ""jobs.""",Mark Satin,Moderate
"There is an emerging alternative to the big government-big business-big labor kind of ""rebuilding"" of America.  Its basic strategy is to get investment capital out of the hands of the big banks ... and into the hands of the communities.  Its greatest champions are neither politicians nor oppositional political groups, but – remarkably – bankers; or, more specifically, those few bankers who describe themselves as ""community development bankers.""",Mark Satin,Moderate
"Typically, ""progressives"" and change agents have demanded more money for social programs.  But today it's clear that the way we do things needs to change – and that if things were done more appropriately, more humanely, more intelligently, we might end up spending less on social programs than we do now.  Take education ... .  Over the last 10 years or so, a handful of education reformers have ... come up with exciting new ideas for changing the ways our schools are administered, the ways our children are taught, and the kinds of things they're taught.  And nearly all their ideas would cost no more than our current practices cost.  Some would actually save us money!",Mark Satin,Moderate
"Thoughtful conservatives are not unattracted to holistic providers' emphasis on self-care and personal responsibility.  Thoughtful liberals and socialists are not unattracted to holistic providers' emphasis on environmental factors in disease.   But neither left nor right has ever acknowledged that the holistic health movement carries within it the seeds of a whole new approach to a national health care program for this country, with its own coherent ideas about finance, delivery, research and education.",Mark Satin,Moderate
"The U.S. could seek to acquire the moral authority to act as a healing presence in the world.  Our role could be to adjudicate disputes, support ""all-win"" solutions to international problems, and make our resources available to people, groups and governments that were willing to help themselves. ...  We could seek to play a catalytic, rather than a dominant, role in the Third World.  We could pay more attention to what the poor themselves want.  We could concentrate less on funding massive projects, and more on building up the capacity of indigenous institutions to do for themselves.  We could pay more attention to the context in which our aid is given.  This may be a highly unconventional approach to foreign aid.  But it could also be highly popular.  It combines the traditional left's emphasis on equity and the traditional right's emphasis on self-help.",Mark Satin,Moderate
"This article was written for those who believe that the spectrum of opinion is more like a circle than a straight line.  It was written for those who believe that each of the different perspectives on terrorism has something to add to the whole.  In this view, coming up with a solution to terrorism is not a matter of adopting ""correct"" political beliefs.  It is, rather, a matter of learning to listen – really, listen – to everyone in the circle of humankind.  And to take their insights into account.  For everyone has a true and unique perspective on the whole.  Fifteen years ago the burning question was, How radical are you?  Hopefully someday soon the question will be, How much can you synthesize?  How much do you dare to take in?",Mark Satin,Moderate
"Slowly at first, and now in growing numbers, from kitchen tables to nonprofit organizations to corporate boards, Americans are turning away from the politics of bickering and division and working on a new politics – a politics of creative problem solving.  It would have us take the best from the political left and right, and come up with something new that serves us all.  It would have us come up with solutions to public issues that are thoughtful enough, clever enough, and inclusive enough, to bring people and factions together.",Mark Satin,Moderate
"Politics is stuck in America today.  We need to break through the stale debates and self-serving non-solutions that are coming from both political parties, and we need to do it without ending up at the ""mushy middle,"" where there's no direction or principle.  That's where the radical middle comes in.  The radical middle is an attempt to break out of that stuckness in a fresh and principled way.  It consists of everyone who's bold and yet savvy enough to want idealism without illusions – a fresh and hopeful vision that doesn't fall into the trap, as many leftists do, of looking back to chestnuts from the counter-culture of the Sixties and Seventies. ...",Mark Satin,Moderate
"The radical middle movement is phenomenally diverse.  But if you look at what everyone who might be called radical middle is saying and doing, you'll discover we share four goals.  I like to call them our Four Key Values:",Mark Satin,Moderate
"Put these values together and you can see how the radical middle draws holistically on our entire political tradition.  Each value is a sort of updated version of an aspect of our 18th-century political heritage – liberty, equality, happiness, and fraternity, respectively.",Mark Satin,Moderate
"The caring person is the carrier of radical middle politics. ...  To see this clearly, it helps to look at three competing archetypes of the Good American. ...  Self-aggrandizers are ambitious strivers.  They get their primary identity from their occupation and the social status associated with that. ...  Self-sacrificing individuals are not personally ambitious – and when they are they try to hide it.  They get their primary identity from their ethnic, racial, or religious affiliation or sexual orientation. ...  Caring persons may or may not be personally ambitious, but they want their jobs to provide them with opportunities for personal growth and social relevance.  They get their primary identity from the lifestyle choices they make and the values they consciously choose.  They are equally committed to personal freedom and social justice, self-development and social change.",Mark Satin,Moderate
"If Thomas Jefferson is the liberals' (and libertarians') Founding Father, and George Washington is the conservatives', and Tom Paine is the radicals', then Benjamin Franklin is the radical middle's.  He was extremely practical. ...  At the same time, he was extraordinarily creative. ...  He was a man of principle. ... Yet synthesis and healing were an art with him.  He became our most ardent champion of religious tolerance.  And better than anyone at the Constitutional Convention, he was able to get the warring factions and wounded egos to transcend their differences and come up with a Constitution for the ages.",Mark Satin,Moderate
"If done right, biotechnology can enhance the entire world's well-being.  And that's why the radical middle is drawn to it.  One of our key value commitments is maximizing human potential. ...  Although the biotech debate may seem hopelessly polarized, a third voice – nuanced, hopeful, adult – has begun to be heard.  Call it the voice of cautious optimism.  Call it the voice of the radical middle.",Mark Satin,Moderate
We need mandatory national service so we will all take part in performing the collective tasks we know are ours.  We need mandatory national service because duty and honor are as necessary to us as oxygen and water.  That's what I was trying to tell the Army in my application to the JAG corps at the age of 52.  And that's what the radical middle needs to tell the American people.,Mark Satin,Moderate
"For most of the 20th century, small radical groups were seen as social change incubators.  The various socialist and communist parties, the Student Nonviolent Coordinating Committee (SNCC), Students for a Democratic Society (SDS), and a thousand local or regional variants were where it was at. ...  But we live in a knowledge society now – a world that depends increasingly on professional expertise and special skills.  If we want to change that world, we'll need to be even more expert and skilled than those who'd defend the status quo.  That's why professional schools, not radical groups, are our social change incubators now.  And radical middle social change agents know it.  Many of the most idealistic and dedicated of them have been pouring into our graduate schools, including our great medical, business, and law schools.",Mark Satin,Moderate
"This new edition of New Age Politics – stripped-down and updated for the 21st century – has been launched to reassert, in thunder, that the movements of our time have generated a perspective or ideology of their own. It's as coherent an ideology as liberalism or Marxism – and far more relevant to our needs as life-loving human beings on a finite planet. In other words, New Age Politics gives us a common ground on which to stand.",Mark Satin,Moderate
"I'd do some things differently if I were writing this book from scratch today. I would be more nuanced in the history sections. I'd be less inclined to see everyone at ""Self-development Stages Six and Seven"" as the cat's meow. Above all, perhaps, I would emphasize that some of what I call ""monolithic institutions"" are evolving (i.e., are being shoved by us) in a positive direction today – so I'd bend over backward to encourage immersion as well as resistance. We need transformers everywhere, inside ""The System"" as well as outside it. But even with such ""flaws"" (mainly the flaws of youth), I think New Age Politics is still the best single expression of the new politics as a coherent, systemic, integral whole.",Mark Satin,Moderate
"Lorian Press could have simply reprinted the first edition of New Age Politics, from 1976. I liked its length (only 50,000 words), it covered almost all the ground I do here, and I wanted to prove to you that the perspective I synthesized – the perspective of many people in the social change movements of today – goes back to the Nixon-Ford era, when the traditional left and right both lost their way. It was not spontaneously generated by any single social movement of the last 40 years. Rather, all our movements have been re-inventing, adding to, and deepening a perspective that already in the 1970s stood as our only real alternative to More Of The Same.",Mark Satin,Moderate
"What Keys, Laszlo, Falk, and many other New Agers arte proposing … could be called a ""planetary guidance system."" ...  A planetary guidance system would regulate the world, not run it. ...  Does this chapter strike you as impossibly idealistic?  In 2011, Parag Khanna of the New America Foundation argued that a decentralized planetary guidance system is currently arising outside the confines of the United Nations.  To Khanna, it consists of an ever-changing (depending on the issue) array of representatives of governments, non-governmental organizations (nonprofits), corporations, super-wealthy individuals, and universities.  Although Khanna, a buttoned-down radical centrist, doesn't use terms like ""synergic power"" and ""win-win approach,"" it is obvious from his text that that's exactly how (some of) these entities are beginning to operate in the global context.",Mark Satin,Moderate
"Few political authors employ the term New Age anymore; however, ... many use equivalents or near-equivalents such as communitarian, evolutionary, green, holistic, integral, post-socialist, radical centrist, spiritual, transformational, and transpartisan, and that's OK. Perhaps the new generation, not being ego-attached to any of these, will finally come up with a term we can all say ""Aha!"" to.",Mark Satin,Moderate
"These 100 books do not agree on everything – and that's OK too. You don't need total agreement when you're an open-hearted, decentralist, experimentalist New Ager. After the Prison and its institutions lose their hold over us, you won't even want such agreement. Within the parameters of certain life-affirming values, you'll want a hundred flowers to bloom. Synergy is all; cooperation and coordination is all.",Mark Satin,Moderate
"America is a country ready to be taken—in fact, longing to be taken—by political leaders ready to restore democracy and trust to the political process.",Arianna Huffington,Moderate
The economic game is not supposed to be rigged like some shady ring toss on a carnival midway.,Arianna Huffington,Moderate
Our current obsession with creativity is the result of our continued striving for immortality in an era when most people no longer believe in an afterlife.,Arianna Huffington,Moderate
"When your house is burning down, you don't worry about the remodeling.",Arianna Huffington,Moderate
"Isn't it really, really offensive that our president is simply not telling us the truth about what's happening in Iraq? For me, that was one of the most offensive things about the entire convention. There was no truth-telling there. It was all a complete masquerade. Both about Iraq and about the domestic economy... The problem is not that the people think the Democratic Party is not sufficiently hawkish; it's the problem that they are not sufficiently bold and sufficiently visionary. They need to go back to Bobby Kennedy and 1968. That was the last time that a Democrat truly inspired red states and blue states and everybody and the millions of people out there.",Arianna Huffington,Moderate
"There’s no denying that a collapse in stock prices today would pose serious macroeconomic challenges for the United States. Consumer spending would slow, and the U.S. economy would become less of a magnet for foreign investors. Economic growth, which in any case has recently been at unsustainable levels, would decline somewhat. History proves, however, that a smart central bank can protect the economy and the financial sector from the nastier side effects of a stock market collapse.",Ben Bernanke,Moderate
"The economic repercussions of a stock market crash depend less on the severity of the crash itself than on the response of economic policymakers, particularly central bankers.",Ben Bernanke,Moderate
"Let me end my talk by abusing slightly my status as an official representative of the Federal Reserve System. I would like to say to Milton and Anna: Regarding the Great Depression. You're right, we did it. We're very sorry. But thanks to you, we won't do it again.",Ben Bernanke,Moderate
"House prices have risen by nearly 25 percent over the past two years. Although speculative activity has increased in some areas, at a national level these price increases largely reflect strong economic fundamentals, including robust growth in jobs and incomes, low mortgage rates, steady rates of household formation, and factors that limit the expansion of housing supply in some areas.",Ben Bernanke,Moderate
"To avoid large and unsustainable budget deficits, the nation will ultimately have to choose among higher taxes, modifications to entitlement programs such as Social Security and Medicare, less spending on everything else from education to defense, or some combination of the above.",Ben Bernanke,Moderate
